Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
,,14/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-543859-109913,"104,288.00",Biomedical Units,NG7 2UK,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-543859-109913,"121,090.00",Biomedical Units,NG7 2UK,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-543859-109914,"122,200.00",Research Capability Funding (STANDARD),NG7 2UK,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-543861-109861,"183,550.00",CLAHRCs,NG3 6AA,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-543861-109861,"64,787.00",Health Technology Co-operatives,NG3 6AA,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-543861-109861,"54,090.00",Research Capability Funding (STANDARD),NG3 6AA,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-543863-109879,"61,904.00",NIHR Diagnostic Evidence Cooperatives,OX4 2GX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-543863-109879,"166,666.00",CLAHRCs,OX4 2GX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-543863-109879,"117,481.00",Research Capability Funding (STANDARD),OX4 2GX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,PORTSMOUTH HOSPITAL NHS TRUST,ERS-543872-109864,"39,227.00",Research Capability Funding (STANDARD),PO6 3LY,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-543876-109892,"22,661.00",NIHR Fellowships,UB9 6JH,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-543876-109892,"59,191.00",Clinician Scientist Awards,UB9 6JH,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-543876-109892,"134,279.00",Research Capability Funding (STANDARD),UB9 6JH,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-543876-109892,"34,035.00",NIHR Fellowships,UB9 6JH,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-543876-109892,"163,995.00",Biomedical Units,UB9 6JH,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-543876-109892,"174,851.00",Biomedical Units,UB9 6JH,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-543877-109855,"48,760.00",Research Capability Funding (STANDARD),TR1 2XN,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-543878-109860,"104,333.00",CRFs - CRII,EX2 5DW,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-543878-109860,"180,899.00",CLAHRCs,EX2 5DW,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-543878-109860,"19,534.00",Network Research Capability Funding,EX2 5DW,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-543878-109860,"925,062.00",Network Research Capability Funding,EX2 5DW,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-543878-109860,"69,423.00",Research Capability Funding (STANDARD),EX2 5DW,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-543879-109845,"42,969.00",Research Capability Funding (STANDARD),NW3 1QG,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-543880-109883,"1,324,480.00",Comprehensive Networks,L7 8XP,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-543880-109883,"20,072.00",Comprehensive Networks,L7 8XP,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-543880-109883,"109,384.00",Biomedical Units,L7 8XP,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-543880-109883,"41,337.00",Research Capability Funding (STANDARD),L7 8XP,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-543881-109841,"27,941.00",Network Research Capability Funding,GU2 7XX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-543881-109841,"1,246,458.00",Network Research Capability Funding,GU2 7XX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-543883-109876,"93,114.00",Research Capability Funding (STANDARD),M6 8HD,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-543883-109876,"129,798.00",Quality and Safety Research Centres,M6 8HD,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-543883-109876,"174,413.00",CLAHRCs,M6 8HD,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-543883-109876,"12,067.00",NIHR Fellowships,M6 8HD,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ERS-543885-109850,"30,286.00",Research Capability Funding (STANDARD),S10 2TH,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,ERS-543887-109965,"93,776.00",Research Capability Funding (STANDARD),S10 3TH,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-543888-109863,"2,345,863.00",Comprehensive Networks,S5 7AU,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-543888-109863,"22,430.00",Comprehensive Networks,S5 7AU,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-543888-109863,"191,108.00",CLAHRCs,S5 7AU,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-543888-109863,"59,821.00",CRFs - CRII,S5 7AU,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-543888-109863,"99,703.00",Research Capability Funding (STANDARD),S5 7AU,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-543890-109899,"86,151.00",CRFs - CRII,BR3 3BX,,,PUBLIC,,GB654971403
,,14/09/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-543890-109899,"86,250.00",Biomedical Units,BR3 3BX,,,PUBLIC,,GB654971403
,,14/09/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-543890-109899,"850,815.00",Biomedical Units,BR3 3BX,,,PUBLIC,,GB654971403
,,14/09/2015,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-543890-109899,"319,894.00",Research Capability Funding (STANDARD),BR3 3BX,,,PUBLIC,,GB654971403
,,14/09/2015,Research & development,DG: RDD,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ERS-543891-109897,"25,042.00",Research Capability Funding (STANDARD),TS4 3BW,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,SUSSEX COMMUNITY NHS TRUST,ERS-543897-109853,"27,254.00",Research Capability Funding (STANDARD),BN2 3EW,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-543901-109848,"81,818.00",CRFs - CRII,M20 4BX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-543901-109848,"21,860.00",Research Capability Funding (STANDARD),M20 4BX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,THE LEEDS COMMUNITY HEALTHCARE NHS TRUST RY6,ERS-543902-109969,"57,704.00",Research Capability Funding (STANDARD),LS6 1PF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-543903-109893,"166,935.00",Research Capability Funding (STANDARD),NE7 7DN,,,PUBLIC,,GB654968777
,,14/09/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-543903-109893,"1,608,433.00",Comprehensive Networks,NE7 7DN,,,PUBLIC,,GB654968777
,,14/09/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-543903-109893,"20,064.00",Comprehensive Networks,NE7 7DN,,,PUBLIC,,GB654968777
,,14/09/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-543903-109893,"61,500.00",NIHR Diagnostic Evidence Cooperatives,NE7 7DN,,,PUBLIC,,GB654968777
,,14/09/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-543903-109893,"72,727.00",CRFs - CRII,NE7 7DN,,,PUBLIC,,GB654968777
,,14/09/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-543903-109893,"83,333.00",Biomedical Units,NE7 7DN,,,PUBLIC,,GB654968777
,,14/09/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-543903-109893,"352,879.00",Biomedical Units,NE7 7DN,,,PUBLIC,,GB654968777
,,14/09/2015,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-543905-109882,"208,996.00",Research Capability Funding (STANDARD),SM2  5PT,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-543905-109882,"1,025,729.00",Bio-Medical Centres,SM2  5PT,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-543905-109882,"53,615.00",CRFs - CRII,SM2  5PT,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-543905-109882,"28,460.00",NIHR Fellowships,SM2  5PT,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-543906-109873,"25,401.00",Network Research Capability Funding,WV10 0QP,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-543906-109873,"2,477,163.00",Network Research Capability Funding,WV10 0QP,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,THE SOLENT NHS TRUST R1C,ERS-543907-109970,"50,193.00",Research Capability Funding (STANDARD),SO16 4XE,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-543909-109889,"1,827,384.00",Bio-Medical Centres,NW1 2BX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-543909-109889,"83,333.00",Biomedical Units,NW1 2BX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-543909-109889,"100,000.00",CRFs - CRII,NW1 2BX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-543909-109889,"474,979.00",Research Capability Funding (STANDARD),NW1 2BX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-543911-109888,"166,666.00",CLAHRCs,B15 2PR,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-543911-109888,"49,742.00",Health Technology Co-operatives,B15 2PR,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-543911-109888,"252,399.00",CRFs - CRII,B15 2PR,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-543911-109888,"209,140.00",Research Capability Funding (STANDARD),B15 2PR,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-543911-109888,"140,778.00",Biomedical Units,B15 2PR,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-543912-109875,"34,555.00",Research Capability Funding (STANDARD),M23 9LT,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-543912-109875,"45,455.00",CRFs - CRII,M23 9LT,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-543913-109862,"1,274,673.00",Comprehensive Networks,SO52 9AB,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-543913-109862,"20,023.00",Comprehensive Networks,SO52 9AB,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-543913-109862,"172,266.00",CLAHRCs,SO52 9AB,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-543913-109862,"168,076.00",CRFs - CRII,SO52 9AB,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-543913-109862,"158,333.00",Bio-Medical Centres,SO52 9AB,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-543913-109862,"121,910.00",Biomedical Units,SO52 9AB,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-543913-109862,"119,374.00",Research Capability Funding (STANDARD),SO52 9AB,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543915-109843,"116,170.00",Biomedical Units,BS99 1YF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543915-109843,"137,067.00",Research Capability Funding (STANDARD),BS99 1YF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543915-109843,"99,814.00",Biomedical Units,BS99 1YF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543915-109843,"166,089.00",CLAHRCs,BS99 1YF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543915-109843,"20,130.00",Network Research Capability Funding,BS99 1YF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-543915-109843,"1,045,396.00",Network Research Capability Funding,BS99 1YF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-543916-109871,"78,187.00",Research Capability Funding (STANDARD),CV2 2DX,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-543917-109907,"1,699,709.00",Comprehensive Networks,LE5 4QF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-543917-109907,"20,028.00",Comprehensive Networks,LE5 4QF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-543917-109907,"135,075.00",Biomedical Units,LE5 4QF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-543917-109907,"83,333.00",Biomedical Units,LE5 4QF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-543917-109907,"83,333.00",Biomedical Units,LE5 4QF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-543917-109907,"105,425.00",Research Capability Funding (STANDARD),LE5 4QF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,ERS-543918-109868,"17,831.00",Research Capability Funding (STANDARD),ST4 7LN,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,ERS-543918-109868,"13,026.00",NIHR Fellowships,ST4 7LN,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,WHITTINGTON HOSPITAL NHS TRUST,ERS-543921-109872,"34,551.00",Research Capability Funding (STANDARD),N19 5NF,,,PUBLIC,,
,,14/09/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-543940-110002,"33,997.48",CJD ,M13 0JR,,,PUBLIC,,GB654415538
,,14/09/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,MEDWAY NHS FOUNDATION TRUST,HAFS-18727,"199,000.00",,ME7 5NY,,,PUBLIC,,
,,14/09/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,MID YORKSHIRE HOSPITALS NHS TRUST,HAFS-18728,"2,044,000.00",,WF1 4TU,,,PUBLIC,,
,,14/09/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,TORBAY AND SOUTHERN DEVON HEALTH AND CARE NHS TRUST,HAFS-18729,"2,000,000.00",,TQ2 7TD,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,HAFS-18730,"2,100,000.00",,SR3 4AD,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,HAFS-18731,"2,400,000.00",,SR3 4AD,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Capital Investment Loans,DG: Central Technical,GEORGE ELIOT HOSPITAL NHS TRUST,HAFS-18732,"1,000,000.00",,CV10 7DJ,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Capital Investment Loans,DG: Central Technical,LEEDS TEACHING HOSPITAL NHS TRUST,HAFS-18733,"1,294,000.00",,LS9 7TF,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,SOUTH TYNESIDE NHS FOUNDATION TRUST,HAFS-18734,"1,600,000.00",,NE34 0PL,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Capital Investment Loans,DG: Central Technical,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-18735,"2,000,000.00",,WD18 0BH,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,WEST SUFFOLK NHS FOUNDATION TRUST,HAFS-18736,"1,200,000.00",,IP33 3QZ,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,BEDFORD HOSPITAL NHS TRUST,HAFS-18737,"1,822,000.00",,MK42 9DJ,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,HAFS-18738,"5,000,000.00",,BN2 3EW,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,HAFS-18739,"5,000,000.00",,HP7 0JD,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,BURTON HOSPITALS NHS FOUNDATION TRUST,HAFS-18740,"2,459,000.00",,DE13 0RB,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,HAFS-18741,"5,600,000.00",,CO4 5JL,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,CROYDON HEALTH SERVICES NHS TRUST,HAFS-18742,"4,500,000.00",,CR7 7YE,,,PUBLIC,,
,,14/09/2015,Additions FT Financing Facility Loans,DG: Central Technical,DERBY HOSPITALS NHS FOUNDATION TRUST,HAFS-18743,"3,177,000.00",,DE1 2QY,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,EAST SUSSEX HEALTHCARE NHS TRUST,HAFS-18744,"2,000,000.00",,TN37 7PT,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,EPSOM & ST HELIER UNIVERSITY HOSPITAL NHS TRUST,HAFS-18745,"1,450,000.00",,SM5 1AA,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,GEORGE ELIOT HOSPITAL NHS TRUST,HAFS-18746,"2,032,000.00",,CV10 7DJ,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,HAFS-18747,"7,000,000.00",,HU16 5JQ,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-18748,"3,446,000.00",,NN16 8UZ,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,HAFS-18749,"14,276,000.00",,SE5 9RS,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-18750,"17,940,000.00",,PR7 1GZ,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,LEEDS TEACHING HOSPITAL NHS TRUST,HAFS-18751,"9,600,000.00",,LS9 7TF,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,LEWISHAM AND GREENWICH NHS TRUST,HAFS-18752,"8,000,000.00",,SE13 6LH,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,LONDON NORTH WEST HEALTHCARE NHS TRUST,HAFS-18753,"9,178,000.00",,M20 4BX,,,PUBLIC,,654463720
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,HAFS-18754,"1,272,000.00",,M8 5RB,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,MEDWAY NHS FOUNDATION TRUST,HAFS-18755,"7,751,000.00",,ME7 5NY,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,MID ESSEX HOSPITAL SERVICES NHS TRUST,HAFS-18756,"5,600,000.00",,CM8 2TL,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,MID YORKSHIRE HOSPITALS NHS TRUST,HAFS-18757,"4,557,000.00",,WF1 4TU,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,HAFS-18758,"4,033,000.00",,MK6 5LD,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,NORTH BRISTOL NHS TRUST,HAFS-18759,"7,176,000.00",,BS1 2NP,,,PUBLIC,,
,,14/09/2015,Additions NHS Trust Working Capital Loans,DG: Central Technical,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,HAFS-18760,"4,500,000.00",,NN1 5BD,,,PUBLIC,,
,,14/09/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,HAFS-18761,"7,000,000.00",,PE3 6DA,,,PUBLIC,,
