Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
HMRC,HMRC,23/12/2015,Legal Service Sol's,Solicitors Office,FUJITSU SERVICES LTD,5100075271,"£35,439.46",Scanning and document management services connected to a legal case,WA3 9BD,,,,,,
HMRC,HMRC,24/12/2015,Hardware maintenance,Information Management Services,GOVERNMENT COMMUNICATIONS BUREAU,5100075282,"£102,250.00",Quarter 2 invoice for Government Communications,SW1P 7XB,,,,,,
HMRC,HMRC,24/12/2015,Hardware maintenance,Information Management Services,GOVERNMENT COMMUNICATIONS BUREAU,5100075282,"£102,250.00",Quarter 3 invoice for Government Communications,SW1P 7XB,,,,,,
HMRC,HMRC,24/12/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100075286,£852.73,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,,
HMRC,HMRC,24/12/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100075286,"£11,889.54",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,,
HMRC,HMRC,24/12/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100075286,"£13,387.20",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,,
HMRC,HMRC,24/12/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100075286,"£19,903.20",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,,
HMRC,HMRC,24/12/2015,Software coding,Information Management Services,MOZAIC-SERVICES LIMITED,5100075287,"£31,102.86",Charges for IT Specialists,W1B 5TR,,,,,,
HMRC,HMRC,29/12/2015,Recruitment services,Information Management Services,BADENOCH & CLARK,5100075054,"£34,800.00",Recruitment services,B37 7YE,,,,,,
HMRC,HMRC,29/12/2015,IT consultancy,Information Management Services,EQUAL EXPERTS UK LTD,5100075868,"£35,235.00",Invoice for Equal Experts Transaction monitoring December 2015 scrum team resource,WC1H 9BB,,,,,,
HMRC,HMRC,29/12/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100075876,£417.78,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,,
HMRC,HMRC,29/12/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100075876,"£25,351.20",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,,
HMRC,HMRC,29/12/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100075879,£849.43,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,,
HMRC,HMRC,29/12/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100075879,"£90,039.40",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,,,
HMRC,HMRC,29/12/2015,Legal Service Sol's,Solicitors Office,DLA PIPER,5100075880,"£44,729.28",Costs incurred by Solicitors working on behalf of HMRC,L2 0NH,,,,,,
HMRC,HMRC,29/12/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100075883,"£31,432.50",Essential work at St Marys House Preston,WD17 1HN,,,,,,
HMRC,HMRC,29/12/2015,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100075901,"£71,777.50",Costs for officers stationed abroad,MK10 1PX,,,,,,
HMRC,HMRC,29/12/2015,Staff on loan to CSR,Civil Service Resourcing,SKILLS FUNDING AGENCY,5100075904,"£27,584.03",Invoice payment to Skills Funding Agency to meet the salary of a Grade 7 member of staff on loan to CSR.,CV1 2WT,,,,,,
HMRC,HMRC,29/12/2015,Bank Charges PO Card,Corporate Finance,POST OFFICE LTD,5100075916,"£703,225.90",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,PE4 5PG,,,,,,
HMRC,HMRC,29/12/2015,Diesel fuel,Criminal Investigations,ALLSTAR BUSINESS SOLUTIONS LTD,5100076660,"£38,395.73",Vehicle Fleet Services,SN5 6PS,,,,,,
HMRC,HMRC,31/12/2015,Research (VAT rec),Knowledge Analysis & Intelligence,IFF RESEARCH LTD,5100076866,"£32,712.00",Research into large businesses' experiences of dealing with HMRC,N1 6DD,,,,,,
HMRC,HMRC,31/12/2015,Marketing Promotion,Corporate Communications,HAVAS PEOPLE LIMITED,5100076954,"£27,762.21",Graduate Recruitment 2015 Online Media,EC1M 5NR,,,,,,
HMRC,HMRC,31/12/2015,Promotional services,Civil Service Resourcing,HAVAS PEOPLE LIMITED,5100076966,"£70,868.46",Advertisements costs for Fast Stream Graduate recruitment campaign covering Jan 2015 to Sept 2015.,EC1M 5NR,,,,,,
HMRC,HMRC,31/12/2015,Storage (non enfmnt),Benefits & Credits Delivery,IRON MOUNTAIN (UK) LTD,5100076974,"£25,963.98",Secure storage of Tax Credit Claims/Papers,EH54 7DF,,,,,,
HMRC,HMRC,31/12/2015,Storage (non enfmnt),Benefits & Credits Delivery,IRON MOUNTAIN (UK) LTD,5100076976,"£40,690.70",Secure storage of Tax Credit Claims/Papers,EH54 7DF,,,,,,
HMRC,HMRC,31/12/2015,Rent,Estates & Support Services,REAL ESTATE INCOME TRUST LIMITED,5100076978,"£7,472.26",Quartely rent payment,LE10 1QU,,,,,,
HMRC,HMRC,31/12/2015,Rent,Estates & Support Services,REAL ESTATE INCOME TRUST LIMITED,5100076978,"£75,552.74",Quartely rent payment,LE10 1QU,,,,,,
HMRC,HMRC,31/12/2015,Landlord Charges,Estates & Support Services,DOWNING PROPERTY SERVICES LTD,5100076982,"£17,502.06",Standard Landlord Service Charge payable to the Landlord,L7 7DN,,,,,,
HMRC,HMRC,31/12/2015,Landlord Charges,Estates & Support Services,DOWNING PROPERTY SERVICES LTD,5100076982,"£37,363.34",Standard Landlord Service Charge payable to the Landlord,L7 7DN,,,,,,
HMRC,HMRC,31/12/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100076983,"£90,547.83",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,,
HMRC,HMRC,31/12/2015,STEPS FUP,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100076983,"£192,414.14",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract,WD17 1HN,,,,,,
HMRC,HMRC,31/12/2015,Rent,Estates & Support Services,DOWNING PROPERTY SERVICES LTD,5100076984,"£13,633.97",Monthly rent payment payable to the Landlord,L7 7DN,,,,,,
HMRC,HMRC,31/12/2015,Rent,Estates & Support Services,DOWNING PROPERTY SERVICES LTD,5100076984,"£29,105.76",Monthly rent payment payable to the Landlord,L7 7DN,,,,,,
