Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,BROOK STREET (UK) LTD,4017857,£606,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017751,£604,
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4017407,£602,
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Publications,Corporate Support & Shared Services - Corporate Support & Shared Services,PRACTICAL LAW COMPANY LTD,4017395,£599,
Department for Energy and Climate Change,Department for Energy and Climate Change,03/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,BROOK STREET (UK) LTD,4017202,£599,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,FABRIQUE DU METAL LTD T/A ADVANCE SEATING DESIGNS,4017781,£597,
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4017925,£596,
Department for Energy and Climate Change,Department for Energy and Climate Change,08/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4017370,£593,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,External Training,Energy Markets & Infrastructure - Energy Strategy and Futures,ASSOCIATION OF ELECTRICITY PRODUCERS (AEP),4017709,£590,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017759,£588,
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017383,£585,
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Hire of Agency Staff (Professional/Management),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ADECCO UK LTD,4017098,£584,
Department for Energy and Climate Change,Department for Energy and Climate Change,07/09/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4017305,£584,
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Hire of Agency Staff (Professional/Management),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ADECCO UK LTD,4017913,£584,
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS PLC,4017932,£581,
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017378,£581,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017750,£581,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017765,£581,
Department for Energy and Climate Change,Department for Energy and Climate Change,27/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,BROOK STREET (UK) LTD,4017858,£576,
Department for Energy and Climate Change,Department for Energy and Climate Change,01/09/2010,Stationery,Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE DEPOT UK LTD,4017132,£576,
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Stationery,Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE DEPOT UK LTD,4017900,£576,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017755,£573,
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4017598,£573,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017770,£569,
Department for Energy and Climate Change,Department for Energy and Climate Change,30/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4018015,£569,
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4017504,£569,
Department for Energy and Climate Change,Department for Energy and Climate Change,10/09/2010,Local IT Consultancy,DECC Central Budgets - DECC Central Budgets,HAYS PLC,4017430,£566,
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017590,£565,
Department for Energy and Climate Change,Department for Energy and Climate Change,08/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017363,£563,
Department for Energy and Climate Change,Department for Energy and Climate Change,22/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,BROOK STREET (UK) LTD,4017621,£561,
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4017270,£561,
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4017503,£561,
Department for Energy and Climate Change,Department for Energy and Climate Change,21/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4017704,£561,
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4017204,£558,
Department for Energy and Climate Change,Department for Energy and Climate Change,06/09/2010,Estates Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,MILLER & YOUNG UK LTD T/A MYFM,4017280,£556,
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017361,£554,
Department for Energy and Climate Change,Department for Energy and Climate Change,15/09/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,LEXISNEXIS BUTTERWORTHS,4017508,£549,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017767,£542,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4017813,£540,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017752,£534,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017769,£527,
Department for Energy and Climate Change,Department for Energy and Climate Change,14/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4017493,£523,
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017373,£520,
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Public Relations and Marketing,National Climate Change & Consumer Support - Communications,MACMILLION LTD,4017865,£517,
Department for Energy and Climate Change,Department for Energy and Climate Change,08/09/2010,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4017019,£512,
Department for Energy and Climate Change,Department for Energy and Climate Change,09/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017374,£511,
Department for Energy and Climate Change,Department for Energy and Climate Change,02/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4017180,£509,
Department for Energy and Climate Change,Department for Energy and Climate Change,29/09/2010,Public Relations and Marketing,National Climate Change & Consumer Support - Communications,MACMILLION LTD,4017865,£506,
Department for Energy and Climate Change,Department for Energy and Climate Change,16/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017579,£503,
Department for Energy and Climate Change,Department for Energy and Climate Change,23/09/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4017760,£503,
