Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Transport,Department for Transport,14/04/2010,IT Equipment Capital Cost,Information Management Directorate,COMPUTACENTER (UK) LTD,2000000699,2608.11
Department for Transport,Department for Transport,14/04/2010,Personal Development,Information Management Directorate,COMPUTACENTER (UK) LTD,2000000699,977.5
Department for Transport,Department for Transport,14/04/2010,Computer equipment,Finance & Estates ,DELL CORPORATION LTD,2000000700,1417.76
Department for Transport,Department for Transport,14/04/2010,Computer Consumables,Environment and International,EQUANET,2000000702,915.2
Department for Transport,Department for Transport,14/04/2010,Computer equipment,Accident Investigating Branches,EQUANET,2000000702,1762.61
Department for Transport,Department for Transport,14/04/2010,Printing,Regional & Local Transport,IMAGE DATA GROUP LTD,2000000703,1858
Department for Transport,Department for Transport,14/04/2010,Printing,Road & Vehicle Safety & Standards,IMAGE DATA GROUP LTD,2000000703,7692
Department for Transport,Department for Transport,14/04/2010,Transport Consultancy,Information Management Directorate,ITO WORLD LTD,2000000704,9693.75
Department for Transport,Department for Transport,14/04/2010,Training,Environment and International,JOB ORIENTATED LANGUAGE TRAINING,2000000705,511
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,London and Road Demand Management,LINKLATERS,2000000708,66108.42
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Corporate Finance,MR TIMOTHY CHARLES MARTIN,2000000709,4125
Department for Transport,Department for Transport,14/04/2010,Data Supply - Transport Direct,Information Management Directorate,OAG WORLDWIDE LTD,2000000710,2062.13
Department for Transport,Department for Transport,14/04/2010,Data Supply - Transport Direct,Information Management Directorate,ORDNANCE SURVEY,2000000711,2139.47
Department for Transport,Department for Transport,14/04/2010,Data Supply - Transport Direct,Information Management Directorate,RAIL SETTLEMENT PLAN,2000000712,2350
Department for Transport,Department for Transport,14/04/2010,Transport Consultancy,Road & Vehicle Safety & Standards,SAVE TRANSPORT CONSULTANCY,2000000713,2578.54
Department for Transport,Department for Transport,14/04/2010,Service Charge - Software Licences,Maritime and Dangerous Goods,SERCO LIMITED,2000000714,35475
Department for Transport,Department for Transport,14/04/2010,Small Software,Information Management Directorate,TRAPEZE GROUP (UK) LTD,2000000716,22325
Department for Transport,Department for Transport,14/04/2010,Publications for Resale,Regional & Local Transport,TYPE GENERATION,2000000717,1045
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Standalone Units,BROOK STREET BUREAU,2000000718,621.23
Department for Transport,Department for Transport,14/04/2010,Estate Management,Accident Investigating Branches,TESTSAFE LTD,2000000719,641.96
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Corporate Support Function,MICHAEL PAGE INTERNATIONAL,2000000720,2002.65
Department for Transport,Department for Transport,14/04/2010,Service Charge - Software Licences,Communication Directorate ,THE PRESS ASSOCIATION LTD,2000000721,643.2
Department for Transport,Department for Transport,14/04/2010,Training,Accident Investigating Branches,JAMES TAYLOR,2000000722,1400
Department for Transport,Department for Transport,14/04/2010,Subsidies to Private Sector,Regional & Local Transport,ARRIVA CYMRU LTD,2000000724,4107
Department for Transport,Department for Transport,14/04/2010,Subsidies to Private Sector,Regional & Local Transport,BAKERS DOLPHIN,2000000725,3893
Department for Transport,Department for Transport,14/04/2010,Subsidies to Private Sector,Regional & Local Transport,BERRYS COACHES (TAUNTON) LTD,2000000726,12089
Department for Transport,Department for Transport,14/04/2010,BUS FDR Wales,Regional & Local Transport,FIRST CYMRU BUSES LTD,2000000727,8263
Department for Transport,Department for Transport,14/04/2010,Subsidies to Private Sector,Regional & Local Transport,LMS TRAVEL,2000000728,25236.59
Department for Transport,Department for Transport,14/04/2010,BUS FDR Wales,Regional & Local Transport,NATIONAL EXPRESS LTD,2000000729,13010
Department for Transport,Department for Transport,14/04/2010,Subsidies to Private Sector,Regional & Local Transport,NATIONAL EXPRESS LTD,2000000729,1262516
Department for Transport,Department for Transport,14/04/2010,Subsidies to Private Sector,Regional & Local Transport,OXFORD BUS CO,2000000730,75500
Department for Transport,Department for Transport,14/04/2010,Subsidies to Private Sector,Regional & Local Transport,STAGECOACH OXFORD,2000000731,41349
Department for Transport,Department for Transport,14/04/2010,Management Consultancy,Transform Licensing Logistics and Sponsorship,GOVERNMENT CAR & DESPATCH AGENCY,2000000732,1776434.6
Department for Transport,Department for Transport,14/04/2010,Security,Transport Security,GOVERNMENT CAR & DESPATCH AGENCY,2000000732,2205.06
Department for Transport,Department for Transport,14/04/2010,Conferences / Seminars,Aviation,DVLA,2000000734,492.83
Department for Transport,Department for Transport,14/04/2010,Services provided by OGDs,Human Resources,HM TREASURY,2000000735,42887.5
Department for Transport,Department for Transport,14/04/2010,Personal Development,Audit and Risk Assurance,PARITY TRAINING LTD,2000001027,1116.5
Department for Transport,Department for Transport,14/04/2010,Personal Development,London and Road Demand Management,PARITY TRAINING LTD,2000001027,630
Department for Transport,Department for Transport,14/04/2010,Research,Transport Analysis and Economics,AEA TECHNOLOGY ENVIRONMENT,2000001028,2730
Department for Transport,Department for Transport,14/04/2010,Service Charge Computer Expenses,Environment and International,CENTRAL OFFICE OF INFORMATION,2000001030,2164.88
Department for Transport,Department for Transport,14/04/2010,Printing,Regional & Local Transport,LIMETREE OFFSET LTD,2000001033,1295
Department for Transport,Department for Transport,14/04/2010,Printing,Road & Vehicle Safety & Standards,LIMETREE OFFSET LTD,2000001033,1250
Department for Transport,Department for Transport,14/04/2010,Support Services,Aviation,MOD DGFM SSC,2000001034,310433.08
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Human Resources,BROOK STREET BUREAU,2000001035,759.32
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000001037,842.56
Department for Transport,Department for Transport,14/04/2010,Agency Staff Costs,Transform Licensing Logistics and Sponsorship,MICHAEL PAGE INTERNATIONAL,2000001037,1161.49
Department for Transport,Department for Transport,14/04/2010,Travel Expenses Overseas,INE Group ,CAPITA BUSINESS TRAVEL,2000001039,16690.18
Department for Transport,Department for Transport,14/04/2010,Travel Expenses Overseas,Transport Security,CAPITA BUSINESS TRAVEL,2000001039,59863.04
Department for Transport,Department for Transport,14/04/2010,Recruitment,Communication Directorate ,MICHAEL PAGE INTERNATIONAL RECRUIT,2000001040,2453.05
Department for Transport,Department for Transport,14/04/2010,Catering,Legal Services Directorate ,LODGE CATERING LTD,2000001041,2808.25
Department for Transport,Department for Transport,14/04/2010,Books,Legal Services Directorate ,WILDY AND SONS LTD,2000001043,758.1
Department for Transport,Department for Transport,14/04/2010,Telecom Equipment,Information Management Directorate,VIRGIN MEDIA BUSINESS,2000001044,17937.93
Department for Transport,Department for Transport,15/04/2010,IT Consultancy,Rail Service Delivery,METHODS CONSULTING LTD,2000000197,7800
Department for Transport,Department for Transport,15/04/2010,Management Consultancy,Projects,PRICE WATERHOUSE COOPERS LLP,2000000198,139533.09
Department for Transport,Department for Transport,15/04/2010,Agency Staff Costs,Finance & Planning,MICHAEL PAGE INTERNATIONAL,2000000199,2769.01
Department for Transport,Department for Transport,15/04/2010,Agency Staff Costs,Rail Service Delivery,CAPITA RESOURCING LTD,2000000201,10237.19
Department for Transport,Department for Transport,15/04/2010,Agency Staff Costs,Finance & Planning,INVESTIGO LTD,2000000202,4935
Department for Transport,Department for Transport,15/04/2010,Travel Expenses UK,Finance & Planning,CARLSON WAGONLIT TRAVEL,2000000203,3558.41
Department for Transport,Department for Transport,15/04/2010,Management Consultancy,Projects,VIRGIN RAIL PROJECTS LTD,2000000204,55038.74
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,MOUNT TAXIS,2000000738,859.8
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,CLARKES OF LONDON,2000000739,45637.8
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,ACE TRAVEL (NORTH WEST) LTD,2000000741,64678.84
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,ALANSWAY COACHES LTD,2000000742,28722.53
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,A-LINE COACHES (CV12 8LA),2000000743,49647.77
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,AQUARIUS TRAVEL,2000000744,1059.77
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,ARRIVA LONDON NORTH LTD,2000000745,5900015.22
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,ARROWEBROOK COACHES LTD,2000000746,3178.13
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,ASHFORD LUXURY COACHES,2000000747,1576.33
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,ASTLEY PRIVATE HIRE,2000000748,4376.24
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,AXE VALLEY MINI TRAVEL,2000000749,7176.97
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BAKERS COACHES,2000000751,74003.18
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,SUFFOLK PASSENGER TRANSPORT,2000000752,3300.58
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BANK VIEW TRAVEL,2000000753,2228.25
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BARRATTS COACHES LTD,2000000754,2920.35
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BATTERSBY SILVER GREY COACHES,2000000755,7750.21
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BAYNES TAXIS,2000000756,1443.19
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BEELINE COACHES,2000000758,3005.42
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BELLE COACHES,2000000759,670.17
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BELLE VUE MAN LIMITED,2000000760,1892.41
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BENNETTS COACHES,2000000761,31284.04
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BIRTLES MINI COACHES,2000000762,1585.66
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BLACKPOOL TRANSPORT SERVICES LTD,2000000763,387673.4
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BLUEBIRD BUS & COACH,2000000764,115818.11
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BLUEWORKS PRIVATE HIRE,2000000765,2048.41
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BON CHAUNCE COACHES LTD,2000000766,3829.4
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BOULTONS OF SHROPSHIRE LTD,2000000767,4653.86
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BOURNEMOUTH TRANSPORT LTD,2000000768,276512.29
Department for Transport,Department for Transport,15/04/2010,Subsidies to Private Sector,Regional & Local Transport,BRADSHAW COACHES,2000000769,2378.08
Department for Transport,Department for Transport,15/04/2010,BUS FDR Wales,Regional & Local Transport,BRYN MELYN LTD,2000000770,31904.18
