Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount
Department for Transport,Department for Transport,07/10/2010,Research,Regional & Local Transport,HERIOT WATT UNIVERSITY,2000015578,"5,770.83"
Department for Transport,Department for Transport,07/10/2010,HR Consultancy,Accident Investigating Branches,DTM CONSULTING LTD,2000015579,"3,401.06"
Department for Transport,Department for Transport,07/10/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,NORFOLKLINE BV,2000015580,"12,929.60"
Department for Transport,Department for Transport,08/10/2010,Transport Consultancy,Rail Strategy & Stakeholder Relations,ATKINS LTD (TRANSPORT PLANNING),2000002381,"9,855.00"
Department for Transport,Department for Transport,08/10/2010,Transport Consultancy,Projects,THE NICHOLS GROUP,2000002382,"5,225.00"
Department for Transport,Department for Transport,08/10/2010,Transport Consultancy,Projects,LONDON & CONTINENTAL RAILWAYS LTD,2000002383,"10,281.54"
Department for Transport,Department for Transport,08/10/2010,Agents Fees,Finance & Planning,RAILWAYS PENSION MANAGEMENT LT,2000002384,"1,250,000.00"
Department for Transport,Department for Transport,08/10/2010,PTOC - PTE Grant Payments,Rail Service Delivery,MERSEYTRAVEL,2000002385,"1,301,824.00"
Department for Transport,Department for Transport,08/10/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,NEXUS (TYNE & WEAR),2000002386,"16,859.48"
Department for Transport,Department for Transport,08/10/2010,PTOC - PTE Grant Payments,Rail Service Delivery,NEXUS (TYNE & WEAR),2000002386,"355,042.91"
Department for Transport,Department for Transport,08/10/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,SOUTH YORKSHIRE PTE,2000002387,"81,296.22"
Department for Transport,Department for Transport,08/10/2010,PTOC - PTE Grant Payments,Rail Service Delivery,SOUTH YORKSHIRE PTE,2000002387,"2,278,192.00"
Department for Transport,Department for Transport,08/10/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,GREATER MANCHESTER PTA,2000002388,"98,861.86"
Department for Transport,Department for Transport,08/10/2010,PTOC - PTE Grant Payments,Rail Service Delivery,GREATER MANCHESTER PTA,2000002388,"6,006,142.54"
Department for Transport,Department for Transport,08/10/2010,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,WEST YORKSHIRE PTA,2000002389,"59,228.84"
Department for Transport,Department for Transport,08/10/2010,PTOC - PTE Grant Payments,Rail Service Delivery,WEST YORKSHIRE PTA,2000002389,"5,473,578.17"
Department for Transport,Department for Transport,08/10/2010,Training,Rail Technical & Professional,NATIONAL SCHOOL OF GOVERNMENT,2000002390,"2,160.00"
Department for Transport,Department for Transport,08/10/2010,Transport Consultancy,Transform Licensing Logistics and Sponsorship,VEHICLE & OPERATOR SERVICES AGENCY,2000015628,"4,700.00"
Department for Transport,Department for Transport,08/10/2010,Subscriptions to Professional bodies,Human Resources,WHITEHALL & INDUSTRY GROUP,2000015629,"4,500.00"
Department for Transport,Department for Transport,08/10/2010,Stationery (Non-stock),Regional & Local Transport,BANNER BUSINESS SERVICES LTD,2000015630,"1,188.39"
Department for Transport,Department for Transport,08/10/2010,Stationery (Non-stock),Transport Security,BANNER BUSINESS SERVICES LTD,2000015630,"1,965.20"
Department for Transport,Department for Transport,08/10/2010,Support Services,Maritime and Dangerous Goods,ENVIRONMENTAL SCIENTIFICS GROUP LTD,2000015632,728.5
Department for Transport,Department for Transport,08/10/2010,Support Services,Maritime and Dangerous Goods,ENVIRONMENTAL SCIENTIFICS GROUP LTD,2000015632,"8,703.20"
Department for Transport,Department for Transport,08/10/2010,Support Services,Maritime and Dangerous Goods,ENVIRONMENTAL SCIENTIFICS GROUP LTD,2000015632,"1,092.75"
Department for Transport,Department for Transport,08/10/2010,Service Charge Computer Expenses,London and Road Demand Management,1 SPATIAL GROUP LIMITED,2000015633,"6,536.38"
Department for Transport,Department for Transport,08/10/2010,Publicity,Information Management Directorate,ABSOLUTE PUBLISHING LTD,2000015634,"1,250.00"
Department for Transport,Department for Transport,08/10/2010,Training,Accident Investigating Branches,ALAN MANN HELICOPTERS LTD,2000015635,951.45
Department for Transport,Department for Transport,08/10/2010,Training,Accident Investigating Branches,ALAN MANN HELICOPTERS LTD,2000015635,826.45
Department for Transport,Department for Transport,08/10/2010,Training,Accident Investigating Branches,ALAN MANN HELICOPTERS LTD,2000015635,"1,210.95"
Department for Transport,Department for Transport,08/10/2010,Research,Regional & Local Transport,ATKINS LTD (MANAGEMENT CONSULTANTS),2000015638,"35,876.30"
Department for Transport,Department for Transport,08/10/2010,Property Maintenance,Accident Investigating Branches,AUORA SYSTEMS,2000015639,483
Department for Transport,Department for Transport,08/10/2010,Property Maintenance,Accident Investigating Branches,AUORA SYSTEMS,2000015639,708.22
Department for Transport,Department for Transport,08/10/2010,Support Services,Aviation,EXETER & DEVON AIRPORT LIMITED,2000015641,"27,916.24"
Department for Transport,Department for Transport,08/10/2010,Agency Staff Costs,Information Management Directorate,GLOTEL INTERNATIONAL LTD,2000015642,"2,790.63"
Department for Transport,Department for Transport,08/10/2010,Travel Expenses UK,Accident Investigating Branches,HARRY WEEKS TRAVEL & LEISURE GROUP,2000015643,"3,267.75"
Department for Transport,Department for Transport,08/10/2010,Training,INE Group ,JOB ORIENTATED LANGUAGE TRAINING,2000015646,620.5
Department for Transport,Department for Transport,08/10/2010,Contract Cleaning,Accident Investigating Branches,NETWORK CLEANING SERVICES LTD,2000015648,"1,790.00"
Department for Transport,Department for Transport,08/10/2010,Support Services,Accident Investigating Branches,QINETIQ LTD,2000015649,"4,260.00"
Department for Transport,Department for Transport,08/10/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000015650,"8,591.46"
Department for Transport,Department for Transport,08/10/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000015650,"5,974.87"
Department for Transport,Department for Transport,08/10/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000015650,"6,018.94"
Department for Transport,Department for Transport,08/10/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,TRAFFICMASTER PLC,2000015651,"71,208.35"
Department for Transport,Department for Transport,08/10/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000015653,"8,320.85"
Department for Transport,Department for Transport,08/10/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000015653,"8,554.48"
Department for Transport,Department for Transport,08/10/2010,Research,Transport Security,TRANSPORT RESEARCH LABORATORY,2000015653,"17,819.36"
Department for Transport,Department for Transport,08/10/2010,Telephone charges,Accident Investigating Branches,VODAFONE CORPORATE LTD,2000015654,"1,487.48"
Department for Transport,Department for Transport,08/10/2010,Support Services,Aviation,BRISTOL INTERNATIONAL AIRPORT,2000015655,"27,916.24"
Department for Transport,Department for Transport,08/10/2010,Further Education Leading to Qualifications,Information Management Directorate,THE SYNERGY GROUP LTD,2000015656,"3,666.00"
Department for Transport,Department for Transport,08/10/2010,Training,Accident Investigating Branches,BAINES SIMMONS LIMITED,2000015657,"2,490.00"
Department for Transport,Department for Transport,11/10/2010,Agency Staff Costs,Rail Technical & Professional,HAYS PERSONNEL SERVICE LTD,2000002399,854.08
Department for Transport,Department for Transport,11/10/2010,IT Consultancy,Rail Service Delivery,ATOS ORIGIN IT SERVICES UK LTD,2000002400,"14,736.20"
Department for Transport,Department for Transport,11/10/2010,Agency Staff Costs,Rail Service Delivery,BADENOCH & CLARK,2000002401,"1,178.53"
Department for Transport,Department for Transport,11/10/2010,Agency Staff Costs,Rail Service Delivery,BADENOCH & CLARK,2000002401,"1,178.53"
Department for Transport,Department for Transport,11/10/2010,Agency Staff Costs,Rail Service Delivery,BADENOCH & CLARK,2000002401,"1,178.53"
Department for Transport,Department for Transport,11/10/2010,Agency Staff Costs,Rail Service Delivery,BADENOCH & CLARK,2000002401,"1,178.53"
Department for Transport,Department for Transport,11/10/2010,Machinery Rental,Finance & Planning,DANWOOD GROUP LTD,2000002402,744.72
Department for Transport,Department for Transport,11/10/2010,Transport Consultancy,Rail Technical & Professional,MVA CONSULTANCY LTD,2000002403,"1,480.37"
Department for Transport,Department for Transport,11/10/2010,Management Consultancy,Projects,THE NICHOLS GROUP,2000002404,"20,112.00"
Department for Transport,Department for Transport,11/10/2010,Transport Consultancy,Projects,THE NICHOLS GROUP,2000002404,"5,225.00"
Department for Transport,Department for Transport,11/10/2010,Transport Consultancy,Projects,THE NICHOLS GROUP,2000002404,"17,765.00"
Department for Transport,Department for Transport,11/10/2010,Financial Consultancy,Finance & Planning,RAILWAYS PENSION MANAGEMENT LT,2000002405,"128,292.74"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,BOLTON MBC,2000015706,"208,250.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,BATH & NE SOMERSET DC,2000015707,"512,000.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,BOURNEMOUTH BC,2000015708,"544,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,BRISTOL CITY COUNCIL,2000015709,"1,486,000.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,BURY MBC,2000015710,"136,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,CALDERDALE MBC,2000015711,"579,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,DERBY CITY COUNCIL,2000015712,"1,129,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,DERBYSHIRE COUNTY COUNCIL,2000015713,"2,698,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,DORSET COUNTY COUNCIL,2000015714,"986,000.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,KIRKLEES MBC,2000015715,"996,000.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,KNOWSLEY MBC,2000015716,"459,000.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,LUTON BOROUGH COUNCIL,2000015717,"518,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,NORTH SOMERSET COUNCIL,2000015718,"407,000.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,NORTH TYNESIDE COUNCIL,2000015719,"567,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,OLDHAM MBC,2000015720,"177,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,POOLE BC,2000015721,"347,000.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,ROCHDALE MBC,2000015722,"163,875.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,SALFORD CITY COUNCIL,2000015723,"200,250.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,SEFTON MBC,2000015724,"670,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,SOUTH GLOUCESTERSHIRE COUNCIL,2000015725,"563,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,ST HELENS MBC,2000015726,"454,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,STOCKPORT MBC,2000015727,"951,750.00"
Department for Transport,Department for Transport,11/10/2010,Current Grants to LAs within AEF/AEG,Regional & Local Transport,STOCKTON ON TEES BC,2000015728,"80,000.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,SUNDERLAND CITY COUNCIL,2000015729,"886,000.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,TAMESIDE MBC,2000015730,"451,625.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,TRAFFORD MBC,2000015731,"152,625.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,WALSALL MBC,2000015732,"769,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,WIGAN MBC,2000015733,"228,250.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,GATESHEAD MBC,2000015734,"734,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,SOUTH TYNESIDE MBC,2000015735,"450,500.00"
Department for Transport,Department for Transport,11/10/2010,Capital Grants to Local Authorities,Regional & Local Transport,MANCHESTER CITY COUNCIL,2000015736,"800,875.00"
Department for Transport,Department for Transport,11/10/2010,Conferences / Seminars,Transport Analysis and Economics,H M TREASURY,2000015737,"6,562.50"
Department for Transport,Department for Transport,11/10/2010,Personal Development,Transport Security,NATIONAL SCHOOL OF GOVERNMENT,2000015738,"2,275.00"
Department for Transport,Department for Transport,11/10/2010,Personal Development,Transport Security,NATIONAL SCHOOL OF GOVERNMENT,2000015738,"2,275.00"
Department for Transport,Department for Transport,11/10/2010,Agency Staff Costs,Aviation,HAYS PERSONNEL SERVICE LTD,2000015740,947.81
Department for Transport,Department for Transport,11/10/2010,Property Maintenance,Accident Investigating Branches,AUORA SYSTEMS,2000015743,"4,181.86"
Department for Transport,Department for Transport,11/10/2010,IT Equipment Capital Cost,Accident Investigating Branches,BASSOM COMPUTER CONSULTANCY,2000015744,"10,235.43"
Department for Transport,Department for Transport,11/10/2010,Management Consultancy,Transport Security,DELOITTE & TOUCHE LLP,2000015745,"105,166.03"
Department for Transport,Department for Transport,11/10/2010,Support Services,Aviation,DURHAM TEES VALLEY AIRPORT LIMITED,2000015746,"27,916.24"
