Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Rail Commercial Contracts,BADENOCH & CLARK,2000002872,1721.22,#,EC4V 4BG
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Rail Commercial Contracts,BADENOCH & CLARK,2000002872,1376.98,#,EC4V 4BG
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Rail Commercial Contracts,BADENOCH & CLARK,2000002872,1721.22,#,EC4V 4BG
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Rail Commercial Contracts,BADENOCH & CLARK,2000002872,1721.22,#,EC4V 4BG
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000002871,4914.06,#,BN11 2BW
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000002871,5460.06,#,BN11 2BW
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000002871,5460.06,#,BN11 2BW
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000002871,3276.04,#,BN11 2BW
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000002871,4368.05,#,BN11 2BW
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Group Finance,METHODS CONSULTING LTD,2000002879,4662,#,WC2H 8AD
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,DASH,BADENOCH & CLARK,2000002872,5225.76,#,EC4V 4BG
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,DASH,BADENOCH & CLARK,2000002872,5225.76,#,EC4V 4BG
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,DASH,BADENOCH & CLARK,2000002872,4180.61,#,EC4V 4BG
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Refran Prog Off,BADENOCH & CLARK,2000002872,3270.3,#,EC4V 4BG
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Refran Prog Off,BADENOCH & CLARK,2000002872,2616.24,#,EC4V 4BG
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Refran Prog Off,METHODS CONSULTING LTD,2000002879,4864.97,#,WC2H 8AD
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Aviation,NETWORKERS INTERNATIONAL (UK) PLC,2000002887,670.56,#,BR1 1HP
Department for Transport,Department for Transport,09/05/2013,Agency Staff Costs,Refran Prog Off,NETWORKERS INTERNATIONAL (UK) PLC,2000002887,883.92,#,BR1 1HP
Department for Transport,Department for Transport,09/05/2013,Cars Maintenance,Motoring Services,Whitmore's of Edenbridge Ltd,2000002897,776.7,#,SW17 0BW
Department for Transport,Department for Transport,09/05/2013,IT Ser Running Costs,Roads,ROAD SAFETY GB (NATIONAL),2000002878,34560,#,EN11 8QF
Department for Transport,Department for Transport,09/05/2013,Legal Consultancy,Rail Commercial Contracts,EVERSHEDS LLP,2000002877,19415.04,#,LS11 5DR
Department for Transport,Department for Transport,09/05/2013,Legal Consultancy,Refran Prog Off,NABARRO LLP,2000002895,24279.16,#,S2 5SY
Department for Transport,Department for Transport,09/05/2013,Management Consultan,Rail Commercial Contracts,RAIL MANCHE FINANCE EEIG,2000002886,11875,#,N1 9AW
Department for Transport,Department for Transport,09/05/2013,Minor Developments,Greener Transport & International,TRIAD GROUP PLC,2000002881,14357,#,GU7 1XE
Department for Transport,Department for Transport,09/05/2013,Minor Developments,Greener Transport & International,TRIAD GROUP PLC,2000002881,6625,#,GU7 1XE
Department for Transport,Department for Transport,09/05/2013,Other Sprs - Ptoc,Rail Commercial Contracts,VIRGIN RAIL GROUP HOLDINGS LIMITED,2000002837,1395278,#,W6 7RR
Department for Transport,Department for Transport,09/05/2013,Storage & Distributi,Roads,NEAL DISPLAY LTD,2000002880,868.87,#,SG13 7BJ
Department for Transport,Department for Transport,09/05/2013,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000002884,3021.8,#,DL3 6XR
Department for Transport,Department for Transport,09/05/2013,Traffic Survey & Cou,Roads,LEEDS CITY COUNCIL,2000002883,5775,#,LS2 8JR
Department for Transport,Department for Transport,09/05/2013,Training,Air Accident Investigation Branch,ELITE HELICOPTERS,2000002892,871.75,#,PO18 OPH
Department for Transport,Department for Transport,09/05/2013,Training,Air Accident Investigation Branch,OTTERSHAW AVIATION LTD,2000002891,540,#,KT16 0HD
Department for Transport,Department for Transport,09/05/2013,Training,Rail and Road Projects,IIR LTD,2000002889,4500,#,CO3 3LP
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000002985,3132,#,SL1 3SA
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Rail Commercial Contracts,MICHAEL PAGE INTERNATIONAL,2000002985,2214.32,#,SL1 3SA
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Rail Commercial Contracts,MICHAEL PAGE INTERNATIONAL,2000002985,2832.19,#,SL1 3SA
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000002970,4368.05,#,BN11 2BW
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000002985,3942.84,#,SL1 3SA
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000002985,4608,#,SL1 3SA
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000002985,3942.84,#,SL1 3SA
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000002986,14850,#,SW19 3RU
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000002986,17340,#,SW19 3RU
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000002986,14580,#,SW19 3RU
Department for Transport,Department for Transport,10/05/2013,Agency Staff Costs,Refran Prog Off,CAPITA RESOURCING LTD,2000002987,5580,#,DL1 9HN
Department for Transport,Department for Transport,10/05/2013,Cars Fuel,Air Accident Investigation Branch,ALLSTAR BUSINESS SOLUTIONS LIMITED,2000002971,-0.03,PO 8000112689,SN5 6PS
Department for Transport,Department for Transport,10/05/2013,Cars Fuel,Air Accident Investigation Branch,ALLSTAR BUSINESS SOLUTIONS LIMITED,2000002971,683.59,#,SN5 6PS
Department for Transport,Department for Transport,10/05/2013,Estate Legal Advisor,Local,ROYAL MAIL,2000002978,455.68,#,PE4 5PG
Department for Transport,Department for Transport,10/05/2013,IT Equip Cap Cost,Air Accident Investigation Branch,BASSOM COMPUTER CONSULTANCY,2000002973,7975.13,#,GU9 8LS
Department for Transport,Department for Transport,10/05/2013,Mobile Phone charges,Centrally held prog,VODAFONE LTD,2000002980,11358.07,Vodafone 605 Mobiles,RG14 5FF
Department for Transport,Department for Transport,10/05/2013,Mobile Phone charges,Group Finance,T-MOBILE (UK) LTD,2000002979,737.42,T-MOBILE - A/C 43361515 TO APR 13,AL10 9BW
Department for Transport,Department for Transport,10/05/2013,Newspapers,Business Transformation,JONES YARRELL LEADENHALL,2000002977,542.19,#,E3 3JH
Department for Transport,Department for Transport,10/05/2013,Post Office Charges,Local,ROYAL MAIL,2000002978,494.59,#,PE4 5PG
Department for Transport,Department for Transport,10/05/2013,Publications for Res,Aviation,CREATIVE CHOICE CIC,2000002990,421.2,#,SW1H 0DJ
Department for Transport,Department for Transport,10/05/2013,Purchasing Card Char,Centrally held prog,BARCLAYS BANK PLC,2000002972,21172.12,#,NN4 7SG
Department for Transport,Department for Transport,10/05/2013,Purchasing Card Char,Centrally held prog,BARCLAYS BANK PLC,2000002972,29528.65,DFT/ISE May 13,NN4 7SG
Department for Transport,Department for Transport,10/05/2013,Services prov by OGD,Managing Director Motoring Services,DRIVER & VEHICLE LICENSING AGENCY,2000002976,7500,#,SA6 7JL
Department for Transport,Department for Transport,10/05/2013,Small Software,Business Transformation,THE PRESS ASSOCIATION LTD,2000002988,875.56,#,SW1V 1A
Department for Transport,Department for Transport,10/05/2013,Subsidies Private Se,Roads,APPIAN TRADING LTD,2000002998,6000,Reducing Traffic Sign Clutter Award - CIHT,N1 7JE
Department for Transport,Department for Transport,10/05/2013,Subsidies Private Se,Roads,MSRS Freight Grant,2000002982,7703.72,MSRS Freight Grant,#
Department for Transport,Department for Transport,10/05/2013,Subsidies Private Se,Roads,MSRS Freight Grant,2000002982,4231.82,MSRS Freight Grant,#
Department for Transport,Department for Transport,10/05/2013,Subsidies Private Se,Roads,MSRS Freight Grant,2000002981,13220.3,MSRS Freight Grant,#
Department for Transport,Department for Transport,10/05/2013,Subsidies Private Se,Roads,MSRS Freight Grant,2000002983,695680.62,MSRS Freight Grant,#
Department for Transport,Department for Transport,10/05/2013,Subsidies Private Se,Roads,MSRS Freight Grant,2000002984,180696,MSRS Freight Grant,#
Department for Transport,Department for Transport,10/05/2013,Training,Greener Transport & International,#,2000002989,620.5,#,#
Department for Transport,Department for Transport,10/05/2013,Training,General Counsel's Office,CENTRAL LAW TRAINING,2000002974,999,#,B72 1SX
Department for Transport,Department for Transport,10/05/2013,Transport  Consult,Aviation,RED SCIENTIFIC LTD,2000002968,3524.93,#,GU34 2YT
Department for Transport,Department for Transport,10/05/2013,Web Design Services,Roads,1 SPATIAL GROUP LIMITED,2000002969,2846.51,#,CB4 0WZ
Department for Transport,Department for Transport,13/05/2013,Agency Staff Costs,Centrally held prog,LA INTERNATIONAL COMPUTER,2000003056,2003.44,#,ST1 5UB
Department for Transport,Department for Transport,13/05/2013,Agency Staff Costs,High Speed 2,NETWORKERS INTERNATIONAL (UK) PLC,2000003062,6447.84,#,BR1 1HP
Department for Transport,Department for Transport,13/05/2013,Agency Staff Costs,Refran Prog Off,PARITY RESOURCES LTD,2000003060,10206,#,SW19 3RU
Department for Transport,Department for Transport,13/05/2013,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000003060,13500,#,SW19 3RU
Department for Transport,Department for Transport,13/05/2013,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000003060,19890,#,SW19 3RU
Department for Transport,Department for Transport,13/05/2013,CurrGrt Las in AEF/A,Rail,TRANSPORT FOR LONDON,2000003061,2200707.98,TfL LOROL Grant - 2nd Payment,SW1H 0TL
Department for Transport,Department for Transport,13/05/2013,IT Ser Running Costs,Transport Direct and Travel information,JOURNEYPLAN LTD,2000003054,16140,#,KY12 7NT
Department for Transport,Department for Transport,13/05/2013,Media & Press,Business Transformation,"GORKANA GROUP LTD (""GCL"")",2000003066,3915.97,#,EC1Y 8QE
Department for Transport,Department for Transport,13/05/2013,Recruitment,Group HR,PAUL ROSCORLA ASSOCIATES LTD,2000003064,3666.36,Manual Payment - Assessment of SCS Candidates,GU7 1DP
Department for Transport,Department for Transport,13/05/2013,Recruitment Fees,Group HR,ODGERS RAY & BERNDSTON,2000003057,10000,#,EC4M 6XD
Department for Transport,Department for Transport,13/05/2013,Research,Greener Transport & International,NATURAL ENV RESEARCH COUNCIL,2000003047,25000,#,SN2 1FF
Department for Transport,Department for Transport,13/05/2013,Telephone Line Rent,Business Transformation,CABLE & WIRELESS,2000003050,12956.33,CABLE AND WIRELESS - RENTAL - MAY 13,MK3 5JP
Department for Transport,Department for Transport,13/05/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000003059,17612.5,#,BS24 9BP
Department for Transport,Department for Transport,13/05/2013,Transport  Consult,Group HR,SAVILLE CONSULTING UK LTD,2000003063,4880.34,#,KT10 9PN
Department for Transport,Department for Transport,13/05/2013,Transport  Consult,Aviation,FRAZER-NASH CONSULTANCY LTD,2000003068,1887.35,#,RH4 1HJ
Department for Transport,Department for Transport,13/05/2013,Treasury Solicitors,General Counsel's Office,TREASURY SOLICITOR,2000003046,952.68,#,WC2B 4TS
Department for Transport,Department for Transport,14/05/2013,Agency Staff Costs,Commercial & Technical Services,#,2000003127,3915,#,#
Department for Transport,Department for Transport,14/05/2013,Agency Staff Costs,Group HR,HAYS PERSONNEL SERVICE LTD,2000003113,3323.28,#,KT3 4JQ
Department for Transport,Department for Transport,14/05/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000003131,4080,#,SL1 3SA
Department for Transport,Department for Transport,14/05/2013,Agency Staff Costs,Refran Prog Off,CAPITA RESOURCING LTD,2000003132,4181.4,#,DL1 9HN
Department for Transport,Department for Transport,14/05/2013,Agency Staff Costs,Refran Prog Off,BADENOCH & CLARK,2000003120,3270.3,#,EC4V 4BG
Department for Transport,Department for Transport,14/05/2013,Agency Staff Costs,Refran Prog Off,NETWORKERS INTERNATIONAL (UK) PLC,2000003133,707.14,#,BR1 1HP
Department for Transport,Department for Transport,14/05/2013,Cars Maintenance,Motoring Services,ATS EUROMASTER LTD,2000003114,0,8000118748,S98 1AF
Department for Transport,Department for Transport,14/05/2013,Cars Maintenance,Motoring Services,ATS EUROMASTER LTD,2000003114,4339.07,#,S98 1AF
Department for Transport,Department for Transport,14/05/2013,Cars Maintenance,Motoring Services,Clifford Thames (Holdings) Limited,2000003143,3350.25,#,CM2 5TH
Department for Transport,Department for Transport,14/05/2013,Cars Maintenance,Motoring Services,Goodyear Dunlop Tyres UK Ltd,2000003142,2746.91,#,B24 9HY
Department for Transport,Department for Transport,14/05/2013,CurrGrt Las in AEF/A,London and Olympics,GREATER LONDON AUTHORITY,2000003148,76479000,GLA Grant Payment - No 4,SE1 2UT
Department for Transport,Department for Transport,14/05/2013,Data Supply - TD,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,6742.08,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,Data Supply - TD,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,4821.6,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,Hotel&Accom Costs,Marine Accident Investigation Branch,REDFERN TRAVEL LTD,2000003135,1784.91,REDFERN - MAIB - APRIL 2013,BD1 3AZ
Department for Transport,Department for Transport,14/05/2013,Hotel&Accom Costs,Rail Accident Investigation Branch,REDFERN TRAVEL LTD,2000003135,726.17,REDFERN - RAIB APRIL 2013 CHARGES,BD1 3AZ
Department for Transport,Department for Transport,14/05/2013,IT Ser Running Costs,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,133044,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,IT Ser Running Costs,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,9073.2,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,IT Ser Running Costs,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,6469.2,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,IT Ser Running Costs,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,26588.4,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,IT Ser Running Costs,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,10418.4,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,IT Ser Running Costs,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,2289.6,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,IT Ser Running Costs,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,7202.44,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,IT Ser Running Costs,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,5457.6,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,IT Ser Running Costs,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,148666.8,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,IT Ser Running Costs,Transport Direct and Travel information,ATOS IT SERVICES UK LTD,2000003118,849.6,#,WV10 6UH
Department for Transport,Department for Transport,14/05/2013,Legal Consultancy,Aviation,TREASURY SOLICITOR,2000003149,3171,#,WC2B 4TS
Department for Transport,Department for Transport,14/05/2013,Machinery Rental,General Counsel's Office,DANWOOD GROUP LTD,2000003125,540.03,#,LN6 3DG
Department for Transport,Department for Transport,14/05/2013,Machinery Rental,Maritime,DANWOOD GROUP LTD,2000003125,1276.11,#,LN6 3DG
