Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department for Transport,Department for Transport,40855,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000015973,-2178.12,Credit for 25.6.11,SL1 3SA
Department for Transport,Department for Transport,40855,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000015973,-1742.5,Credit for 30.7.11,SL1 3SA
Department for Transport,Department for Transport,40855,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000015973,11039.95,,SL1 3SA
Department for Transport,Department for Transport,40855,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000015973,2178.12,,SL1 3SA
Department for Transport,Department for Transport,40855,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000015973,1306.87,we 17.09.2011,SL1 3SA
Department for Transport,Department for Transport,40856,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000016113,4608,,SL1 3SA
Department for Transport,Department for Transport,40858,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000016289,5184,06.11.2011,SL1 3SA
Department for Transport,Department for Transport,40875,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000017836,1742.5,W.E 30.07.11 ,SL1 3SA
Department for Transport,Department for Transport,40861,Cars Fuel,Group Finance,ENTERPRISE RENT-A-CAR,2000016367,12255.01,Arval - Car Hire - Oct 11,TW20 8RX
Department for Transport,Department for Transport,40863,Investigation Services,Group Finance,IAN BYNOE,2000016892,2242.54,ICA 2011-12,BA4 4NG
Department for Transport,Department for Transport,40857,Mobile Phone charges,Group Finance,T-MOBILE (UK) LTD,2000016200,757.82,T-Mobile - 43361515 - Oct11,AL10 9BW
Department for Transport,Department for Transport,40851,Mobile Phone charges,Group Finance,VODAFONE LTD,2000015841,4115.33,604232497/00001,RG14 5FF
Department for Transport,Department for Transport,40851,Mobile Phone charges,Group Finance,VODAFONE LTD,2000015841,576,Vodafone -Ac  60423500/1 -30.09.2011,RG14 5FF
Department for Transport,Department for Transport,40864,Mobile Phone charges,Group Finance,VODAFONE LTD,2000016962,5299.48,Account number 604232497/00001 -SS,RG14 5FF
Department for Transport,Department for Transport,40869,Mobile Phone charges,Group Finance,VODAFONE LTD,2000017219,4313.95,203 mObiles,RG14 5FF
Department for Transport,Department for Transport,40869,Mobile Phone charges,Group Finance,VODAFONE LTD,2000017219,4578.57,212 Mobiles,RG14 5FF
Department for Transport,Department for Transport,40869,Mobile Phone charges,Group Finance,VODAFONE LTD,2000017219,4910.21,223 Mobiles,RG14 5FF
Department for Transport,Department for Transport,40849,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000015667,22924.67,Barclaycard CSFG August 2011,TS17 6YG
Department for Transport,Department for Transport,40849,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000015667,1342.78,Barclaycard CSFG August 2011,TS17 6YG
Department for Transport,Department for Transport,40849,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000015667,4567.69,Barclaycard MFS August 2011,TS17 6YG
Department for Transport,Department for Transport,40849,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000015667,762.56,Barclays - [DfT CS] - Sept 11,TS17 6YG
Department for Transport,Department for Transport,40849,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000015667,21994.17,Barclays - [DfT CS] - Sept 11,TS17 6YG
Department for Transport,Department for Transport,40849,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000015667,619,Barclays - [Dft DOM] - Sept 11,TS17 6YG
Department for Transport,Department for Transport,40849,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000015667,2313.54,Barclays - [Dft DOM] - Sept 11,TS17 6YG
Department for Transport,Department for Transport,40854,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000015913,18155.68,BARCLAYS  - DFT Corporate - OCT 2011,TS17 6YG
Department for Transport,Department for Transport,40864,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000016954,17358.52,Barclays - DFT/DOM - November 2011,TS17 6YG
Department for Transport,Department for Transport,40865,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000017025,5591.57,Barclays - DFT/MP&L - November 2011,TS17 6YG
Department for Transport,Department for Transport,40868,Purchasing Card Charges,Group Finance,BARCLAYS BANK PLC,2000017112,25703.49,Barclays - DFT/CS - November 2011,TS17 6YG
Department for Transport,Department for Transport,40869,Secondments,Group Finance,HOME OFFICE,2000017209,6077.26,,NP20 9BB
Department for Transport,Department for Transport,40862,Services provided by OGDs,Group Finance,DRIVING STANDARDS AGENCY,2000016796,723469.07,DSA VER 2011-12 - Phase 1,NG1 5GU
Department for Transport,Department for Transport,40858,Services provided by OGDs,Group Finance,GOVERNMENT ACTUARY'S DEPARTMENT,2000016270,40138,GAD ACTUARIAL ADVICE,EC4A 1AB
Department for Transport,Department for Transport,40876,Services provided by OGDs,Group Finance,GOVERNMENT ACTUARY'S DEPARTMENT,2000017915,16252.85,GAD 00015754 Oct 2011,EC4A 1AB
Department for Transport,Department for Transport,40871,Training,Group Finance,EAST OF ENGLAND AMBULANCE SERVICE,2000017392,489,Trg Birm Hilton 3&4 Nov 11,NR6 5NA
Department for Transport,Department for Transport,40857,Travel Expenses Overseas,Group Finance,CAPITA BUSINESS TRAVEL,2000016204,9863.13,Capita CSFG November 2011,DE21 6BF
Department for Transport,Department for Transport,40849,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000015679,2741.22,CWT - [CS] - Oct 11,EN6 5RF
Department for Transport,Department for Transport,40849,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000015679,1101.27,CWT - [NN] - Oct 11,EN6 5RF
Department for Transport,Department for Transport,40849,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000015679,578.89,CWT -MFS - Oct 11,EN6 5RF
Department for Transport,Department for Transport,40857,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000016206,4107.62,CWT - CS - 04/11/11,EN6 5RF
Department for Transport,Department for Transport,40857,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000016206,685.14,CWT - DOM - P/E 4/11/11,EN6 5RF
Department for Transport,Department for Transport,40861,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000016362,3390.8,CWT - NN - P/E 03/11/11,EN6 5RF
Department for Transport,Department for Transport,40864,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000016966,810.57,CW - M&FS - November 2011,EN6 5RF
Department for Transport,Department for Transport,40868,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000017125,3213.37,CW - CS - November 2011,EN6 5RF
Department for Transport,Department for Transport,40871,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000017393,2394.99,CWT - M&FS - SEPTEMBER 2011,EN6 5RF
Department for Transport,Department for Transport,40871,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000017393,3137.11,Travel Expenses period ending 18 nov,EN6 5RF
Department for Transport,Department for Transport,40875,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000017841,1357.57,Travel Expenses period ending 18 nov,EN6 5RF
Department for Transport,Department for Transport,40876,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000017939,2869.56,CW - MP&L - November 2011,EN6 5RF
Department for Transport,Department for Transport,40877,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000018008,3404.68,CWT - C S F G - November 2011,EN6 5RF
Department for Transport,Department for Transport,40877,Travel Expenses UK,Group Finance,CARLSON WAGONLIT TRAVEL,2000018008,1428.29,CWT - M P & L - November 2011,EN6 5RF
Department for Transport,Department for Transport,40848,Agency Staff Costs,Group HR,BADENOCH & CLARK,2000015590,3066.67,Badenoch (31/03/2011),W1T 5AE
Department for Transport,Department for Transport,40848,Agency Staff Costs,Group HR,BADENOCH & CLARK,2000015590,2300,Badenoch (31/03/2011),W1T 5AE
Department for Transport,Department for Transport,40848,Agency Staff Costs,Group HR,BADENOCH & CLARK,2000015590,3066.67,Badenoch (31/03/2011),W1T 5AE
Department for Transport,Department for Transport,40849,Agency Staff Costs,Group HR,HAYS PERSONNEL SERVICE LTD,2000015659,3283.2,W/E 21/10/11,KT3 4JQ
Department for Transport,Department for Transport,40856,Agency Staff Costs,Group HR,HAYS PERSONNEL SERVICE LTD,2000016091,4104,W/E 28/10/11,KT3 4JQ
Department for Transport,Department for Transport,40863,Agency Staff Costs,Group HR,HAYS PERSONNEL SERVICE LTD,2000016838,4104,,KT3 4JQ
Department for Transport,Department for Transport,40870,Agency Staff Costs,Group HR,HAYS PERSONNEL SERVICE LTD,2000017260,3283.2,W/E 11/11/11,KT3 4JQ
Department for Transport,Department for Transport,40876,Agency Staff Costs,Group HR,HAYS PERSONNEL SERVICE LTD,2000017918,4104,18.11.11 - GMH - IN,KT3 4JQ
Department for Transport,Department for Transport,40861,Car Hire and Leasing,Group HR,CYCLESCHEME LTD,2000016352,2875.01,Cyclescheme (2),BA1 1WX
Department for Transport,Department for Transport,40865,Childcare Voucher Costs,Group HR,COMPUTERSHARE VOUCHER SERVICES,2000017019,23968.5,Busy Bees Childcare Vouchers,WS13 8SX
Department for Transport,Department for Transport,40865,HR Consultancy,Group HR,EMPLOYEE ADVISORY RESOURCE LTD,2000017032,1279.82,Employee Assistance Services Nov11,W4 5YB
Department for Transport,Department for Transport,40875,HR Consultancy,Group HR,EMPLOYEE ADVISORY RESOURCE LTD,2000017826,1279.82,Employee Assistance Programme Aug 11,W4 5YB
Department for Transport,Department for Transport,40875,HR Consultancy,Group HR,EMPLOYEE ADVISORY RESOURCE LTD,2000017826,1279.82,Employee Assistance Programme July 11,W4 5YB
Department for Transport,Department for Transport,40875,HR Consultancy,Group HR,EMPLOYEE ADVISORY RESOURCE LTD,2000017826,1279.82,Employee Assistance Programme June 11,W4 5YB
Department for Transport,Department for Transport,40875,HR Consultancy,Group HR,EMPLOYEE ADVISORY RESOURCE LTD,2000017826,1279.82,Employee Assistance Programme May 11,W4 5YB
Department for Transport,Department for Transport,40868,Medical Advisory Service,Group HR,EMPLOYEE ADVISORY RESOURCE LTD,2000017114,511.2,11.03.10 Facilitated Group Workshop DFT Casework,W4 5YB
Department for Transport,Department for Transport,40851,Medical Advisory Service,Group HR,HEALTH MANAGEMENT LTD,2000015837,1139,Health Management July 2011,BN8 5NN
Department for Transport,Department for Transport,40854,Medical Advisory Service,Group HR,HEALTH MANAGEMENT LTD,2000015920,2850,Retainer Aug11 - May12,BN8 5NN
Department for Transport,Department for Transport,40856,Medical Advisory Service,Group HR,HEALTH MANAGEMENT LTD,2000016103,8312.6,Health assessment Medical,BN8 5NN
Department for Transport,Department for Transport,40856,Medical Advisory Service,Group HR,HEALTH MANAGEMENT LTD,2000016103,1682.25,Management of medical referral and advice,BN8 5NN
Department for Transport,Department for Transport,40863,Occupational Health Scheme,Group HR,EMPLOYEE ADVISORY RESOURCE LTD,2000016860,1170.23,Feb 09 Employee Advisory Resource,W4 5YB
Department for Transport,Department for Transport,40868,Occupational Health Scheme,Group HR,EMPLOYEE ADVISORY RESOURCE LTD,2000017114,1170.23,Jan 10 Employee Advisory Service 1890 Employees,W4 5YB
Department for Transport,Department for Transport,40869,Occupational Health Scheme,Group HR,EMPLOYEE ADVISORY RESOURCE LTD,2000017214,1279.82,01.04.2011 to 30.04.2011 2067 Employees,W4 5YB
Department for Transport,Department for Transport,40865,Other Professional Fees,Group HR,COMPUTERSHARE VOUCHER SERVICES,2000017019,575.24,Service Charge Nov 2011,WS13 8SX
Department for Transport,Department for Transport,40870,Secondments,Group HR,MINISTRY OF DEFENCE,2000017293,12001.45, FY11-12 APR 1-3,L2 3YL
Department for Transport,Department for Transport,40870,Secondments,Group HR,MINISTRY OF DEFENCE,2000017293,12001.45, Jul Aug Sept costs,L2 3YL
Department for Transport,Department for Transport,40870,Secondments,Group HR,MINISTRY OF DEFENCE,2000017293,17252.58,Outward interchange Galileo Programme,L2 3YL
Department for Transport,Department for Transport,40870,Secondments,Group HR,MINISTRY OF DEFENCE,2000017293,18219.88,Jul Aug Sept costs,L2 3YL
Department for Transport,Department for Transport,40851,Services provided by OGDs,Group HR,CABINET OFFICE,2000015821,11400,Additional Fast Stream Intake Aug 2011,CF14 3UW
Department for Transport,Department for Transport,40857,Services provided by OGDs,Group HR,CABINET OFFICE,2000016179,114000,DfT External Fast Stream Intake 2012,CF14 3UW
Department for Transport,Department for Transport,40865,Services provided by OGDs,Group HR,CABINET OFFICE,2000017046,101515,Civil Service HR Expert Services,FY5 3TA
Department for Transport,Department for Transport,40865,Services provided by OGDs,Group HR,CABINET OFFICE,2000017046,220093,Learning costs,FY5 3TA
Department for Transport,Department for Transport,40865,Services provided by OGDs,Group HR,CABINET OFFICE,2000017054,40382.4,DfT Staff Survey 2011,CF14 3UW
Department for Transport,Department for Transport,40854,Services provided by OGDs,Group HR,DEPARTMENT FOR WORK & PENSIONS,2000015903,37567.2,Pension Charges - Nov 2011,FY5 3TA
Department for Transport,Department for Transport,40864,Services provided by OGDs,Group HR,NATIONAL SCHOOL OF GOVERNMENT,2000016949,3133.49,Recovery of salary for15/08/11-31.08.11,SL5 0QE
Department for Transport,Department for Transport,40868,Services provided by OGDs,Group HR,TREASURY SOLICITOR,2000017108,1147.39,"Legal Costs Gohler v DfT, Reimbursement of set fee",WC2B 4TS
Department for Transport,Department for Transport,40862,Training,Group HR,LANCASTER UNIVERSITY,2000016781,2230,PHD in Organisational Health & Wellbeing,LA1 4YR
Department for Transport,Department for Transport,40856,Training,Group HR,THE MANCHESTER COLLEGE,2000016125,25500,Manchester College Placement Fees,M11 2WH
Department for Transport,Department for Transport,40861,Travel Expenses Overseas,Group HR,ECA INTERNATIONAL LTD,2000016353,2592,March 2011 COLA Review,SW3 3TY
Department for Transport,Department for Transport,40868,Conferences / Seminars,Local,MWB BUSINESS EXCHANGE PLC,2000017118,4800,Conference /Seminar / GO /14.11.2011,SW1P 1SB
Department for Transport,Department for Transport,40868,Data Supply - Transport Direct,Local,THALES INFORMATION SYSTEM LTD,2000017120,18553.2,November 2011 - Extension,RH10 9HA
Department for Transport,Department for Transport,40877,Data Supply - Transport Direct,Local,THALES INFORMATION SYSTEM LTD,2000018002,13604.4,Managed service Oct 2011,RH10 9HA
Department for Transport,Department for Transport,40858,Financial Consultancy,Local,HERIOT WATT UNIVERSITY,2000016292,5770.83,Research into carbon composites,EH14 4AS
Department for Transport,Department for Transport,40869,Financial Consultancy,Local,HERIOT WATT UNIVERSITY,2000017224,5770.83,Carbon Composites Aug - Oct 11,EH14 4AS
Department for Transport,Department for Transport,40851,Long Service Awards,Local,BUILDING SOFTWARE LIMITED,2000015854,500,Conference 10th October 2011 delegate ,EX16 7EJ
Department for Transport,Department for Transport,40849,Machinery Rental,Local,CANON (UK) LTD,2000015668,446.52,IR6880CIEU Model,RH2 8BF
