Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department for Transport,Department for Transport,07.11.2012,IT Ser Running Costs,General Counsel's Office,ACTICA CONSULTING LIMITED,2000015775,9840,#,GU2 7YF
Department for Transport,Department for Transport,07.11.2012,Small Software,Business Transformation,SPECIALIST COMPUTER CENTRES PLC,2000015774,8121.96,#,B11 2LE
Department for Transport,Department for Transport,07.11.2012,Mobile Phone charges,Group Finance,T-MOBILE (UK) LTD,2000015762,737.42,T Mobile 43361515 October 2012,AL10 9BW
Department for Transport,Department for Transport,07.11.2012,Telephone Line Rent,Business Transformation,CABLE & WIRELESS,2000015755,15176.52,C+W SAN LINK A/C 01.11.12-30.11.12,MK3 5JP
Department for Transport,Department for Transport,07.11.2012,IT Consultancy,Rail,CAPITA SYMONDS LTD,2000015756,71341.04,#,CA6 4SJ
Department for Transport,Department for Transport,07.11.2012,Management Consultan,Rail and Road Projects,CHILTERN RAILWAYS,2000015769,336343.26,1308 Wk3 East West Phase 1 - The Chiltern Railway,HP20 2RX
Department for Transport,Department for Transport,07.11.2012,Legal Consultancy,Managing Director Motoring Services,FIELD FISHER WATERHOUSE LLP,2000015773,30154.68,#,EC3N 2AA
Department for Transport,Department for Transport,07.11.2012,Legal Consultancy,General Counsel's Office,,2000015785,3127.2,#,
Department for Transport,Department for Transport,07.11.2012,Prog&ProjMgmt Consul,Commercial & Technical Services,CMC PARTNERSHIP (UK) LTD,2000015751,13500,#,SW1V 2AJ
Department for Transport,Department for Transport,07.11.2012,Publicity,Transport Security Strategy,INTOUCHUK.COM LTD,2000015759,880.85,#,SW19 2RR
Department for Transport,Department for Transport,07.11.2012,Traffic Survey & Cou,Roads,SKY HIGH PLC,2000015778,24707,#,LS24 9AB
Department for Transport,Department for Transport,07.11.2012,Traffic Survey & Cou,Roads,SKY HIGH PLC,2000015778,21897,#,LS24 9AB
Department for Transport,Department for Transport,07.11.2012,Traffic Survey & Cou,Roads,SKY HIGH PLC,2000015778,20202,#,LS24 9AB
Department for Transport,Department for Transport,07.11.2012,Traffic Survey & Cou,Roads,SKY HIGH PLC,2000015778,14725,#,LS24 9AB
Department for Transport,Department for Transport,07.11.2012,Traffic Survey & Cou,Roads,SKY HIGH PLC,2000015778,32542,#,LS24 9AB
Department for Transport,Department for Transport,07.11.2012,Traffic Survey & Cou,Roads,SKY HIGH PLC,2000015778,22125,#,LS24 9AB
Department for Transport,Department for Transport,07.11.2012,Traffic Survey & Cou,Roads,TRAFFICMASTER PLC,2000015763,70791.68,#,MK43 0TR
Department for Transport,Department for Transport,07.11.2012,Support Services,Group HR,DRIVER & VEHICLE LICENSING AGENCY,2000015783,1638.8,#,SA6 7JL
Department for Transport,Department for Transport,07.11.2012,Publications for Res,Business Transformation,CREATIVE CHOICE CIC,2000015781,478.4,#,SW1H 0DJ
Department for Transport,Department for Transport,07.11.2012,Curr Grt Other CG Bo,Aviation,EQUALITY AND HUMAN RIGHTS,2000015776,3176.2,GRANT PAYMENT TO EHRC FOR FY 11/12 FINAL PAYMENT,M4 3AQ
Department for Transport,Department for Transport,07.11.2012,IT Equip Cap Cost,Managing Director Motoring Services,SPECIALIST COMPUTER CENTRES PLC,2000015774,38232,#,B11 2LE
Department for Transport,Department for Transport,08.11.2012,Loans to PCs & TFs -,Business Transformation,BRB (RESIDUARY) LTD,2000015790,5750000,Loan to BRBR,WC2B 4AN
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Commercial & Technical Services,FIRST ECONOMICS LIMITED,2000015833,2850,#,OX11 9NE
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Business Transformation,SAND RESOURCES LTD,2000015842,4050.3,#,TN1 1DJ
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Business Transformation,NETWORKERS INTERNATIONAL (UK) PLC,2000015849,6698.18,#,BR1 1HP
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Permanent Secretary,NETWORKERS INTERNATIONAL (UK) PLC,2000015849,1104.9,#,BR1 1HP
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000015828,4036.38,#,BN11 2BW
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000015831,3616.8,#,W1T 5AE
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000015845,2728.5,#,SL1 3SA
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000015845,3210,#,SL1 3SA
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Group Finance,NETWORKERS INTERNATIONAL (UK) PLC,2000015849,3408.78,#,BR1 1HP
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Group Finance,NETWORKERS INTERNATIONAL (UK) PLC,2000015849,2897.46,#,BR1 1HP
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Local,SPRING TECHNOLOGY LTD ALSO T/A,2000015851,629.88,#,B37 7YE
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Local,SPRING TECHNOLOGY LTD ALSO T/A,2000015851,629.88,#,B37 7YE
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Local,SPRING TECHNOLOGY LTD ALSO T/A,2000015851,629.88,#,B37 7YE
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Rail Commercial Contracts,BOVIS LEND LEASE CONSULTING LTD,2000015846,12150,#,HA2 0EE
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Rail Commercial Contracts,BOVIS LEND LEASE CONSULTING LTD,2000015846,12519,#,HA2 0EE
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Rail Commercial Contracts,MICHAEL PAGE INTERNATIONAL,2000015845,3619.2,#,SL1 3SA
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Refran Prog Off,BADENOCH & CLARK,2000015831,3244.8,#,W1T 5AE
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000015845,3942.84,#,SL1 3SA
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000015845,4608,#,SL1 3SA
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000015845,2460.36,#,SL1 3SA
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000015845,660,#,SL1 3SA
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Refran Prog Off,NETWORKERS INTERNATIONAL (UK) PLC,2000015849,1276.24,#,BR1 1HP
Department for Transport,Department for Transport,08.11.2012,Agency Staff Costs,Refran Prog Off,NETWORKERS INTERNATIONAL (UK) PLC,2000015849,899.94,#,BR1 1HP
Department for Transport,Department for Transport,08.11.2012,Building Service Cha,Business Transformation,AMEY COMMUNITY LTD,2000015862,58867.72,#,OX4 4DQ
Department for Transport,Department for Transport,08.11.2012,Building Service Cha,Business Transformation,AMEY COMMUNITY LTD,2000015862,227994.58,#,OX4 4DQ
Department for Transport,Department for Transport,08.11.2012,Services prov by OGD,Corporate Director's Officer,COMMUNITIES AND LOCAL GOVERNMENT,2000015863,24989.33,#,HP2 4XN
Department for Transport,Department for Transport,08.11.2012,Small Software,Business Transformation,THE PRESS ASSOCIATION LTD,2000015850,850.21,#,SW1V 1A
Department for Transport,Department for Transport,08.11.2012,Printing,Business Transformation,WILLIAMS LEA LIMITED,2000015857,533.6,#,NR3 1PD
Department for Transport,Department for Transport,08.11.2012,Printing,Business Transformation,WILLIAMS LEA LIMITED,2000015857,667,#,NR3 1PD
Department for Transport,Department for Transport,08.11.2012,Printing,Air Accident Investigation Branch,WILLIAMS LEA LIMITED,2000015857,5191,#,NR3 1PD
Department for Transport,Department for Transport,08.11.2012,Printing,Air Accident Investigation Branch,WILLIAMS LEA LIMITED,2000015857,2445.52,#,NR3 1PD
Department for Transport,Department for Transport,08.11.2012,Printing,Local,WILLIAMS LEA LIMITED,2000015857,533.6,#,NR3 1PD
Department for Transport,Department for Transport,08.11.2012,Printing,DASH,WILLIAMS LEA LIMITED,2000015857,3323.25,#,NR3 1PD
Department for Transport,Department for Transport,08.11.2012,Printing,DASH,WILLIAMS LEA LIMITED,2000015857,1082.25,#,NR3 1PD
Department for Transport,Department for Transport,08.11.2012,Printing,DASH,WILLIAMS LEA LIMITED,2000015857,904.5,#,NR3 1PD
Department for Transport,Department for Transport,08.11.2012,Legal Consultancy,Business Transformation,CRIPPS HARRIES HALL LLP,2000015855,2724,#,TN1 1EG
Department for Transport,Department for Transport,08.11.2012,Legal Consultancy,Business Transformation,CRIPPS HARRIES HALL LLP,2000015855,3909.6,#,TN1 1EG
Department for Transport,Department for Transport,08.11.2012,Legal Consultancy,Rail and Road Projects,FRESHFIELDS,2000015848,272322.42,#,EC4Y 1HS
Department for Transport,Department for Transport,08.11.2012,Legal Consultancy,Refran Prog Off,LINKLATERS,2000015837,292351.31,#,EC2Y 8HQ
Department for Transport,Department for Transport,08.11.2012,HR Consultancy,Group HR,SCT CONSULTANTS LTD,2000015856,6000,#,W8 5RL
Department for Transport,Department for Transport,08.11.2012,Prog&ProjMgmt Consul,DASH,RAIL SETTLEMENT PLAN,2000015841,84345.6,#,WC1N 1BY
Department for Transport,Department for Transport,08.11.2012,Prog&ProjMgmt Consul,Greener Transport & International,MOORHOUSE CONSULTING LIMITED,2000015852,43716,#,EC1N 2TD
Department for Transport,Department for Transport,08.11.2012,Publicity,Roads,FORSTER LAMOND LTD,2000015860,26451.22,#,SE1 1RU
Department for Transport,Department for Transport,08.11.2012,Research,Roads,ATKINS LTD (TRANSPORT PLANNING),2000015829,21885,#,WR5 1TX
Department for Transport,Department for Transport,08.11.2012,Research,Analysis/Science,HALCROW GROUP LTD,2000015834,55000,#,W6 7BY
Department for Transport,Department for Transport,08.11.2012,Traffic Survey & Cou,Roads,PARSONS BRINCKERHOFF LTD,2000015839,30311.44,#,NE4 7YQ
Department for Transport,Department for Transport,08.11.2012,Traffic Survey & Cou,Roads,PARSONS BRINCKERHOFF LTD,2000015839,16775,#,NE4 7YQ
Department for Transport,Department for Transport,08.11.2012,Traffic Survey & Cou,Roads,PARSONS BRINCKERHOFF LTD,2000015839,24579,#,NE4 7YQ
Department for Transport,Department for Transport,08.11.2012,Traffic Survey & Cou,Roads,PARSONS BRINCKERHOFF LTD,2000015839,30759,#,NE4 7YQ
Department for Transport,Department for Transport,08.11.2012,Support Services,Air Accident Investigation Branch,ITS TESTING SERVICES (UK) LTD,2000015835,900,#,RM20 3NL
Department for Transport,Department for Transport,08.11.2012,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000015847,3769.66,#,DL3 6XR
Department for Transport,Department for Transport,08.11.2012,Training,Greener Transport & International,CORINNE GAUTIER-CAPES,2000015854,766.5,#,SW19 2AY
Department for Transport,Department for Transport,08.11.2012,Training,MPL Director's Office,OXFORD UNIVERSITY,2000015838,7090,#,OX1 2XN
Department for Transport,Department for Transport,08.11.2012,Curr Grt Other CG Bo,Business Transformation,BRB (RESIDUARY) LTD,2000015790,5250000,BRBR - Working Capital Loan,WC2B 4AN
Department for Transport,Department for Transport,09.11.2012,Agency Staff Costs,Local,SPRING TECHNOLOGY LTD ALSO T/A,2000015972,629.88,#,B37 7YE
Department for Transport,Department for Transport,09.11.2012,Agency Staff Costs,Local,SPRING TECHNOLOGY LTD ALSO T/A,2000015972,765.9,#,B37 7YE
Department for Transport,Department for Transport,09.11.2012,Agency Staff Costs,Rail,CAPITA RESOURCING LTD,2000015968,11777.69,#,DL1 9HN
Department for Transport,Department for Transport,09.11.2012,Secondments,Strategy,COMMUNITIES AND LOCAL GOVERNMENT,2000015955,1936.66,#,HP2 4XN
Department for Transport,Department for Transport,09.11.2012,Travel Exp Overseas,Centrally held prog,CAPITA BUSINESS TRAVEL,2000015967,29089.02,Capita - AAIB Offline (ISE) - Oct 12,DE21 6BF
Department for Transport,Department for Transport,09.11.2012,Travel Exp Overseas,Centrally held prog,CAPITA BUSINESS TRAVEL,2000015967,46197.82,Capita - AAIB Offline (ISE) - Oct 12,DE21 6BF
Department for Transport,Department for Transport,09.11.2012,Computer equipment,Air Accident Investigation Branch,UNITY AV LTD,2000015974,1869.6,UNITY JRF OFFICE MONITOR AND INSTALATION,RG17 0QU
Department for Transport,Department for Transport,09.11.2012,Computer Consumables,Transport Security - Security Compliance Division ,SUPPLIES TEAM,2000015959,638.13,#,S9 1XU
Department for Transport,Department for Transport,09.11.2012,Computer Consumables,Refran Prog Off,SUPPLIES TEAM,2000015959,224.8,Black Toner CE270A,S9 1XU
Department for Transport,Department for Transport,09.11.2012,Computer Consumables,Refran Prog Off,SUPPLIES TEAM,2000015959,339.85,Cyan Toner CE271A,S9 1XU
Department for Transport,Department for Transport,09.11.2012,Computer Consumables,Refran Prog Off,SUPPLIES TEAM,2000015959,328.85,Magaenta Toner CE273A,S9 1XU
Department for Transport,Department for Transport,09.11.2012,Computer Consumables,Refran Prog Off,SUPPLIES TEAM,2000015959,331.45,Yellow Toner CE272A,S9 1XU
Department for Transport,Department for Transport,09.11.2012,Non Stock Machine Co,Rail,SUPPLIES TEAM,2000015959,865.54,536-9794 HP LASERJET CE255A TONER CART B,S9 1XU
Department for Transport,Department for Transport,09.11.2012,DVO Payments,Managing Director Motoring Services,DRIVER & VEHICLE LICENSING AGENCY,2000015956,1282752.38,#,SA6 7JL
Department for Transport,Department for Transport,09.11.2012,Mobile Phone charges,Group Finance,VODAFONE LTD,2000015965,4909.32,Vodafone - CR DOM for 211mobiles,RG14 5FF
Department for Transport,Department for Transport,09.11.2012,Treasury Solicitors,General Counsel's Office,TREASURY SOLICITOR,2000015954,24693.02,#,WC2B 4TS
Department for Transport,Department for Transport,09.11.2012,Legal Consultancy,Refran Prog Off,,2000015957,23100,#,
Department for Transport,Department for Transport,09.11.2012,Legal Consultancy,Refran Prog Off,,2000015975,6980,#,
Department for Transport,Department for Transport,09.11.2012,Legal Consultancy,Refran Prog Off,,2000015976,30341.64,#,
Department for Transport,Department for Transport,09.11.2012,HR Consultancy,Group HR,EMPLOYEE ADVISORY RESOURCE LTD,2000015962,1074.25,#,W4 5YB
Department for Transport,Department for Transport,09.11.2012,Support Services,Aviation,MINISTRY OF DEFENCE,2000015970,552222.83,#,L2 3YL
Department for Transport,Department for Transport,09.11.2012,Support Services,General Counsel's Office,TREASURY SOLICITOR,2000015954,209.71,#,WC2B 4TS
Department for Transport,Department for Transport,09.11.2012,Support Services,Group Finance,RAILWAYS PENSION MANAGEMENT LT,2000015971,130093,#,DL3 6EH
Department for Transport,Department for Transport,09.11.2012,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000015961,3913.56,Barclays - DfT/MPL - Nov12,NN4 7SG
Department for Transport,Department for Transport,09.11.2012,Training,Transport Security - Security Compliance Division ,G4S SECURE SOLUTIONS UK,2000015963,2340,#,SM1 4LD
Department for Transport,Department for Transport,09.11.2012,CurrGrtPriSec-P&NPIS,Local,MOTOR CYCLE INDUSTRY,2000015981,20000,Motor Cycle Industry Payment 2012-13,CV5 9AB
Department for Transport,Department for Transport,09.11.2012,CurrGrtPriSec-P&NPIS,Greener Transport & International,ENERGY SAVING TRUST,2000015966,226733.5,EST Oct #226k,SW1H 9BP
Department for Transport,Department for Transport,12.11.2012,Agency Staff Costs,Commercial & Technical Services,,2000016068,5310,#,
Department for Transport,Department for Transport,12.11.2012,Agency Staff Costs,Rail Commercial Contracts,MORGAN HUNT UK LTD,2000016067,3244.8,#,EC4M 7EG
Department for Transport,Department for Transport,12.11.2012,Agency Staff Costs,Managing Director Motoring Services,NETWORKERS INTERNATIONAL (UK) PLC,2000016072,3939.6,#,BR1 1HP
Department for Transport,Department for Transport,12.11.2012,Electricity,Air Accident Investigation Branch,HARVEST ENERGY,2000016077,2572.64,#,W1G 0PU
Department for Transport,Department for Transport,12.11.2012,Contract Cleaning,Rail Accident Investigation Branch,OFFICE CARE LTD,2000016080,1279.75,#,DE24 8AN
Department for Transport,Department for Transport,12.11.2012,Recruitment,Group HR,HM REVENUE & CUSTOMS,2000016061,4000,#,BN12 4XH
Department for Transport,Department for Transport,12.11.2012,IT Ser Running Costs,Business Transformation,SPECIALIST COMPUTER CENTRES PLC,2000016073,3678,#,B11 2LE
Department for Transport,Department for Transport,12.11.2012,Small Software,Roads,CREATIVE CHOICE CIC,2000016082,36535.2,#,SW1H 0DJ
Department for Transport,Department for Transport,12.11.2012,Non Stock Machine Co,Business Transformation,SUPPLIES TEAM,2000016063,62.29,491-1281 OKI MC860 LASER TONER 9.5K BLAC,S9 1XU
Department for Transport,Department for Transport,12.11.2012,Non Stock Machine Co,Business Transformation,SUPPLIES TEAM,2000016063,131.68,491-1292 OKI MC860 LASER TONER 10K CYAN,S9 1XU
Department for Transport,Department for Transport,12.11.2012,Non Stock Machine Co,Business Transformation,SUPPLIES TEAM,2000016063,131.68,491-1376 OKI MC860 LASER TONER 10K magen,S9 1XU
