Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,Department for Transport,04/04/2013,Contract Cleaning,Rail Accident Investigation Branch,OFFICE CARE LTD,2000000266,1279.75,#,DE24 8AN
Department for Transport,Department for Transport,04/04/2013,Curr Grt Other CG Bo,Rail,TECHNOLOGY STRATEGY BOARD,2000000261,100000,Transport Systems Catapult (Technology & Innovation Centre),SN2 1JF
Department for Transport,Department for Transport,04/04/2013,CurrGrtOth to NDPBs,Group Finance,CTRL SECTION 1 FINANCE PLC,2000000264,27624079.37,CTRL Payment April 2013,NW1 1AY
Department for Transport,Department for Transport,04/04/2013,Data Supply - TD,Transport Direct and Travel information,BASEMAP LIMITED,2000000270,780,#,GU2 7YG
Department for Transport,Department for Transport,04/04/2013,Data Supply - TD,Transport Direct and Travel information,INRIX MEDIA LTD,2000000259,18499.2,#,WA14 1EP
Department for Transport,Department for Transport,04/04/2013,Data Supply - TD,Transport Direct and Travel information,OAG WORLDWIDE LTD,2000000247,2200.74,#,LU1 3LU
Department for Transport,Department for Transport,04/04/2013,Eurotunnel Admin Pay,Rail Commercial Contracts,EUROTUNNEL,2000000205,4718396.64,#,CT18 8XY
Department for Transport,Department for Transport,04/04/2013,Eurotunnel Admin Pay,Rail Commercial Contracts,EUROTUNNEL (EURO PAYMENTS),2000000206,5274402.04,#,CT18 8X
Department for Transport,Department for Transport,04/04/2013,Financial Consultanc,Refran Prog Off,PRICEWATERHOUSECOOPERS LLP,2000000249,93600,#,E14 9SQ
Department for Transport,Department for Transport,04/04/2013,IT Consultancy,Rail,CAPITA SYMONDS LTD,2000000234,144000,#,CA6 4SJ
Department for Transport,Department for Transport,04/04/2013,IT Consultancy,Rail,CAPITA SYMONDS LTD,2000000234,55854,#,CA6 4SJ
Department for Transport,Department for Transport,04/04/2013,IT Equip Cap Cost,Commercial and Technical Services Research,EQUANET,2000000237,2187.12,"22"" LED Screens",BL9 7BJ
Department for Transport,Department for Transport,04/04/2013,IT Ser Running Costs,Air Accident Investigation Branch,LA INTERNATIONAL COMPUTER,2000000242,3090,#,ST1 5UB
Department for Transport,Department for Transport,04/04/2013,IT Ser Running Costs,Marine Accident Investigation Branch,LA INTERNATIONAL COMPUTER,2000000242,3090,#,ST1 5UB
Department for Transport,Department for Transport,04/04/2013,IT Ser Running Costs,Rail Accident Investigation Branch,LA INTERNATIONAL COMPUTER,2000000242,6180,#,ST1 5UB
Department for Transport,Department for Transport,04/04/2013,IT Ser Running Costs,Greener Transport & International,ATKINS LTD (TRANSPORT PLANNING),2000000232,6712.8,#,WR5 1TX
Department for Transport,Department for Transport,04/04/2013,IT Ser Running Costs,Greener Transport & International,ATKINS LTD (TRANSPORT PLANNING),2000000232,2130,#,WR5 1TX
Department for Transport,Department for Transport,04/04/2013,Manual Handling Equi,Rail Accident Investigation Branch,RS COMPONENTS (UK) LTD,2000000251,1744.21,#,NN17 1UB
Department for Transport,Department for Transport,04/04/2013,Other Sprs - Ptoc,Rail Commercial Contracts,OLYMPIC DELIVERY AUTHORITY,2000000274,99798,#,E14 5LN
Department for Transport,Department for Transport,04/04/2013,Other Sprs - Ptoc,Rail Commercial Contracts,ABELLIO TRANSPORT HOLDINGS LTD,2000000203,2966000,#,EC1N 6RY
Department for Transport,Department for Transport,04/04/2013,Other Sprs - Ptoc,Rail Commercial Contracts,FIRST RAIL HOLDINGS LIMITED,2000000204,8042000,#,W1 1FG
Department for Transport,Department for Transport,04/04/2013,Printing,Air Accident Investigation Branch,WILLIAMS LEA LIMITED,2000000269,1872.39,#,NR3 1PD
Department for Transport,Department for Transport,04/04/2013,Printing,Business Transformation,WILLIAMS LEA LIMITED,2000000269,6441.25,#,NR3 1PD
Department for Transport,Department for Transport,04/04/2013,Printing,Roads,WILLIAMS LEA LIMITED,2000000269,1184.08,#,NR3 1PD
Department for Transport,Department for Transport,04/04/2013,Printing,Roads,WILLIAMS LEA LIMITED,2000000269,1761.3,#,NR3 1PD
Department for Transport,Department for Transport,04/04/2013,Printing,Roads,WILLIAMS LEA LIMITED,2000000269,2030,#,NR3 1PD
Department for Transport,Department for Transport,04/04/2013,Printing,Roads,WILLIAMS LEA LIMITED,2000000269,2459.86,#,NR3 1PD
Department for Transport,Department for Transport,04/04/2013,Printing,DASH,WILLIAMS LEA LIMITED,2000000269,10878.57,#,NR3 1PD
Department for Transport,Department for Transport,04/04/2013,Property Maintenance,Air Accident Investigation Branch,INTERSERVE,2000000268,28862.39,#,BS32 4NH
Department for Transport,Department for Transport,04/04/2013,Publicity,Roads,FORSTER LAMOND LTD,2000000271,549.17,#,SE1 1RU
Department for Transport,Department for Transport,04/04/2013,Publicity,Roads,FORSTER LAMOND LTD,2000000271,28778.55,#,SE1 1RU
Department for Transport,Department for Transport,04/04/2013,Publicity,Transport Security Strategy,INTOUCHUK.COM LTD,2000000240,836.47,#,SW19 2RR
Department for Transport,Department for Transport,04/04/2013,Research,Greener Transport & International,NETFUNDI LTD,2000000246,586,#,LA1 1SQ
Department for Transport,Department for Transport,04/04/2013,Research,Local,AECOM LIMITED,2000000238,17830,#,WA14 4DZ
Department for Transport,Department for Transport,04/04/2013,Research,Roads,POPULUS LIMITED,2000000275,37440,#,EC1V 0AT
Department for Transport,Department for Transport,04/04/2013,Research,Analysis/Science,HALCROW GROUP LTD,2000000239,20000,#,W6 7BY
Department for Transport,Department for Transport,04/04/2013,Security,Air Accident Investigation Branch,INTERSERVE,2000000268,2218.46,#,BS32 4NH
Department for Transport,Department for Transport,04/04/2013,Services prov by OGD,Transport Security Strategy,FCO SERVICES,2000000277,35865.6,#,MK19 7BH
Department for Transport,Department for Transport,04/04/2013,Services prov by OGD,Transport Security Strategy,FCO SERVICES,2000000277,16618.8,#,MK19 7BH
Department for Transport,Department for Transport,04/04/2013,Small Software,Business Transformation,ORACLE CORPORATION UK LTD,2000000248,2403.54,#,RG6 1RA
Department for Transport,Department for Transport,04/04/2013,Storage & Distributi,Marine Accident Investigation Branch,CAMBERTOWN LIMITED,2000000263,4176.78,#,S63 9BL
Department for Transport,Department for Transport,04/04/2013,Support Services,Business Transformation,CABINET OFFICE,2000000276,675,#,CF14 3UW
Department for Transport,Department for Transport,04/04/2013,Support Services,Aviation,CIVIL AVIATION AUTHORITY,2000000235,16250,#,RH10 0YR
Department for Transport,Department for Transport,04/04/2013,Support Services,Aviation,CIVIL AVIATION AUTHORITY,2000000235,65000,#,RH10 0YR
Department for Transport,Department for Transport,04/04/2013,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000000257,961.09,#,DL3 6XR
Department for Transport,Department for Transport,04/04/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000000252,648.34,#,BS24 9BP
Department for Transport,Department for Transport,04/04/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000000252,5049,#,BS24 9BP
Department for Transport,Department for Transport,04/04/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000000252,2760,#,BS24 9BP
Department for Transport,Department for Transport,04/04/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000000252,4455,#,BS24 9BP
Department for Transport,Department for Transport,04/04/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000000252,3241.67,#,BS24 9BP
Department for Transport,Department for Transport,04/04/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000000252,3448.5,#,BS24 9BP
Department for Transport,Department for Transport,04/04/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000000252,3205.5,#,BS24 9BP
Department for Transport,Department for Transport,04/04/2013,Training,Analysis/Science,IIR LTD,2000000265,1994.85,#,CO3 3LP
Department for Transport,Department for Transport,04/04/2013,Training,Analysis/Science,IIR LTD,2000000265,2655.15,#,CO3 3LP
Department for Transport,Department for Transport,04/04/2013,Training,Strategy,EML LEARNING LTD,2000000273,650,#,SG5 2DJ
Department for Transport,Department for Transport,04/04/2013,Transport  Consult,Analysis/Science,#,2000000272,2000,#,#
Department for Transport,Department for Transport,04/04/2013,Transport  Consult,DASH,PRICEWATERHOUSECOOPERS LLP,2000000249,196095.6,#,E14 9SQ
Department for Transport,Department for Transport,04/04/2013,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000000236,-5453.2,CLYDE - CREDIT FOR INV 1118710,G51 1HJ
Department for Transport,Department for Transport,04/04/2013,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000000236,-3229.6,CREDIT FOR INVOICE 1117267,G51 1HJ
Department for Transport,Department for Transport,04/04/2013,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000000236,6221.2,CLYDE - VARIOUS - MARCH 28 2013,G51 1HJ
Department for Transport,Department for Transport,04/04/2013,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000000236,4625.2,CLYDE - VARIOUS - MARCH 30TH 2013,G51 1HJ
Department for Transport,Department for Transport,04/04/2013,transaction charges,finance, Streamline,80327,1242.6,GPC transaction charges, ME16 8RJ
Department for Transport,Department for Transport,04/04/2013,stationery,facilities, Supplies Team,80324,3691.2,stationery, S9 1XU
Department for Transport,Department for Transport,05/04/2013,Agency Staff Costs,Business Transformation,MICHAEL PAGE INTERNATIONAL,2000000349,3000,#,SL1 3SA
Department for Transport,Department for Transport,05/04/2013,Agency Staff Costs,Business Transformation,MICHAEL PAGE INTERNATIONAL,2000000349,2927.82,#,SL1 3SA
Department for Transport,Department for Transport,05/04/2013,Agency Staff Costs,Rail,CAPITA RESOURCING LTD,2000000350,17952,#,DL1 9HN
Department for Transport,Department for Transport,05/04/2013,Air Travel,Air Accident Investigation Branch,REDFERN TRAVEL LTD,2000000351,3851.05,#,BD1 3AZ
Department for Transport,Department for Transport,05/04/2013,Eurocontrol Contr,Aviation,EUROCONTROL,2000000336,10140179.3,"11,990,184.50 Euro Payment",1130
Department for Transport,Department for Transport,05/04/2013,Hotel&Accom Costs,Air Accident Investigation Branch,REDFERN TRAVEL LTD,2000000351,1832.18,#,BD1 3AZ
Department for Transport,Department for Transport,05/04/2013,Hotel&Accom Costs,Marine Accident Investigation Branch,REDFERN TRAVEL LTD,2000000351,2913.94,REDFERN - MAIB - MARCH 2013,BD1 3AZ
Department for Transport,Department for Transport,05/04/2013,IT Consultancy,Rail,AMOR BUSINESS TECHNOLOGY,2000000359,6300,#,PA4 9LH
Department for Transport,Department for Transport,05/04/2013,IT Ser Running Costs,Rail Accident Investigation Branch,EPIC PERFORMANCE IMPROVEMENT LTD,2000000343,3600,#,BN1 1NH
Department for Transport,Department for Transport,05/04/2013,Legal Consultancy,DASH,WINCKWORTH SHERWOOD,2000000348,117636.42,#,SE1 9BB
Department for Transport,Department for Transport,05/04/2013,Non Stock Machine Co,Marine Accident Investigation Branch,SUPPLIES TEAM,2000000337,37.2,275-3985 VERBATIM DVD+R 16X 100PK,S9 1XU
Department for Transport,Department for Transport,05/04/2013,Non Stock Machine Co,Marine Accident Investigation Branch,SUPPLIES TEAM,2000000337,28.62,43309 VERBATIM CD-R 80MIN 700MB SPINDLE,S9 1XU
Department for Transport,Department for Transport,05/04/2013,Non Stock Machine Co,Marine Accident Investigation Branch,SUPPLIES TEAM,2000000337,23.16,5161853 FELLOWES SLIM CD JWL CASE CLR PK,S9 1XU
Department for Transport,Department for Transport,05/04/2013,Non Stock Machine Co,Marine Accident Investigation Branch,SUPPLIES TEAM,2000000337,432.77,536-9794 HP LASERJET CE255A TONER CART B,S9 1XU
Department for Transport,Department for Transport,05/04/2013,Non Stock Machine Co,Marine Accident Investigation Branch,SUPPLIES TEAM,2000000337,25.08,5847650 IMATION DVD-R 16X 4.7GB SPNDLE 5,S9 1XU
Department for Transport,Department for Transport,05/04/2013,Non Stock Machine Co,Refran Prog Off,SUPPLIES TEAM,2000000337,633.35,#,S9 1XU
Department for Transport,Department for Transport,05/04/2013,Other Travel Costs,Air Accident Investigation Branch,REDFERN TRAVEL LTD,2000000351,64.22,#,BD1 3AZ
Department for Transport,Department for Transport,05/04/2013,Postage,Business Transformation,ROYAL MAIL,2000000346,1136.99,#,PE4 5PG
Department for Transport,Department for Transport,05/04/2013,Postage,Business Transformation,ROYAL MAIL,2000000346,4231.38,#,PE4 5PG
Department for Transport,Department for Transport,05/04/2013,Postage,Business Transformation,ROYAL MAIL,2000000346,8168.09,#,PE4 5PG
Department for Transport,Department for Transport,05/04/2013,Printing,Roads,WILLIAMS LEA LIMITED,2000000355,20599.23,#,NR3 1PD
Department for Transport,Department for Transport,05/04/2013,Printing,Roads,WILLIAMS LEA LIMITED,2000000355,2927.5,#,NR3 1PD
Department for Transport,Department for Transport,05/04/2013,Publicity,Roads,FORSTER LAMOND LTD,2000000358,30195.75,#,SE1 1RU
Department for Transport,Department for Transport,05/04/2013,Rail Travel,Air Accident Investigation Branch,REDFERN TRAVEL LTD,2000000351,927.09,#,BD1 3AZ
Department for Transport,Department for Transport,05/04/2013,RBSGen Fund Auto out,Auto Posting PCA for Banking & Payroll,EUROSTAR (UK) LTD,100001715,-7052606.74,Journal to correct mis posting in P1 to vendor,SE1 8SE
Department for Transport,Department for Transport,05/04/2013,RBSGen Fund Auto out,Auto Posting PCA for Banking & Payroll,EUROSTAR (UK) LTD,100001715,7052606.74,Journal to correct mis posting in P1 to vendor,SE1 8SE
Department for Transport,Department for Transport,05/04/2013,Room Hire,MPL Director's Office,CENTRAL HALL WESTMINSTER LTD,2000000341,7286.4,#,SW1H 9NH
Department for Transport,Department for Transport,05/04/2013,Small Software,Roads,ROAD SAFETY ANALYSIS LIMITED,2000000352,2400,#,OX17 1JA
Department for Transport,Department for Transport,05/04/2013,Support Services,Aviation,BRISTOL INTERNATIONAL AIRPORT,2000000339,29632.8,#,BS48 3DY
Department for Transport,Department for Transport,05/04/2013,Transport  Consult,Rail,ATKINS LTD (TRANSPORT PLANNING),2000000338,31653.57,#,WR5 1TX
Department for Transport,Department for Transport,05/04/2013,Transport  Consult,Aviation,FRAZER-NASH CONSULTANCY LTD,2000000357,7095,#,RH4 1HJ
Department for Transport,Department for Transport,05/04/2013,Transport  Consult,Maritime,FRAZER-NASH CONSULTANCY LTD,2000000357,4485.79,#,RH4 1HJ
Department for Transport,Department for Transport,05/04/2013,Travel Booking Costs,Air Accident Investigation Branch,REDFERN TRAVEL LTD,2000000351,72.33,#,BD1 3AZ
Department for Transport,Department for Transport,05/04/2013,Travel Booking Costs,Marine Accident Investigation Branch,REDFERN TRAVEL LTD,2000000351,44.32,REDFERN - MAIB - MARCH 2013,BD1 3AZ
Department for Transport,Department for Transport,08/04/2013,Agency Staff Costs,Group HR,HAYS PERSONNEL SERVICE LTD,2000000441,4154.1,#,KT3 4JQ
Department for Transport,Department for Transport,08/04/2013,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000000442,2719.38,#,BN11 2BW
Department for Transport,Department for Transport,08/04/2013,Car Hire and Leasing,Rail Accident Investigation Branch,VOLKSWAGON FINANCIAL SERVICES,2000000449,3478.56,#,MK14 5LR
Department for Transport,Department for Transport,08/04/2013,Computer equipment,Business Transformation,SPECIALIST COMPUTER CENTRES PLC,2000000446,1023.16,#,B11 2LE
Department for Transport,Department for Transport,08/04/2013,CurrGrtOth to NDPBs,DASH,CHILTERN RAILWAY,2000000448,21143.89,Payment for SEFT station surveys,HP20 2RX
Department for Transport,Department for Transport,08/04/2013,CurrGrtPriSec-P&NPIS,Local,RICABILITY,2000000447,15000,RICABILITY Research payment 2012-13,N1 7EU
Department for Transport,Department for Transport,08/04/2013,CurrGrtPriSec-P&NPIS,DASH,RICARDO - AEA LIMITED,2000000455,44000,NCEC Q4,OX11 0PQ
