Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code
Department for Transport,Department for Transport,05/03/2014,Car Tax & Insurance,Motoring Services,LEX AUTOLEASE LTD,2000026098,787.5,#,BL9 8RT
Department for Transport,Department for Transport,05/03/2014,Computer Consumables,Motoring Services,XMA LIMITED GOSC,2000026145,1061.64,CB390A HP LaserJet CM6030 /CM6030f /CM60,NG11 7EP
Department for Transport,Department for Transport,05/03/2014,Computer Consumables,Marine Accident Investigation Branch,XMA LIMITED GOSC,2000026145,610.08,CE255X HP LaserJet Ent 500 Colour M525dn,NG11 7EP
Department for Transport,Department for Transport,05/03/2014,Computer equipment,Motoring Services,SPECIALIST COMPUTER CENTRES PLC,2000026135,798.34,Replacement  of 2 San Hard Disks,B11 2LE
Department for Transport,Department for Transport,05/03/2014,Computer equipment,Motoring Services,Not assigned,100030889,3805.33,#,#
Department for Transport,Department for Transport,05/03/2014,Computer equipment,Motoring Services,Not assigned,100030889,3805.32,#,#
Department for Transport,Department for Transport,05/03/2014,Computer equipment,Motoring Services,Not assigned,100030889,3805.33,#,#
Department for Transport,Department for Transport,05/03/2014,Computer equipment,Motoring Services,Not assigned,100030889,3805.33,#,#
Department for Transport,Department for Transport,05/03/2014,Computer equipment,Motoring Services,Not assigned,100030889,3805.32,#,#
Department for Transport,Department for Transport,05/03/2014,Computer equipment,Motoring Services,Not assigned,100030889,3805.33,#,#
Department for Transport,Department for Transport,05/03/2014,Data Supply - TD,Transport Direct&Travel,LANDMARK INFORMATION GROUP LTD,2000026112,8629.5,#,EX2 7HY
Department for Transport,Department for Transport,05/03/2014,Data Supply - TD,Transport Direct&Travel,LANDMARK INFORMATION GROUP LTD,2000026112,15050.6,#,EX2 7HY
Department for Transport,Department for Transport,05/03/2014,Eurotunnel Admin Pay,Rail Commercial & Programme Office,EUROTUNNEL (EURO PAYMENTS),2000026060,5619557.26,#,CT18 8X
Department for Transport,Department for Transport,05/03/2014,EuroTunnel Clause 27,Rail Commercial & Programme Office,EUROTUNNEL,2000026061,5183635.53,#,CT18 8XY
Department for Transport,Department for Transport,05/03/2014,Gas,Rail Accident Investigation Branch,Not assigned,100031062,-663.06,#,#
Department for Transport,Department for Transport,05/03/2014,IT Equip Cap Cost,Motoring Services,Probrand Ltd,2000026102,6,Delivery,B1 3BP
Department for Transport,Department for Transport,05/03/2014,IT Equip Cap Cost,Motoring Services,Probrand Ltd,2000026102,5753.28,GW2265HM Displays,B1 3BP
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Transport Direct&Travel,Not assigned,100030931,-10362.6,#,#
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Transport Direct&Travel,Not assigned,100030931,9157.16,#,#
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Transport Direct&Travel,Not assigned,100031012,2353.52,#,#
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Transport Direct&Travel,Not assigned,100031195,148564.8,#,#
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Rail Commercial & Programme Office,Not assigned,100031494,34476.31,#,#
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Rail Commercial & Programme Office,Not assigned,100031494,34476.32,#,#
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,"Energy, Technology and International",SELEX ES LTD,2000026141,2298.24,#,BS16 1EJ
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Aviation,CACI INFORMATION SOLUTIONS LTD,100030842,7801.92,#,W14 8TS
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Aviation,CACI INFORMATION SOLUTIONS LTD,100030842,-7801.92,#,W14 8TS
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Aviation,CACI INFORMATION SOLUTIONS LTD,2000026107,4788,#,W14 8TS
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Aviation,CACI INFORMATION SOLUTIONS LTD,2000026107,17323.06,#,W14 8TS
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Aviation,CACI INFORMATION SOLUTIONS LTD,2000026107,2338.56,#,W14 8TS
Department for Transport,Department for Transport,05/03/2014,IT Ser Running Costs,Aviation,CACI INFORMATION SOLUTIONS LTD,2000026107,7801.92,#,W14 8TS
Department for Transport,Department for Transport,05/03/2014,Legal Consultancy,Rail Franchising,DLA PIPER UK LLP,2000026110,9212.64,#,M2 3DL
Department for Transport,Department for Transport,05/03/2014,Legal Consultancy,"Policy, Legislation and Funding",Not assigned,100031428,5973.84,#,#
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000026117,8900,#,BS24 9BP
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000026117,6060,#,BS24 9BP
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000026117,480,#,BS24 9BP
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000026117,3000,#,BS24 9BP
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000026117,1975,#,BS24 9BP
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000026117,2460,#,BS24 9BP
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000026117,2990,#,BS24 9BP
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000026117,4715,#,BS24 9BP
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000026117,1925,#,BS24 9BP
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000026117,1525,#,BS24 9BP
Department for Transport,Department for Transport,05/03/2014,Maintenance Other,Motoring Services,ARVAL PHH,2000026101,7311.53,#,SN5 6PE
Department for Transport,Department for Transport,05/03/2014,Management Consultan,Major Projects & Growth,Not assigned,100030902,-85532.4,#,#
Department for Transport,Department for Transport,05/03/2014,Other Professional F,Motoring Services,Not assigned,100030887,-5107.65,#,#
Department for Transport,Department for Transport,05/03/2014,Other Professional F,Motoring Services,Not assigned,100030887,5591.25,#,#
Department for Transport,Department for Transport,05/03/2014,Printing,"Policy, Legislation and Funding",Not assigned,100031669,1192.82,#,#
Department for Transport,Department for Transport,05/03/2014,Publicity,Group Communication,Not assigned,100031069,15969.6,#,#
Department for Transport,Department for Transport,05/03/2014,Publicity,Group Communication,Not assigned,100031069,8895.02,#,#
Department for Transport,Department for Transport,05/03/2014,Publicity,Group Communication,Not assigned,100031140,64806.12,#,#
Department for Transport,Department for Transport,05/03/2014,Publicity,Group Communication,Not assigned,100031140,-23736.54,#,#
Department for Transport,Department for Transport,05/03/2014,Publicity,Aviation,Not assigned,100031083,7007.7,#,#
Department for Transport,Department for Transport,05/03/2014,Research,Aviation,CIVIL AVIATION AUTHORITY,2000026108,68568,#,RH10 0YR
Department for Transport,Department for Transport,05/03/2014,Research,"Motoring, Freight & London",TRL LTD,2000026099,15000,#,RG40 3GA
Department for Transport,Department for Transport,05/03/2014,Research,Local,NATIONAL CENTRE FOR SOCIAL RESEARCH,2000026113,122521,#,EC1V 0AX
Department for Transport,Department for Transport,05/03/2014,Research,Transport Security Strategy,Dept of Homeland Security (DHS),2000026154,316862,#,05495-5000
Department for Transport,Department for Transport,05/03/2014,Research,Rail Commercial & Programme Office,PARSONS BRINCKERHOFF LTD,2000026114,8294.5,#,NE4 7YQ
Department for Transport,Department for Transport,05/03/2014,Schedule 8 Fixed Per,Rail Commercial & Programme Office,ARRIVA TRAINS WALES,2000026132,124391.74,1412 Wk4 CP2SR - P1411 - ARRIVA TRAINS WALES LIMIT,CF10 5DJ
Department for Transport,Department for Transport,05/03/2014,Schedule 8 Fixed Per,Rail Commercial & Programme Office,ARRIVA TRAINS WALES,2000026132,-26037.41,1412 Wk4 RTMRE - P1411 - ARRIVA TRAINS WALES LIMIT,CF10 5DJ
Department for Transport,Department for Transport,05/03/2014,Schedule 8 Fixed Per,Rail Commercial & Programme Office,ARRIVA TRAINS WALES,2000026132,62319.77,1412 Wk4 TS8A - P1411 - ARRIVA TRAINS WALES LIMITE,CF10 5DJ
Department for Transport,Department for Transport,05/03/2014,Services prov by OGD,Transport Security Strategy,DEFENCE BUSINESS SERVICES,2000026142,2772.91,#,YO10 4AS
Department for Transport,Department for Transport,05/03/2014,Small Software,Environment & International Transport Analysis,Not assigned,100030906,-4108.84,#,#
Department for Transport,Department for Transport,05/03/2014,Small Software,Local,Not assigned,100031074,-900,#,#
Department for Transport,Department for Transport,05/03/2014,Small Software,Group Finance,Not assigned,100031100,-5476,#,#
Department for Transport,Department for Transport,05/03/2014,Software Lic Cap,Transport Direct&Travel,Not assigned,100031479,13447.2,#,#
Department for Transport,Department for Transport,05/03/2014,Software Lic Cap,Aviation,CACI INFORMATION SOLUTIONS LTD,2000026107,600,#,W14 8TS
Department for Transport,Department for Transport,05/03/2014,Support Services,Air Accident Investigation Branch,DFT ONE TIME VENDOR,2000026152,6879.24,Business requirement for Investigation purposes,SW1P 4DR
Department for Transport,Department for Transport,05/03/2014,Support Services,"Motoring, Freight & London",Environmental Scientifics Group,2000026100,3348,#,OX9 3SZ
Department for Transport,Department for Transport,05/03/2014,Support Services,"Motoring, Freight & London",Environmental Scientifics Group,2000026100,3422.4,#,OX9 3SZ
Department for Transport,Department for Transport,05/03/2014,Support Services,General Counsel's Office,Thompsons Solicitors,2000026148,66165,#,HA1 3AP
Department for Transport,Department for Transport,05/03/2014,Support Services,General Counsel's Office,Webbers Specialist,2000026149,76063.6,#,W4 4PH
Department for Transport,Department for Transport,05/03/2014,Training,Group Human Resource,MYCSP LTD,2000026143,6000,#,SK3 0XN
Department for Transport,Department for Transport,05/03/2014,Training,Transport Direct&Travel,Thresholds,2000026118,1500,#,BS5 9AY
Department for Transport,Department for Transport,05/03/2014,Transport  Consult,Group Procurement & Estate,Not assigned,100030999,26040,#,#
Department for Transport,Department for Transport,05/03/2014,Transport  Consult,Aviation,ATKINS LTD (TRANSPORT PLANNING),2000026103,7549.13,#,WR5 1TX
Department for Transport,Department for Transport,05/03/2014,Transport  Consult,Rail Franchising,PRICEWATERHOUSECOOPERS LLP,2000026115,7002,#,E14 9SQ
Department for Transport,Department for Transport,05/03/2014,Transport  Consult,Environment & International Transport Analysis,Not assigned,100030912,158.16,#,#
Department for Transport,Department for Transport,05/03/2014,Transport  Consult,Environment & International Transport Analysis,Not assigned,100030912,-19859.17,#,#
Department for Transport,Department for Transport,05/03/2014,Transport  Consult,Environment & International Transport Analysis,Not assigned,100030912,16549.31,#,#
Department for Transport,Department for Transport,05/03/2014,Transport  Consult,Environment & International Transport Analysis,Not assigned,100030913,-24410.88,#,#
Department for Transport,Department for Transport,05/03/2014,Transport  Consult,Environment & International Transport Analysis,Not assigned,100030913,20342.4,#,#
Department for Transport,Department for Transport,05/03/2014,Transport  Consult,Strategic Roads & Smart Ticketing,Not assigned,100031647,424276.33,#,#
Department for Transport,Department for Transport,05/03/2014,Transport Survey,Group Human Resource,Not assigned,100031017,-834,#,#
Department for Transport,Department for Transport,06/03/2014,Agency Staff Costs,Programme Office,BADENOCH & CLARK,2000026258,1755.66,#,EC4V 4BG
Department for Transport,Department for Transport,06/03/2014,Agency Staff Costs,Motoring Services,COMPUTACENTER (UK) LTD,2000026260,2166,#,AL10 9TW
Department for Transport,Department for Transport,06/03/2014,Agency Staff Costs,Rail Commercial & Programme Office,BADENOCH & CLARK,2000026258,1721.22,#,EC4V 4BG
Department for Transport,Department for Transport,06/03/2014,Agency Staff Costs,Rail Commercial & Programme Office,BADENOCH & CLARK,2000026258,1721.22,#,EC4V 4BG
Department for Transport,Department for Transport,06/03/2014,Agency Staff Costs,Rail Strategy & Funding,CAPITA RESOURCING LTD,2000026265,2415.6,#,DL1 9HN
Department for Transport,Department for Transport,06/03/2014,Agency Staff Costs,Rail Franchising,BADENOCH & CLARK,2000026258,4062,#,EC4V 4BG
Department for Transport,Department for Transport,06/03/2014,Agency Staff Costs,Rail Franchising,BADENOCH & CLARK,2000026258,3249.6,#,EC4V 4BG
Department for Transport,Department for Transport,06/03/2014,Agency Staff Costs,Rail Franchising,BADENOCH & CLARK,2000026258,3545.7,#,EC4V 4BG
Department for Transport,Department for Transport,06/03/2014,Agency Staff Costs,Rail Franchising,BADENOCH & CLARK,2000026258,3545.7,#,EC4V 4BG
Department for Transport,Department for Transport,06/03/2014,Audit Fees (cash),Group Finance,PRICEWATERHOUSECOOPERS LLP,2000026263,12330,#,E14 9SQ
Department for Transport,Department for Transport,06/03/2014,Cap Grt Loc Auth,Local,NOTTINGHAM CITY COUNCIL,2000026267,1486247,Green Bus Fund Local Authority payment,NG1 5NT
Department for Transport,Department for Transport,06/03/2014,Cap Grt Loc Auth,"Energy, Technology and International",CHEVROLET UK,2000026277,5000,PICG Feb DfT,LU1 3YT
Department for Transport,Department for Transport,06/03/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",CHEVROLET UK,2000026277,1498258.51,PICG Feb DfT,LU1 3YT
Department for Transport,Department for Transport,06/03/2014,Cars Maintenance,Motoring Services,ATS Euromaster Ltd,2000026256,4770.89,#,EN11 1HH
Department for Transport,Department for Transport,06/03/2014,IT Equip Cap Cost,Motoring Services,KELWAY LTD,2000026271,77155.76,#,SA1 8PL
Department for Transport,Department for Transport,06/03/2014,IT Ser Running Costs,Rail Franchising,QinetiQ Commerce Decisions Ltd,2000026266,172141.2,#,OX4 4GE
Department for Transport,Department for Transport,06/03/2014,Legal Consultancy,Rail Franchising,ADDLESHAW GODDARD LIMITED,2000026268,23970,#,M2 3AB
Department for Transport,Department for Transport,06/03/2014,Other Advertising,Local,PENNA COMMUNICATIONS,2000026269,1712.8,#,EC4M 7RD
Department for Transport,Department for Transport,06/03/2014,Other Advertising,Local,PENNA COMMUNICATIONS,2000026269,17076.79,#,EC4M 7RD
Department for Transport,Department for Transport,06/03/2014,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000026259,2869.29,Barclays DFT/ Rail Group Mar 2014,NN4 7SG
Department for Transport,Department for Transport,06/03/2014,Recruitment,Group Human Resource,HM REVENUE & CUSTOMS,2000026252,14519.4,#,BN12 4XH
Department for Transport,Department for Transport,06/03/2014,Recruitment,Group Human Resource,HM REVENUE & CUSTOMS,2000026252,32009.33,#,BN12 4XH
Department for Transport,Department for Transport,06/03/2014,Recruitment,Group Human Resource,HM REVENUE & CUSTOMS,2000026252,77542.03,#,BN12 4XH
Department for Transport,Department for Transport,06/03/2014,Recruitment,Group Human Resource,HM REVENUE & CUSTOMS,2000026252,7430.12,#,BN12 4XH
Department for Transport,Department for Transport,06/03/2014,Recruitment,Group Human Resource,HM REVENUE & CUSTOMS,2000026252,9282.77,#,BN12 4XH
Department for Transport,Department for Transport,06/03/2014,Recruitment,General Counsel's Office,TMP UK LTD,2000026255,3000,#,W1T 7RQ
Department for Transport,Department for Transport,06/03/2014,Rent - L&B (non-PFI),Rail Accident Investigation Branch,TRUSTEES OF MAJOR & BARNES LTD,2000026254,36600,Major & Barnes- 25/3/14 to 24/6/14],BS8 2BJ
Department for Transport,Department for Transport,06/03/2014,Research,Major Projects & Growth,OVE ARUP & PARTNERS,2000026262,16587.44,#,NE1 3PL
