Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,
Department for Transport,Department for Transport,03/04/2014,CurrGrt Las in AEF/A,Local,Lincolnshire County Council,2000000360,458500,LSTF Payments to LINCOLNSHIRE CC 2013-14 Q3,LN1 1DN,
Department for Transport,Department for Transport,03/04/2014,CurrGrtOth to NDPBs,Group Finance,CTRL SECTION 1 FINANCE PLC,2000000353,27878052.23,TAS/SFS/CTRL Section 1 Finance,NW1 1AY,
Department for Transport,Department for Transport,03/04/2014,CurrGrtPriSec-P&NPIS,"Motoring, Freight & London",BRAKE,2000000347,5243,4008429 BRAKE,HD1 2XZ,
Department for Transport,Department for Transport,03/04/2014,CurrGrtPriSec-P&NPIS,"Motoring, Freight & London",ROSPA ENTERPRISES LTD,2000000348,51213,4008597 ROSPA ENTERPRISES LTD,B15 1RP,
Department for Transport,Department for Transport,03/04/2014,Eurotunnel Admin Pay,Rail Commercial & Programme Office,EUROTUNNEL,2000000257,4831272.91,Opex & Usage Charges - March 14,CT18 8XY,
Department for Transport,Department for Transport,03/04/2014,Eurotunnel Admin Pay,Rail Commercial & Programme Office,EUROTUNNEL (EURO PAYMENTS),2000000256,5097090.08,"Opex & Usage Charges - March 14 (7,385,071.81Eur)",CT18 8X,
Department for Transport,Department for Transport,03/04/2014,Eurotunnel Admin Pay,Rail Commercial & Programme Office,SNCF Caisse Generale,2000000258,35058.69,SNCF Funds - March 14 GBP Exchange plus TVA,93633,
Department for Transport,Department for Transport,03/04/2014,Eurotunnel Admin Pay,Rail Commercial & Programme Office,SNCF TRESORERIE ENC RHT VFE,2000000259,10825.81,"SNCF Funds - March 14 - 13,057.09 Euro Exchange",75014,
Department for Transport,Department for Transport,03/04/2014,IT Equip Cap Cost,Motoring Services,KONICA MINOLTA BUS. SOLUTIONS  (UK),2000000328,2110.7,#,SS14 3AR,
Department for Transport,Department for Transport,03/04/2014,IT Equip Cap Cost,Motoring Services,KONICA MINOLTA BUS. SOLUTIONS  (UK),2000000328,2110.7,#,SS14 3AR,
Department for Transport,Department for Transport,03/04/2014,IT Ser Running Costs,Environment & International Transport Analysis,ELEMENT ENERGY LTD,2000000356,2940,#,CB1 2JD,
Department for Transport,Department for Transport,03/04/2014,Legal Consultancy,Major Projects & Growth,DLA PIPER UK LLP,2000000335,23269.44,#,M2 3DL,
Department for Transport,Department for Transport,03/04/2014,Legal Consultancy,Rail Franchising,DLA PIPER UK LLP,2000000335,9447.36,#,M2 3DL,
Department for Transport,Department for Transport,03/04/2014,Legal Consultancy,Rail Franchising,DLA PIPER UK LLP,2000000335,4630.08,#,M2 3DL,
Department for Transport,Department for Transport,03/04/2014,Legal Consultancy,Rail Franchising,Eversheds LLP,2000000354,111346.8,#,EC2V 7WS,
Department for Transport,Department for Transport,03/04/2014,Legal Consultancy,Rail Franchising,Eversheds LLP,2000000354,262813.8,#,EC2V 7WS,
Department for Transport,Department for Transport,03/04/2014,Mobile Phone charges,RTL DG's Office,VODAFONE LTD,2000000346,3160.94,Vodafone -Various March 2014   Acc 60423232442,RG14 5FF,
Department for Transport,Department for Transport,03/04/2014,Mobile Phone charges,RTL DG's Office,VODAFONE LTD,2000000346,12000.6,Vodafone Various Feb 2014,RG14 5FF,
Department for Transport,Department for Transport,03/04/2014,Mobile Phone charges,Centrally held prog-NATs,VODAFONE LTD,2000000346,9694.87,Vodafone -Various March 2014   Acc 604232362,RG14 5FF,
Department for Transport,Department for Transport,03/04/2014,Mobile Phone charges,Group Finance,T-MOBILE (UK) LTD,2000000341,762.83,T-MOBILE - A/C 43361515,AL10 9BW,
Department for Transport,Department for Transport,03/04/2014,Mobile Phone charges,Group Finance,VODAFONE LTD,2000000346,7339.35,Vodafone -Various March 2014   604232420,RG14 5FF,
Department for Transport,Department for Transport,03/04/2014,Recruitment,Group Human Resource,HM REVENUE & CUSTOMS,2000000321,6991.97,#,BN12 4XH,
Department for Transport,Department for Transport,03/04/2014,Recruitment,Group Human Resource,HM REVENUE & CUSTOMS,2000000321,8839.62,#,BN12 4XH,
Department for Transport,Department for Transport,03/04/2014,Recruitment,Group Human Resource,HM REVENUE & CUSTOMS,2000000321,1864.84,#,BN12 4XH,
Department for Transport,Department for Transport,03/04/2014,Recruitment,Group Human Resource,HM REVENUE & CUSTOMS,2000000321,1832.67,#,BN12 4XH,
Department for Transport,Department for Transport,03/04/2014,Recruitment,Group Human Resource,HM REVENUE & CUSTOMS,2000000321,1911.08,#,BN12 4XH,
Department for Transport,Department for Transport,03/04/2014,Recruitment,General Counsel's Office,TMP UK LTD,2000000329,3000,#,W1T 7RQ,
Department for Transport,Department for Transport,03/04/2014,Recruitment Fees,Rail Accident Investigation Branch,SHL Group Ltd,2000000363,792,#,KT7 0NE,
Department for Transport,Department for Transport,03/04/2014,Research,Aviation,CIVIL AVIATION AUTHORITY,2000000332,49336,#,RH10 0YR,
Department for Transport,Department for Transport,03/04/2014,Research,Local,Modeshift,2000000361,1080,#,ST16 9JN,
Department for Transport,Department for Transport,03/04/2014,Research,Strategic Roads & Smart Ticketing,OFFICE OF RAIL REGULATION,2000000322,24761.09,#,WC2B 4AN,
Department for Transport,Department for Transport,03/04/2014,Research,"Energy, Technology and International",LOUGHBOROUGH UNIVERSITY,2000000337,235033.49,#,LE11 3TU,
Department for Transport,Department for Transport,03/04/2014,Security,Group Human Resource,HM REVENUE & CUSTOMS,2000000321,2025,#,BN12 4XH,
Department for Transport,Department for Transport,03/04/2014,Services prov by OGD,"Motoring, Freight & London",DRIVING STANDARDS AGENCY,2000000320,623344.34,#,NG1 6LP,
Department for Transport,Department for Transport,03/04/2014,Services prov by OGD,Group Human Resource,CABINET OFFICE,2000000352,248349.6,#,CF14 3UW,
Department for Transport,Department for Transport,03/04/2014,Services prov by OGD,"Motoring, Freight & London",VEHICLE CERTIFICATION AGENCY,2000000343,11937.17,#,BS5 6XX,
Department for Transport,Department for Transport,03/04/2014,Software Lic Cap,Transport Direct&Travel,MENTZ DATENVERARBEITUNG GMBH,2000000323,51300,#,81675,
Department for Transport,Department for Transport,03/04/2014,Support Services,Aviation,CIVIL AVIATION AUTHORITY,2000000332,94111.35,#,RH10 0YR,
Department for Transport,Department for Transport,03/04/2014,Support Services,Aviation,CIVIL AVIATION AUTHORITY,2000000332,7310.25,#,RH10 0YR,
Department for Transport,Department for Transport,03/04/2014,Support Services,Strategic Roads & Smart Ticketing,HIGHWAYS AGENCY,2000000325,4078.31,#,B1 1RN,
Department for Transport,Department for Transport,03/04/2014,Support Services,Maritime,ENTERPRISE RENT-A-CAR,2000000355,556.06,#,TW20 8RX,
Department for Transport,Department for Transport,03/04/2014,Support Services,Aviation,DEPARTMENT FOR ENVIRONMENT,2000000334,9912,#,YO1 7PX,
Department for Transport,Department for Transport,03/04/2014,Support Services,"Policy, Legislation and Funding",HIGH SPEED TWO (HS2) LTD,2000000358,195347.81,#,SW1E 5DU,
Department for Transport,Department for Transport,03/04/2014,Training,Group Finance,ELIESHA TRAINING,2000000327,3844.2,#,NE4 7YB,
Department for Transport,Department for Transport,03/04/2014,Transport  Consult,Rail Commercial & Programme Office,TRANSPORT RESEARCH LABORATORY,2000000342,9081.47,#,RG40 3GA,
Department for Transport,Department for Transport,03/04/2014,Transport  Consult,Major Projects & Growth,PARSONS BRINCKERHOFF LTD,2000000339,10842.14,#,NE4 7YQ,
Department for Transport,Department for Transport,03/04/2014,Transport  Consult,Rail Franchising,ATKINS LTD (TRANSPORT PLANNING),2000000331,417496.39,#,WR5 1TX,
Department for Transport,Department for Transport,03/04/2014,Transport  Consult,Rail Franchising,ATKINS LTD (TRANSPORT PLANNING),2000000331,211837.31,#,WR5 1TX,
Department for Transport,Department for Transport,03/04/2014,Transport  Consult,Aviation,FRAZER-NASH CONSULTANCY LTD,2000000357,4008.29,#,RH4 1HJ,
Department for Transport,Department for Transport,03/04/2014,Transport  Consult,Rail Franchising,GRANT THORNTON UK LLP,2000000351,4416,#,NN4 7YE,
Department for Transport,Department for Transport,03/04/2014,Transport  Consult,Strategic Roads & Smart Ticketing,PA CONSULTING SERVICES LIMITED,2000000338,78204,#,SW1W 9SR,
Department for Transport,Department for Transport,04/04/2014,Agency Staff Costs,Local,BROOK STREET (UK) LIMITED,2000000441,555.89,#,AL1 4JB,
Department for Transport,Department for Transport,04/04/2014,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000000426,2719.38,#,BN11 2BW,
Department for Transport,Department for Transport,04/04/2014,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000000426,2719.38,#,BN11 2BW,
Department for Transport,Department for Transport,04/04/2014,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000000426,2719.38,#,BN11 2BW,
Department for Transport,Department for Transport,04/04/2014,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000000452,3240,#,SL1 3SA,
Department for Transport,Department for Transport,04/04/2014,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000000452,4494,#,SL1 3SA,
Department for Transport,Department for Transport,04/04/2014,Agency Staff Costs,Major Projects & Growth,SPRING TECHNOLOGY LTD  ALSO T/A,2000000455,1320,#,B37 7YE,
Department for Transport,Department for Transport,04/04/2014,Agency Staff Costs,Group Finance,SPRING TECHNOLOGY LTD  ALSO T/A,2000000455,1566.3,#,B37 7YE,
Department for Transport,Department for Transport,04/04/2014,Agency Staff Costs,Rail Franchising,MICHAEL PAGE INTERNATIONAL,2000000452,3333,#,SL1 3SA,
Department for Transport,Department for Transport,04/04/2014,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000000453,14040,#,SW19 3RU,
Department for Transport,Department for Transport,04/04/2014,Agents Fees,Motoring Services,DRIVER & VEHICLE LICENSING AGENCY,2000000431,4026.9,#,SA6 7JL,
Department for Transport,Department for Transport,04/04/2014,Building Service Cha,Group Procurement & Estate,Amey Community Ltd,2000000473,13521.48,#,OX4 4DQ,
Department for Transport,Department for Transport,04/04/2014,Building Service Cha,Group Procurement & Estate,Amey Community Ltd,2000000473,225358.01,#,OX4 4DQ,
Department for Transport,Department for Transport,04/04/2014,Cap Grt Loc Auth,Local,Lincolnshire County Council,2000000471,235500,LSTF PaymentLincoln  Q3 2013/14,LN1 1DN,
Department for Transport,Department for Transport,04/04/2014,Computer equipment,Group Communication,CREATIVE VIDEO PRODUCTIONS LIMITED,2000000442,2448,Sony PMW-100//C1 (PMW100) Camera,TW8 9EX,
Department for Transport,Department for Transport,04/04/2014,Conferences / Semina,Group Communication,CENTRAL HALL WESTMINSTER LTD,2000000430,5376,#,SW1H 9NH,
Department for Transport,Department for Transport,04/04/2014,Contract Cleaning,Air Accident Investigation Branch,INTERSERVE,2000000463,2173.5,#,BS32 4NH,
Department for Transport,Department for Transport,04/04/2014,Contract Cleaning,Rail Accident Investigation Branch,OFFICE CARE LTD,2000000462,1279.75,#,DE24 8AN,
Department for Transport,Department for Transport,04/04/2014,CurrGrt Las in AEF/A,Local,Lincolnshire County Council,2000000471,458500,LSTF PaymentLincoln  Q3 2013/14,LN1 1DN,
Department for Transport,Department for Transport,04/04/2014,CurrGrt Las in AEF/A,Local,STEER DAVIES & GLEAVE LTD,2000000465,4000000,Steer Davies (SDG) 1st Payment 2014/15,SE1 9PD,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,CORNWALL MOBILITY CENTRE LTD,2000000443,60158,Mobility Centres Payments Q1 2014-15,TR1 3LJ,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,DERBY HOSPITALS,2000000444,51518,Mobility Centres Payments Q1 2014-15,DE1 2QY,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,DISABLED LIVING CENTRE,2000000445,51812,Mobility Centres Payments Q1 2014-15,BS16 2QQ,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,EAST ANGLIAN DRIVEABILITY,2000000446,82045,Mobility Centres Payments Q1 2014-15,IP24 3RL,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,FORUM OF MOBILITY CENTRES,2000000457,25373,Mobility Centres Payments Q1 2014-15,IP24 3RL,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,HERTFORDSHIRE ACTION ON DISABILITY,2000000456,35948,Mobility Centres Payments Q1 2014-15,AL7 4DD,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,KENT COMMUNITY HEALTH NHS TRUST,2000000478,65663,Mobility Centres Payments Q1 2014-15,CT1 3NG,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,N. West Driving Assessment Service,2000000477,62264,Mobility Centres Payments Q1 2014-15,WA11 9SJ,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,NORTHUMBERLAND TYNE & WEAR NHS TRUS,2000000447,45860,Mobility Centres Payments Q1 2014-15,NE3 3XT,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,QUEEN ELIZABETHS FOUNDATION,2000000448,82132,Mobility Centres Payments Q1 2014-15,SM5 4NR,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,REGIONAL DRIVING ASSESSMENT CENTRE,2000000449,112834,Mobility Centres Payments Q1 2014-15,B8 1AU,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,WESSEX DRIVEABILITY,2000000450,46957,Mobility Centres Payments Q1 2014-15,SO17 2LJ,
Department for Transport,Department for Transport,04/04/2014,CurrGrtPriSec-P&NPIS,Local,WILLIAM MERRITT DISABLED LIVING,2000000451,45421,Mobility Centres Payments Q1 2014-15,LS12 3QE,
Department for Transport,Department for Transport,04/04/2014,Data Supply - TD,Transport Direct&Travel,BASEMAP LIMITED,2000000468,2848.99,#,GU2 7YG,
Department for Transport,Department for Transport,04/04/2014,Data Supply - TD,Transport Direct&Travel,Rail Settlement Plan,2000000435,1755.6,#,EC1A 4HD,
Department for Transport,Department for Transport,04/04/2014,Estate Management,Group Procurement & Estate,Amey Community Ltd,2000000473,124240.46,#,OX4 4DQ,
Department for Transport,Department for Transport,04/04/2014,Eurocontrol Contr,Aviation,EUROCONTROL,2000000424,10113111.34,#,1130,
Department for Transport,Department for Transport,04/04/2014,IT Ser Running Costs,Rail Accident Investigation Branch,Ninian Solutions Ltd T/A Huddle,2000000470,4500,#,E1 8EP,
Department for Transport,Department for Transport,04/04/2014,Machinery Maintenanc,Marine Accident Investigation Branch,ZIP HEATERS (UK) LTD,2000000439,1172.52,#,NR19 1TE,
Department for Transport,Department for Transport,04/04/2014,Printing,"Policy, Legislation and Funding",WILLIAMS LEA LIMITED,2000000467,2101,#,NR3 1PD,
Department for Transport,Department for Transport,04/04/2014,Prog&ProjMgmt Consul,Major Projects & Growth,ATKINS LTD (TRANSPORT PLANNING),2000000427,5284.75,#,WR5 1TX,
Department for Transport,Department for Transport,04/04/2014,Prog&ProjMgmt Consul,Strategic Roads & Smart Ticketing,Rail Settlement Plan,2000000435,247335.6,#,EC1A 4HD,
Department for Transport,Department for Transport,04/04/2014,Property Maintenance,Air Accident Investigation Branch,INTERSERVE,2000000463,12404.87,#,BS32 4NH,
Department for Transport,Department for Transport,04/04/2014,Recruitment,"Motoring, Freight & London",OFFICE FOR NATIONAL STATISTICS,2000000476,5000,#,NP10 8XG,
Department for Transport,Department for Transport,04/04/2014,Research,Analysis & Strategy,CABINET OFFICE,2000000461,30000,#,SW1A 2WH,
Department for Transport,Department for Transport,04/04/2014,Research,Major Projects & Growth,PARSONS BRINCKERHOFF LTD,2000000433,11385.88,#,NE4 7YQ,
Department for Transport,Department for Transport,04/04/2014,Research,Analysis & Strategy,ATKINS LTD (TRANSPORT PLANNING),2000000427,16901.07,#,WR5 1TX,
Department for Transport,Department for Transport,04/04/2014,Services prov by OGD,Transport Security Strategy,FCO SERVICES,2000000475,18567.6,#,MK19 7BH,
Department for Transport,Department for Transport,04/04/2014,Services prov by OGD,Transport Security Strategy,FCO SERVICES,2000000475,22515.6,#,MK19 7BH,
Department for Transport,Department for Transport,04/04/2014,Storage & Distributi,Group Communication,NEAL DISPLAY LTD,2000000432,2416.04,#,SG13 7BJ,
Department for Transport,Department for Transport,04/04/2014,Storage & Distributi,Group Communication,NEAL DISPLAY LTD,2000000432,534.6,#,SG13 7BJ,
Department for Transport,Department for Transport,04/04/2014,Support Services,Aviation,CORNWALL AIRPORT LTD,2000000459,29988,#,TR8 4RQ,
Department for Transport,Department for Transport,04/04/2014,Support Services,Group Finance,EXEL PLC,2000000425,420000,#,MK40 2UB,
