Dept Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number ,Amount
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,59.9
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,106.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,106.8
CLG,FSC,18/08/2010,Uniform/Prot Clthg - Direct (NT),Ops-Fireground,Monsoon Marketing Ltd,PIN081187,106.8
CLG,FSC,18/08/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,NPIA,PIN080867,380
CLG,FSC,18/08/2010,"VL,AT,RP Fees",CSSC - FRS FS Trng,NPIA,PIN080867,2785
CLG,FSC,18/08/2010,Corporate Charges,Head Policy & Media,The Stationery Office,PIN080873,500
CLG,FSC,18/08/2010,Seconded Salary,Default Cost Centre,Warwickshire County Council,PIN080914,4914.94
CLG,FSC,18/08/2010,Seconded Salary,Default Cost Centre,Warwickshire County Council,PIN080915,14744.82
CLG,FSC,19/08/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN080871,1160
CLG,FSC,19/08/2010,Reactive Maintenance,Prop & Maint Costs,Mansell Construction Services Ltd,PIN081102,17574.47
CLG,FSC,19/08/2010,Building / Plumbing Maintenance,Prop & Maint Costs,Mansell Construction Services Ltd,PIN081202,21124.68
CLG,FSC,19/08/2010,Audit Fees,Business Management,Skills for Justice,PIN080874,1500
CLG,FSC,20/08/2010,Fix/Fitt - Purchases,Prop & Maint Costs,Harrow Green Ltd.,PIN080872,-0.05
CLG,FSC,20/08/2010,Fix/Fitt - Purchases,Prop & Maint Costs,Harrow Green Ltd.,PIN080872,4429.05
CLG,FSC,20/08/2010,Training Rigs / Infrastructure,Prop & Maint Costs,Kidde Fire Trainers GmbH,PIN080932,1413.33
CLG,FSC,20/08/2010,Admin - Photocopier Costs,Facilities Costs,RICOH UK Ltd,PIN080983,1002.33
CLG,FSC,20/08/2010,Legal Fees,Information Services,Veale Wasbrough Vizards,PIN080969,1500
CLG,FSC,23/08/2010,Business Rates (Cilor),Facilities Costs,Knight Frank LLP,PIN080982,19551
CLG,FSC,23/08/2010,Non-Fgnd Training - Eqpt Purchases,Estate Support,Leisure Lakes c2w,PIN080998,34.99
CLG,FSC,23/08/2010,Non-Fgnd Training - Eqpt Purchases,Estate Support,Leisure Lakes c2w,PIN080998,735.54
CLG,FSC,24/08/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN080901,903.41
CLG,FSC,25/08/2010,SI - WIP,Default Cost Centre,Buzz Electrical Ltd,PIN080930,150
CLG,FSC,25/08/2010,SI - WIP,Default Cost Centre,Buzz Electrical Ltd,PIN080930,2810.4
CLG,FSC,25/08/2010,Barclaycard - Travel & Subs,Head Policy & Media,Company Barclaycard Business,PPI004689,43.8
CLG,FSC,25/08/2010,Barclaycard - Travel & Subs,Incident Management,Company Barclaycard Business,PPI004689,63.8
CLG,FSC,25/08/2010,Barclaycard - Travel & Subs,Qualifications Man.,Company Barclaycard Business,PPI004689,115.2
CLG,FSC,25/08/2010,Barclaycard - Travel & Subs,Directors,Company Barclaycard Business,PPI004689,410.6
CLG,FSC,25/08/2010,Barclaycard - Travel & Subs,USAR,Company Barclaycard Business,PPI004689,497
CLG,FSC,25/08/2010,Non-Training Eqpt - Maintenance,Ops-Workshops,Terex-Demag Ltd,PIN080903,850
CLG,FSC,25/08/2010,Water Charges,Facilities Costs,Thames Water,PIN080979,6353.33
CLG,FSC,25/08/2010,Mobile phone charges,Resourcing,Vodafone Corporate Ltd,PIN080913,11.25
CLG,FSC,25/08/2010,Mobile phone charges,Nursery,Vodafone Corporate Ltd,PIN080913,13.52
CLG,FSC,25/08/2010,Mobile phone charges,Director of  Estates,Vodafone Corporate Ltd,PIN080913,19.23
CLG,FSC,25/08/2010,Mobile phone charges,Events & Infra. Sale,Vodafone Corporate Ltd,PIN080913,22.94
CLG,FSC,25/08/2010,Mobile phone charges,OGA,Vodafone Corporate Ltd,PIN080913,27.52
CLG,FSC,25/08/2010,Mobile phone charges,National Resilience,Vodafone Corporate Ltd,PIN080913,33.75
CLG,FSC,25/08/2010,Mobile phone charges,Firefighter Training,Vodafone Corporate Ltd,PIN080913,38.42
CLG,FSC,25/08/2010,Mobile phone charges,CSSC - FRS FS Trng,Vodafone Corporate Ltd,PIN080913,45.98
CLG,FSC,25/08/2010,Mobile phone charges,Estate Support,Vodafone Corporate Ltd,PIN080913,49.49
CLG,FSC,25/08/2010,Mobile phone charges,Ops-Fireground,Vodafone Corporate Ltd,PIN080913,54.54
CLG,FSC,25/08/2010,Mobile phone charges,Head Policy & Media,Vodafone Corporate Ltd,PIN080913,63.8
CLG,FSC,25/08/2010,Mobile phone charges,Business Management,Vodafone Corporate Ltd,PIN080913,69.82
CLG,FSC,25/08/2010,Mobile phone charges,Qualifications Man.,Vodafone Corporate Ltd,PIN080913,71.21
CLG,FSC,25/08/2010,Mobile phone charges,Higher Education,Vodafone Corporate Ltd,PIN080913,80.93
CLG,FSC,25/08/2010,Mobile phone charges,Marketing,Vodafone Corporate Ltd,PIN080913,81.32
CLG,FSC,25/08/2010,Mobile phone charges,Director of Finance,Vodafone Corporate Ltd,PIN080913,82.42
CLG,FSC,25/08/2010,Mobile phone charges,Director of HR,Vodafone Corporate Ltd,PIN080913,84.32
CLG,FSC,25/08/2010,Mobile phone charges,Curriculum Design Ma,Vodafone Corporate Ltd,PIN080913,88.09
CLG,FSC,25/08/2010,Mobile phone charges,Delivery Management,Vodafone Corporate Ltd,PIN080913,96.72
CLG,FSC,25/08/2010,Mobile phone charges,UK Private Sector,Vodafone Corporate Ltd,PIN080913,103.62
CLG,FSC,25/08/2010,Mobile phone charges,Hazmats,Vodafone Corporate Ltd,PIN080913,106.19
CLG,FSC,25/08/2010,Mobile phone charges,Chief Info. Officer,Vodafone Corporate Ltd,PIN080913,126.89
CLG,FSC,25/08/2010,Mobile phone charges,Dir. of Serv. Deliv.,Vodafone Corporate Ltd,PIN080913,155.82
CLG,FSC,25/08/2010,Mobile phone charges,Dir of Sales&Mrkting,Vodafone Corporate Ltd,PIN080913,167.81
CLG,FSC,25/08/2010,Mobile phone charges,Prop & Maint Costs,Vodafone Corporate Ltd,PIN080913,211.16
CLG,FSC,25/08/2010,Mobile phone charges,Facilities Costs,Vodafone Corporate Ltd,PIN080913,219.59
CLG,FSC,25/08/2010,Mobile phone charges,USAR,Vodafone Corporate Ltd,PIN080913,260.46
CLG,FSC,25/08/2010,Mobile phone charges,Special Ops,Vodafone Corporate Ltd,PIN080913,283
CLG,FSC,25/08/2010,Mobile phone charges,Cent. For Leadership,Vodafone Corporate Ltd,PIN080913,308.22
CLG,FSC,25/08/2010,Mobile phone charges,Directors,Vodafone Corporate Ltd,PIN080913,358.07
CLG,FSC,25/08/2010,Mobile phone charges,Ops-Fireground,Vodafone Corporate Ltd,PIN080913,375.82
CLG,FSC,25/08/2010,Mobile phone charges,IT Section,Vodafone Corporate Ltd,PIN080913,395.06
CLG,FSC,25/08/2010,Mobile phone charges,UKFRS RMT,Vodafone Corporate Ltd,PIN080913,403.36
CLG,FSC,25/08/2010,Mobile phone charges,Incident Management,Vodafone Corporate Ltd,PIN080913,575.59
CLG,FSC,25/08/2010,Mobile phone charges,Internat'al Business,Vodafone Corporate Ltd,PIN080913,855.61
CLG,FSC,26/08/2010,External Accommodation - Hotels,Internat'al Business,Expotel Hotel Reservations Ltd,PIN080986,826.99
CLG,FSC,26/08/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN080924,1450
CLG,FSC,26/08/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN081035,2000
CLG,FSC,26/08/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN081036,2000
CLG,FSC,27/08/2010,SI - WIP,Default Cost Centre,Buzz Electrical Ltd,PIN080960,5680.8
CLG,FSC,27/08/2010,Relocation - Seconded (NT) ,Human Resources,Charles Wood & Sons,PIN080953,74.34
CLG,FSC,27/08/2010,Relocation - Seconded (NT) ,Human Resources,Charles Wood & Sons,PIN080953,590
CLG,FSC,27/08/2010,Catering - Other,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN081087,5039.8
CLG,FSC,27/08/2010,Core Variable Costs,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN081046,8423.85
CLG,FSC,27/08/2010,Catering - Hospitality,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN081087,11754.85
CLG,FSC,27/08/2010,Catering - Meals,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN081087,18777.82
CLG,FSC,27/08/2010,Core Fixed Costs,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN081045,69216.51
CLG,FSC,27/08/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN080690,552.76
CLG,FSC,28/08/2010,Core Variable Costs,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN080737,16191.68
CLG,FSC,31/08/2010,Sundry low value purchase,Library,Barclays HMG Procurement Card,PIN081000,257.47
CLG,FSC,31/08/2010,Sundry low value purchase,Nursery,Barclays HMG Procurement Card,PIN081000,284.5
CLG,FSC,31/08/2010,Sundry low value purchase,Risk & Governance,Barclays HMG Procurement Card,PIN081000,12111.02
CLG,FSC,31/08/2010,SI - WIP,Default Cost Centre,Cotswold Technical Services,PIN081006,2793
CLG,FSC,31/08/2010,IT Consultancies,Dir of Sales&Mrkting,Dbi Consulting,PIN081075,1572
CLG,FSC,31/08/2010,Rechargeable Costs,Estates Contracts,Expotel Hotel Reservations Ltd,PIN081041,1344.27
CLG,FSC,31/08/2010,Miscellaneous,Prop & Maint Costs,Hydroflow Ltd,PIN081019,590
CLG,FSC,31/08/2010,Rechargeable Costs,Director of  Estates,Knight Frank (Manchester),PIN081342,792.5
CLG,FSC,31/08/2010,Rechargeable Costs,Director of  Estates,Knight Frank (Manchester),PIN081342,2830
CLG,FSC,31/08/2010,L&B - WIP,Default Cost Centre,Knight Frank LLP,PIN081072,3700
CLG,FSC,31/08/2010,Admin - Stationery,Prop & Maint Costs,Office Depot UK Ltd,PIN081148,848.94
CLG,FSC,31/08/2010,Consultancy,Int Facilities Mgmt,Panache Consultancy Limited,PIN080967,1487.5
CLG,FSC,31/08/2010,Reactive Maintenance,Prop & Maint Costs,QTS Associates Ltd,PIN081294,2419.56
CLG,FSC,31/08/2010,Scrap Vehicles,Ops-Fireground,Smiths of Bloxham,PIN081259,3920
CLG,FSC,31/08/2010,IT Hardware - Purchases,IT Section,Viglen Ltd.,PCR003943,-2937.5
CLG,FSC,01/09/2010,USAR consumables,USAR,Building and Plumbing Supplies Ltd.,PIN081095,387
CLG,FSC,01/09/2010,USAR consumables,USAR,Building and Plumbing Supplies Ltd.,PIN081095,614.9
CLG,FSC,01/09/2010,IT Hardware - Purchases,IT Section,Display I.T. International Limited,PIN081250,5616
CLG,FSC,01/09/2010,Electricity,Facilities Costs,EDF Electricity (Was London Electricity Plc),PIN080997,15767.15
CLG,FSC,01/09/2010,"Student - Travel, etc",Transport,ETC Private Hire & Chauffeur Services,PIN081348,735
CLG,FSC,01/09/2010,Telephone Charges,IT Section,Kcom,PIN081088,1064.45
CLG,FSC,01/09/2010,Postal Charges,Facilities Costs,Neopost Ltd,PPI004696,500
CLG,FSC,01/09/2010,IT Hardware - Rental,IT Section,Star Technology Services Ltd.,PIN081071,3779.66
CLG,FSC,02/09/2010,Staff Development - Skill Specific,Staff Development,Cosalt International Ltd,PIN081028,96
CLG,FSC,02/09/2010,Staff Development - Skill Specific,Staff Development,Cosalt International Ltd,PIN081028,645
CLG,FSC,02/09/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN081215,-660.56
CLG,FSC,02/09/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN081215,-80.96
CLG,FSC,02/09/2010,Business Rates (Cilor),Prop & Maint Costs,Cotswold District Council,PIN081215,1470.15
CLG,FSC,02/09/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN080971,900
CLG,FSC,02/09/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN080972,900
CLG,FSC,02/09/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN080970,1450
CLG,FSC,02/09/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN081020,251.13
CLG,FSC,02/09/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN081020,306.27
CLG,FSC,03/09/2010,Fire Alarms,Prop & Maint Costs,Nigel Hughes,PCR003950,-359.34
CLG,FSC,03/09/2010,Fire Alarms,Prop & Maint Costs,Nigel Hughes,PCR003950,-221.98
CLG,FSC,03/09/2010,Fire Alarms,Prop & Maint Costs,Nigel Hughes,PIN081355,218.98
CLG,FSC,03/09/2010,Fire Alarms,Prop & Maint Costs,Nigel Hughes,PIN081325,221.98
CLG,FSC,03/09/2010,Fire Alarms,Prop & Maint Costs,Nigel Hughes,PIN081325,359.34
CLG,FSC,03/09/2010,Fire Alarms,Prop & Maint Costs,Nigel Hughes,PIN081355,359.34
CLG,FSC,03/09/2010,Occupational health,Course Curr&Dev Cont,Posturite (UK) LTD,PIN081062,17.5
CLG,FSC,03/09/2010,Occupational health,Course Curr&Dev Cont,Posturite (UK) LTD,PIN081062,595
CLG,FSC,03/09/2010,Roofing,Prop & Maint Costs,W.J. Morley & Sons,PIN081029,4586
CLG,FSC,04/09/2010,Consultancy,Incident Management,KA C&CC,PIN081040,4496.53
CLG,FSC,05/09/2010,Non-Fgnd Training - Eqpt Purchases,Estate Support,Leisure Lakes c2w,PIN081022,677.45
CLG,FSC,06/09/2010,"VL,AT,RP Fees",Hazmats,Draeger Safety UK Ltd.,PIN081089,1150
CLG,FSC,06/09/2010,"VL,AT,RP Fees",Hazmats,Draeger Safety UK Ltd.,PIN081089,1150
CLG,FSC,06/09/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PIN081100,4665.6
CLG,FSC,06/09/2010,Consultancy,Int Facilities Mgmt,The Litmus Partnership Ltd,PIN081054,4125
CLG,FSC,07/09/2010,Admin - Photocopier Costs,Estates Contracts,Abbey Business Equipment,PIN081296,696.39
CLG,FSC,07/09/2010,Occupational health,Human Resources,Atos Origin,PIN081027,719.4
CLG,FSC,07/09/2010,Marketing - Exhibitions,Marketing,Deutsche Messe AG,PIN081047,30.32
CLG,FSC,07/09/2010,Marketing - Exhibitions,Marketing,Deutsche Messe AG,PIN081047,175
CLG,FSC,07/09/2010,Marketing - Exhibitions,Marketing,Deutsche Messe AG,PIN081047,186
CLG,FSC,07/09/2010,Marketing - Exhibitions,Marketing,Deutsche Messe AG,PIN081047,221
CLG,FSC,07/09/2010,Audit Fees,Risk & Governance,Price Waterhouse Coopers LLP,PIN081314,3932
CLG,FSC,08/09/2010,USAR consumables,Ops-Fireground,Building and Plumbing Supplies Ltd.,PIN081221,410
CLG,FSC,08/09/2010,USAR consumables,Ops-Fireground,Building and Plumbing Supplies Ltd.,PIN081221,533.5
CLG,FSC,08/09/2010,USAR consumables,Ops-Fireground,Building and Plumbing Supplies Ltd.,PIN081221,558.25
CLG,FSC,08/09/2010,USAR consumables,Ops-Fireground,Building and Plumbing Supplies Ltd.,PIN081221,1032
CLG,FSC,08/09/2010,"Compressed Air, Cooling & Ventilation",Prop & Maint Costs,Central Compressor Consultants Ltd.,PIN081084,530
CLG,FSC,08/09/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN081050,2350
CLG,FSC,09/09/2010,Natural Gas,Facilities Costs,Corona Energy,PIN081125,5394.57
CLG,FSC,09/09/2010,Prepayments,Default Cost Centre,Cotswold District Council,PCR003941,-183746.05
CLG,FSC,09/09/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN081080,900
CLG,FSC,09/09/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN081078,1450
CLG,FSC,09/09/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN081179,1600
CLG,FSC,09/09/2010,Agency Costs (Admin),Business Planning,Michael Page International,PIN081180,1600
CLG,FSC,09/09/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN081127,506.31
CLG,FSC,10/09/2010,Media - Student Stationery,Publications,Glenmore Business Papers,PIN081151,738.5
CLG,FSC,10/09/2010,"VL,AT,RP Fees",USAR,Norfolk County Council,PIN081168,1240
CLG,FSC,10/09/2010,Seconded Salary,Default Cost Centre,Norfolk County Council,PIN081159,13558.32
CLG,FSC,10/09/2010,Miscellaneous,Prop & Maint Costs,QTS Associates Ltd,PIN081133,520.53
CLG,FSC,10/09/2010,Training Rigs / Infrastructure,Prop & Maint Costs,QTS Associates Ltd,PIN081174,693
CLG,FSC,10/09/2010,"Lamps, Batteries & Control Gear",Prop & Maint Costs,QTS Associates Ltd,PIN081134,752.76
CLG,FSC,10/09/2010,Reactive Maintenance,Prop & Maint Costs,QTS Associates Ltd,PIN081132,812.55
CLG,FSC,10/09/2010,Firemain,Prop & Maint Costs,QTS Associates Ltd,PIN081175,1553.04
CLG,FSC,12/09/2010,Non-Fgnd Training - Eqpt Purchases,Estate Support,Leisure Lakes c2w,PIN081201,34.99
CLG,FSC,12/09/2010,Non-Fgnd Training - Eqpt Purchases,Estate Support,Leisure Lakes c2w,PIN081201,491.03
CLG,FSC,13/09/2010,Payroll Fees,Human Resources,Home Office Pay & Pension Service,PIN081130,1039.88
CLG,FSC,13/09/2010,Vehicles - Consumables,Ops-Workshops,V J Collett Ltd.,PIN081207,1006.47
CLG,FSC,14/09/2010,SI - WIP,Default Cost Centre,Buzz Electrical Ltd,PIN081143,3788
CLG,FSC,14/09/2010,"VL,AT,RP Fees",Incident Management,Hanover Associates (UK) Ltd,PIN081141,675
CLG,FSC,14/09/2010,Seconded Salary,Default Cost Centre,Isle of Wight Fire & Rescue Service,PIN081246,23122.2
CLG,FSC,14/09/2010,Electricity,Facilities Costs,Schneider Electric Buildings UK Ltd,PIN081254,860.8
CLG,FSC,15/09/2010,Seconded Salary,Default Cost Centre,Bristol City Council,PIN081245,17183.31
CLG,FSC,15/09/2010,"VL,AT,RP Fees",Incident Management,Fisher Scoggins LLP,PIN081157,840.9
CLG,FSC,15/09/2010,IT Hardware - Rental,IT Section,IMC (UK) Learning Ltd,PIN081162,15783.33
CLG,FSC,15/09/2010,Relocation - Seconded (NT) ,Human Resources,J W Churchill,PIN081188,1100
CLG,FSC,15/09/2010,Agency Costs (Admin),Director of Finance,Odgersinterim,PIN081224,7000
CLG,FSC,15/09/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PIN081383,750
CLG,FSC,15/09/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PIN081206,4693.2
CLG,FSC,15/09/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PIN081206,4882.2
CLG,FSC,16/09/2010,Agency Costs (Admin),Marketing,Hays Sales & Marketing,PIN081173,1450
CLG,FSC,16/09/2010,Training Rigs / Infrastructure,Prop & Maint Costs,Kidde Fire Trainers GmbH,PIN081300,4917.67
CLG,FSC,16/09/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN081228,562.05
CLG,FSC,17/09/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN081229,900
CLG,FSC,17/09/2010,Welding & Fabrication,Prop & Maint Costs,Lilleshall Steel Services Ltd,PIN081160,26
CLG,FSC,17/09/2010,Welding & Fabrication,Prop & Maint Costs,Lilleshall Steel Services Ltd,PIN081160,40
CLG,FSC,17/09/2010,Welding & Fabrication,Prop & Maint Costs,Lilleshall Steel Services Ltd,PIN081160,40
CLG,FSC,17/09/2010,Welding & Fabrication,Prop & Maint Costs,Lilleshall Steel Services Ltd,PIN081160,80
CLG,FSC,17/09/2010,Welding & Fabrication,Prop & Maint Costs,Lilleshall Steel Services Ltd,PIN081160,80
CLG,FSC,17/09/2010,Welding & Fabrication,Prop & Maint Costs,Lilleshall Steel Services Ltd,PIN081160,80
CLG,FSC,17/09/2010,Welding & Fabrication,Prop & Maint Costs,Lilleshall Steel Services Ltd,PIN081160,160
CLG,FSC,17/09/2010,Welding & Fabrication,Prop & Maint Costs,Lilleshall Steel Services Ltd,PIN081160,400
CLG,FSC,18/09/2010,Prepayments,Facilities Costs,Ambius (Rentokil Tropical Plants),PIN081298,802.12
CLG,FSC,20/09/2010,Scrap Vehicles,Ops-Fireground,Common Road Dismantlers,PIN081239,150
CLG,FSC,20/09/2010,Scrap Vehicles,Ops-Fireground,Common Road Dismantlers,PIN081239,2387.5
CLG,FSC,20/09/2010,Doors,Prop & Maint Costs,Mansell Construction Services,PIN081194,3230
CLG,FSC,20/09/2010,Legal Disbursements,Director of  Estates,Veale Wasbrough Vizards,PIN081330,1825.5
CLG,FSC,21/09/2010,Short Term Loans,Default Cost Centre,DCLG,PIN081181,17895.93
CLG,FSC,21/09/2010,Interest Accrual,Default Cost Centre,DCLG,PIN081181,190844.08
CLG,FSC,21/09/2010,Seconded Salary,Default Cost Centre,Dorset Fire Authority,PIN081258,24509.48
CLG,FSC,21/09/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN081204,900
CLG,FSC,21/09/2010,Staff Development - Skill Specific,Staff Development,Messam & Rider,PIN081226,102
CLG,FSC,21/09/2010,Staff Development - Skill Specific,Staff Development,Messam & Rider,PIN081226,550
CLG,FSC,21/09/2010,Legal Disbursements,Director of  Estates,Veale Wasbrough Vizards,PIN081341,2416
CLG,FSC,22/09/2010,Water Charges,Facilities Costs,Thames Water,PIN081285,5888.32
CLG,FSC,22/09/2010,Legal Fees,Information Services,Veale Wasbrough Vizards,PIN081333,1927
CLG,FSC,23/09/2010,Insurance Inspections,Prop & Maint Costs,Allianz Cornhill Engineering,PIN081252,8620.33
CLG,FSC,23/09/2010,USAR - Maintenance,Ops-Fireground,Clucas MOE Ltd.,PIN081235,50
CLG,FSC,23/09/2010,USAR - Maintenance,Ops-Fireground,Clucas MOE Ltd.,PIN081235,590
CLG,FSC,23/09/2010,USAR - Maintenance,Ops-Fireground,Clucas MOE Ltd.,PIN081235,820
CLG,FSC,23/09/2010,Seconded Salary,Default Cost Centre,Dumfries & Galloway Council,PIN081262,12369.87
CLG,FSC,23/09/2010,Seconded Salary,Default Cost Centre,Gloucestershire County Council,PIN081243,14562.09
CLG,FSC,23/09/2010,Seconded Salary,Default Cost Centre,Gloucestershire County Council,PIN081244,16847.94
CLG,FSC,23/09/2010,Fireground Consumables,Ops-Fireground,James Latham Western - Lathams Ltd,PIN081309,276
CLG,FSC,23/09/2010,Fireground Consumables,Ops-Fireground,James Latham Western - Lathams Ltd,PIN081309,9024
CLG,FSC,23/09/2010,Consultancy,CSSC - FRS FS Trng,QA Associates Ltd,PIN081411,4154.4
CLG,FSC,23/09/2010,"Heating, Hot Water & Showers",Prop & Maint Costs,QTS Associates Ltd,PIN081306,300.22
CLG,FSC,23/09/2010,"Heating, Hot Water & Showers",Prop & Maint Costs,QTS Associates Ltd,PIN081306,354.64
CLG,FSC,23/09/2010,Agency Costs (Admin),Library,Sue Hill Recruitment & Services Ltd,PIN081299,603.85
CLG,FSC,24/09/2010,Non-Training Eqpt - Maintenance,Ops-Fireground,MFC Survival Ltd.,PIN081251,20
CLG,FSC,24/09/2010,Non-Training Eqpt - Maintenance,Ops-Fireground,MFC Survival Ltd.,PIN081251,1176
CLG,FSC,24/09/2010,Scrap Vehicles,Ops-Fireground,UK Bus Dismantlers Ltd,PIN081263,500
CLG,FSC,26/09/2010,Media - Rental,Publications,RICOH UK Ltd,PIN081338,3353.5
CLG,FSC,27/09/2010,External Course/Seminar Delivery,USAR,Mines Rescue Services Ltd,PIN081382,7718.7
CLG,FSC,27/09/2010,Seconded Salary,Default Cost Centre,Staffordshire Fire & Rescue Service,PIN081256,17520.93
CLG,FSC,28/09/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN081268,514.76
CLG,FSC,28/09/2010,Power,Capital Costs,Buzz Electrical Ltd,PIN081272,944.28
CLG,FSC,28/09/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN081270,1050.74
CLG,FSC,28/09/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN081269,1308.84
CLG,FSC,28/09/2010,Electrical Testing,Prop & Maint Costs,Buzz Electrical Ltd,PIN081271,9853
CLG,FSC,28/09/2010,"Petrol, Oil, Tyres",Ops-Fireground,GB Oils,PIN081331,5078
CLG,FSC,28/09/2010,Agency Costs (Admin),IT Section,Hays Information Technology,PIN081283,900
CLG,FSC,28/09/2010,Licences and PRS/PPL fees,Facilities Costs,Team (EAA) Ltd.,PIN081315,1219
CLG,FSC,29/09/2010,Barclaycard - Travel & Subs,Qualifications Man.,Company Barclaycard Business,PPI004712,130.9
CLG,FSC,29/09/2010,Barclaycard - Travel & Subs,Internat'al Business,Company Barclaycard Business,PPI004712,178.96
CLG,FSC,29/09/2010,Barclaycard - Travel & Subs,Dir of Sales&Mrkting,Company Barclaycard Business,PPI004712,384.95
CLG,FSC,29/09/2010,Barclaycard - Travel & Subs,Directors,Company Barclaycard Business,PPI004712,629.85
CLG,FSC,29/09/2010,Barclaycard - Travel & Subs,UKFRS RMT,Company Barclaycard Business,PPI004712,1328.64
CLG,FSC,29/09/2010,Insurance Inspections,Prop & Maint Costs,Cotswold Lifts Ltd,PIN081308,540
CLG,FSC,29/09/2010,"Student - Travel, etc",Transport,ETC Private Hire & Chauffeur Services,PIN081350,1480
CLG,FSC,29/09/2010,Catering - Other,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN081409,4904.1
CLG,FSC,29/09/2010,Core Variable Costs,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN081410,13480.57
CLG,FSC,29/09/2010,Catering - Hospitality,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN081409,31075.97
CLG,FSC,29/09/2010,Catering - Meals,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN081409,37532.22
CLG,FSC,29/09/2010,Core Fixed Costs,Int Facilities Mgmt,Europa Facilities Management Ltd,PIN081407,69216.51
CLG,FSC,29/09/2010,External Course/Seminar Delivery,USAR,Mines Rescue Services Ltd,PIN081381,750
CLG,FSC,30/09/2010,"Compressed Air, Cooling & Ventilation",Prop & Maint Costs,A.M.S. Refrigeration Ltd.,PIN081359,70
CLG,FSC,30/09/2010,"Compressed Air, Cooling & Ventilation",Prop & Maint Costs,A.M.S. Refrigeration Ltd.,PIN081359,536
CLG,FSC,30/09/2010,"Compressed Air, Cooling & Ventilation",Prop & Maint Costs,A.M.S. Refrigeration Ltd.,PIN081358,2483
CLG,FSC,30/09/2010,Sundry low value purchase,Directors,Barclays HMG Procurement Card,PIN081339,30
CLG,FSC,30/09/2010,Sundry low value purchase,Nursery,Barclays HMG Procurement Card,PIN081339,397.63
CLG,FSC,30/09/2010,Sundry low value purchase,Resourcing,Barclays HMG Procurement Card,PIN081339,638.8
CLG,FSC,30/09/2010,Sundry low value purchase,Risk & Governance,Barclays HMG Procurement Card,PIN081339,14096.63
CLG,FSC,30/09/2010,Relocation - Seconded (NT) ,Human Resources,Britannia Freestones,PIN081292,945
CLG,FSC,30/09/2010,Prepayments,Internat'al Business,Communicaid,PIN081312,54122
CLG,FSC,30/09/2010,Other Professional Fees,Special Ops,Edexcel Enterprises,PIN081335,1260
CLG,FSC,30/09/2010,IT Hardware - Maintenance,IT Section,Logicalis UK Limited,PIN081401,11720.25
