DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LN IPSWICH STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|223.57||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LN OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|482.60||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LN AREA TASKING TEAMS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|201.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LN PADDINGTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|141.95||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LN READING STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|141.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS INNER LONDON TEAM 1|GOODYEAR DUNLOP TYRES UK LIMITED|250977|146.88||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS NORWOOD JUNCTION NPT|GOODYEAR DUNLOP TYRES UK LIMITED|250977|241.54||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|Lond Stl AIB / FIO|GOODYEAR DUNLOP TYRES UK LIMITED|250977|477.07||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS PORTSMOUTH STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|447.07||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS ASHFORD STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|141.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS CROYDON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS BRIGHTON STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|141.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|213.62||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS OPERATIONS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS CID|GOODYEAR DUNLOP TYRES UK LIMITED|250977|70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS A.I.B|GOODYEAR DUNLOP TYRES UK LIMITED|250977|100.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|LS CRIME REDUCTION|GOODYEAR DUNLOP TYRES UK LIMITED|250977|219.12||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NE CID|GOODYEAR DUNLOP TYRES UK LIMITED|250977|299.3||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NE SECTOR COMMAND CID|GOODYEAR DUNLOP TYRES UK LIMITED|250977|239.47||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NE CABLE TEAM|GOODYEAR DUNLOP TYRES UK LIMITED|250977|225.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NE DERBY|GOODYEAR DUNLOP TYRES UK LIMITED|250977|141.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NE NOTTINGHAM|GOODYEAR DUNLOP TYRES UK LIMITED|250977|145.8||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NE LEEDS STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|220.45||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NE BRADFORD STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|231.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NE METRO TRANSPORT SYSTEMS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|72.92||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NE NEWCASTLE STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NE DONCASTER STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|145.42||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NW PROACTIVE UNIT|GOODYEAR DUNLOP TYRES UK LIMITED|250977|100.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NW MANCHESTER STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|117.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|NW LIVERPOOL STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|578.44||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|REAL TIME INTEL|GOODYEAR DUNLOP TYRES UK LIMITED|250977|179.47||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|SPECIALIST  RESPONSE UNIT|GOODYEAR DUNLOP TYRES UK LIMITED|250977|166.33||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|SC SECTOR COMMAND WEST COAST|GOODYEAR DUNLOP TYRES UK LIMITED|250977|231.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|SC DOGS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|315.82||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|WN CID|GOODYEAR DUNLOP TYRES UK LIMITED|250977|193.49||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|WN AREA COMMAND STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|70.98||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|WN BIRMINGHAM STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|231.96||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|WN OP SUPPORT PLANNING|GOODYEAR DUNLOP TYRES UK LIMITED|250977|266.24||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|WN CARDIFF STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|294.52||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|WN SWANSEA STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|298.94||B24 9HY
Department for Transport|British Transport Police|28/10/2011|VEHICLE SERVICING- PLANNED|WN NEWPORT STAFF COSTS|GOODYEAR DUNLOP TYRES UK LIMITED|250977|285.94||B24 9HY
Department for Transport|British Transport Police|28/10/2011|IT SOFTWARE MAINTENANCE|FHQ TECHNOLOGY MANAGER|SAP (UK) LTD|251255|1067.77||TW14 8HD
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|IMPACT TECHNOLOGY|NETWORKERS RECRUITMENT SERVICES LTD|251332|1872||BR1 1HP
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|IMPACT TECHNOLOGY|NETWORKERS RECRUITMENT SERVICES LTD|251338|2304||BR1 1HP
Department for Transport|British Transport Police|28/10/2011|BUILDING RENTAL|WN BIRMINGHAM STAFF COSTS|NETWORK RAIL|251403|-13500||M60 3BP
Department for Transport|British Transport Police|28/10/2011|BUILDING RENTAL|WN BIRMINGHAM STAFF COSTS|NETWORK RAIL|251411|13,500.00||M60 3BP
Department for Transport|British Transport Police|28/10/2011|SEASON TICKET LOAN|FORCE BALANCE SHEET (EXCL.FAR)|ATOC RAIL TRAVEL ACCOUNT|251634|3,868.00||SG1 2YN
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|IMPACT TECHNOLOGY|NETWORKERS RECRUITMENT SERVICES LTD|251877|2304||BR1 1HP
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|FHQ FINANCE|I.S.S FACILITY SERVICES LTD NORTH DIVIS|252049|941.34||BL6 6SU
Department for Transport|British Transport Police|28/10/2011|FORENSIC SERVICES|FHQ SCIENTIFIC SUPPORT|FORENSIC PATHOLOGY SERVICES|252058|2940||OX14 3ED
Department for Transport|British Transport Police|28/10/2011|DATA CHARGES|PS MIU|EQUIFAX PLC|252412|2194.32||BD1 5LL
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|IMPACT TECHNOLOGY|NETWORKERS RECRUITMENT SERVICES LTD|252436|2,304.00||BR1 1HP
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|IMPACT TECHNOLOGY|NETWORKERS RECRUITMENT SERVICES LTD|252437|4680||BR1 1HP
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|PREVENT|METROPOLITAN POLICE|252510|6,718.81||SW6 1TR
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|N/West Custody Suites|MITIE CLEANING (NORTH) LTD|252517|258.55||M50 2PL
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|NW LIVERPOOL STAFF COSTS|MITIE CLEANING (NORTH) LTD|252517|1674.4||M50 2PL
Department for Transport|British Transport Police|28/10/2011|SECURITY SYSTEM MAINTENANCE|LN IPSWICH STAFF COSTS|ADT FIRE & SECURITY PLC|252538|607.94||M16 9XY
Department for Transport|British Transport Police|28/10/2011|SECURITY SYSTEM MAINTENANCE|LN SOUTHEND STAFF COSTS|ADT FIRE & SECURITY PLC|252541|719.72||M16 9XY
Department for Transport|British Transport Police|28/10/2011|SECURITY SYSTEM MAINTENANCE|LN IPSWICH STAFF COSTS|ADT FIRE & SECURITY PLC|252542|575.18||M16 9XY
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|FORCEWIDE MAINTENANCE|MORGAN HUNT|252584|693||EC4M 7EG
Department for Transport|British Transport Police|28/10/2011|ADHOC MTCE- BUILDINGS|FORCEWIDE MAINTENANCE|Comprehensive Elevator Services Ltd (CES Ltd)|252613|1248||CM16 6NJ
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|FHQ SCIENTIFIC SUPPORT|Ocs Group Uk Ltd|252701|1263.65||G13 1DU
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|EBURY BRIDGE|Ocs Group Uk Ltd|252702|3319.92||G13 1DU
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|SPRING HOUSE|Ocs Group Uk Ltd|252703|4287.04||G13 1DU
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|BLUNDELL STREET|Ocs Group Uk Ltd|252704|2967.49||G13 1DU
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|PDU CAMDEN ROAD|Ocs Group Uk Ltd|252705|2394.24||G13 1DU
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|FHQ FACILITIES|Ocs Group Uk Ltd|252706|7,639.85||G13 1DU
Department for Transport|British Transport Police|28/10/2011|INVENTORIES -ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|PETER JONES (ILG) LTD|252708|3141.78||NP7 5YG
Department for Transport|British Transport Police|28/10/2011|DATA CHARGES|PS MIU|SARGENTS TRADING  LTD|252721|620.24||DA17 6AS
Department for Transport|British Transport Police|28/10/2011|P&M - ADDITIONS|CAPITAL CONTROL ACCOUNT|BEECHWOOD EQUIPMENT LTD|252926|25350||KT10 8BJ
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|IMPACT TECHNOLOGY|NETWORKERS RECRUITMENT SERVICES LTD|252938|2363.9||BR1 1HP
Department for Transport|British Transport Police|28/10/2011|IT HARDWARE PURCH (NONCAP)|PS MIU|Dtp Group Ltd|252943|914.04||LS10 1RJ
Department for Transport|British Transport Police|28/10/2011|IT - ADDITIONS|CAPITAL CONTROL ACCOUNT|Q Associates|252947|900||RG20 8RY
Department for Transport|British Transport Police|28/10/2011|INVENTORIES -ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|HAWK PROTECTION LTD|252948|650.84||BT75 0NE
Department for Transport|British Transport Police|28/10/2011|FORENSIC SERVICES|FHQ SCIENTIFIC SUPPORT|DILIGENCE INTERNATIONAL|252952|792.00||E14 5AA
Department for Transport|British Transport Police|28/10/2011|LH BUILDINGS - ADDITIONS|CAPITAL CONTROL ACCOUNT|CONSULTANTS FOR INTEGRATED SECURITY LTD|252962|7140||HP15 6JA
Department for Transport|British Transport Police|28/10/2011|ELECTRICITY|FHQ FACILITIES|BRITISH GAS BUSINESS|252974|817.1||LE19 1SZ
Department for Transport|British Transport Police|28/10/2011|ELECTRICITY|FHQ FACILITIES|BRITISH GAS BUSINESS|252975|606.06||LE19 1SZ
Department for Transport|British Transport Police|28/10/2011|ELECTRICITY|FHQ FACILITIES|BRITISH GAS BUSINESS|252976|708.65||LE19 1SZ
Department for Transport|British Transport Police|28/10/2011|ELECTRICITY|FHQ FACILITIES|BRITISH GAS BUSINESS|252977|600.84||LE19 1SZ
Department for Transport|British Transport Police|28/10/2011|ELECTRICITY|FHQ FACILITIES|BRITISH GAS BUSINESS|252978|788.78||LE19 1SZ
Department for Transport|British Transport Police|28/10/2011|ELECTRICITY|SPRING HOUSE|BRITISH GAS BUSINESS|252979|1709.7||LE19 1SZ
Department for Transport|British Transport Police|28/10/2011|ELECTRICITY|PDU CAMDEN ROAD|BRITISH GAS BUSINESS|252980|1005.04||LE19 1SZ
Department for Transport|British Transport Police|28/10/2011|ELECTRICITY|BLUNDELL STREET|BRITISH GAS BUSINESS|252981|810.18||LE19 1SZ
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|LN FINANCE|ISS FACILITIES SERVICES - SECURITY|252987|3542.7||E14 9SH
Department for Transport|British Transport Police|28/10/2011|INTELLEGANCE GATHERING|PS MIU|EXPERIAN|253001|984.18||NG80 1TH
Department for Transport|British Transport Police|28/10/2011|SELF DEVELOPMENT - ALL STAFF|LEADERSHIP & MGT DEV FACULTY|BOOKSOURCE|253036|740.00||G32 8NB
Department for Transport|British Transport Police|28/10/2011|LH BUILDINGS - ADDITIONS|CAPITAL CONTROL ACCOUNT|ADT FIRE & SECURITY PLC|253048|1214.4||M16 9XY
Department for Transport|British Transport Police|28/10/2011|VEHICLE STORAGE|LN OUTER LONDON CID|LAR TRAFFIC SERVICES|253050|540.00||EN3 4TA
Department for Transport|British Transport Police|28/10/2011|INVENTORIES -ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|HAWK PROTECTION LTD|253062|883.69||BT75 0NE
Department for Transport|British Transport Police|28/10/2011|LEASEHOLD BUILDINGS INSURANCE|NW AREA COMMAND|BRUNTWOOD 2000 ALPHA PORTFOLIO LTD|253074|1,739.38||M1 4BD
Department for Transport|British Transport Police|28/10/2011|INVENTORIES -ADDITIONS-FORCE|FORCE BALANCE SHEET (EXCL.FAR)|CIVIL DEFENCE SUPPLY LTD|253105|4991.4||LN4 3JG
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|SC GLASGOW STAFF COSTS|REGENT OFFICE CARE LTD|253108|2839.2||CV6 4QH
Department for Transport|British Transport Police|28/10/2011|P&M - ADDITIONS|CAPITAL CONTROL ACCOUNT|BEECHWOOD EQUIPMENT LTD|253111|3,900.00||KT10 8BJ
Department for Transport|British Transport Police|28/10/2011|SURVEYORS FEES|FHQ ESTATES MANAGER|E A SHAW|253151|3708.5||
Department for Transport|British Transport Police|28/10/2011|SURVEYORS FEES|FHQ ESTATES MANAGER|E A SHAW|253152|29332.2||
Department for Transport|British Transport Police|28/10/2011|PRIVILEGED TRAVEL|PRIVILEDGE TRAVEL|RAIL STAFF TRAVEL LIMITED|253156|643.01||WC1N 1BY
Department for Transport|British Transport Police|28/10/2011|PRIVILEGED TRAVEL|PRIVILEDGE TRAVEL|RAIL STAFF TRAVEL LIMITED|253157|51,314.69||WC1N 1BY
Department for Transport|British Transport Police|28/10/2011|LH BUILDINGS - ADDITIONS|CAPITAL CONTROL ACCOUNT|ADT FIRE & SECURITY PLC|253160|591.60||M16 9XY
Department for Transport|British Transport Police|28/10/2011|PRIVILEGED TRAVEL|PRIVILEDGE TRAVEL|RAIL STAFF TRAVEL LIMITED|253162|8288.21||WC1N 1BY
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|PROCUREMENT|ANGELA MORTIMER|253176|626.68||EC2R 8DU
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|PAYROLL TRANSITION (FINANCE)|Chase Moulande|253194|1027.9||SE1 1YT
Department for Transport|British Transport Police|28/10/2011|HOTEL ACCOMMODATION|LN OPERATIONS|BOOKING SERVICES INTERNATIONAL|253197|2489.91||TA1 2PF
Department for Transport|British Transport Police|28/10/2011|RECRUITMENT COSTS|HR RECRUITMENT BC BIRMINGHAM|RFCA-GL|253200|567||SW6 3JS
Department for Transport|British Transport Police|28/10/2011|TRAINING-POLICE|LN OPERATIONS|MINISTRY OF DEFENCE - DBS FINANCE|253356|4215.75||L2 3YL
Department for Transport|British Transport Police|28/10/2011|TRAINING-POLICE|LN OPERATIONS|MINISTRY OF DEFENCE - DBS FINANCE|253357|-945||L2 3YL
Department for Transport|British Transport Police|28/10/2011|TELEPHONE- MOBILES|LN FINANCE|VODAFONE LTD (CORPORATE)|253358|13,649.59||RG14 5FF
Department for Transport|British Transport Police|28/10/2011|SERVICE CHARGES|LN L'POOL ST STAFF COSTS|CORPORATION OF LONDON|253359|2702.31||EC2P 2EJ
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN FINANCE|Mayfield Cleaning Contractors|253360|558||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN FINANCE|Mayfield Cleaning Contractors|253362|1497.65||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN OUTER LONDON CID|Mayfield Cleaning Contractors|253362|445.54||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN EBBSFLEET|Mayfield Cleaning Contractors|253362|309.6||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN ST PANCRAS STAFF COSTS|Mayfield Cleaning Contractors|253362|321.5||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN KINGS CROSS STAFF COSTS|Mayfield Cleaning Contractors|253362|1006.13||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN CAMBRIDGE STAFF COSTS|Mayfield Cleaning Contractors|253362|279.7||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN NORWICH STAFF COSTS|Mayfield Cleaning Contractors|253362|311.86||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN SOUTHEND STAFF COSTS|Mayfield Cleaning Contractors|253362|417.6||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN IPSWICH STAFF COSTS|Mayfield Cleaning Contractors|253362|74.4||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN PETERBOROUGH STAFF COSTS|Mayfield Cleaning Contractors|253362|492.67||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN LONDON OVERGROUND - LOROL|Mayfield Cleaning Contractors|253362|345.6||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN LONDON MAYORS SUBURBAN TEAM|Mayfield Cleaning Contractors|253362|216||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN EUSTON STAFF COSTS|Mayfield Cleaning Contractors|253362|515.28||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN PADDINGTON STAFF COSTS|Mayfield Cleaning Contractors|253362|528.53||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN MILTON KEYNES STAFF COSTS|Mayfield Cleaning Contractors|253362|311.86||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN L'POOL ST STAFF COSTS|Mayfield Cleaning Contractors|253363|326.4||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN IPSWICH STAFF COSTS|Mayfield Cleaning Contractors|253363|316.8||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN READING STAFF COSTS|Mayfield Cleaning Contractors|253363|576||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|CLEANING CONTRACT- BUILDINGS|LN CUSTODY|Mayfield Cleaning Contractors|253364|1,512.00||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|REFUSE COLLECTION|LN CUSTODY|Mayfield Cleaning Contractors|253364|230.4||SS9 2AH
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|LN IPSWICH STAFF COSTS|HUDSON GLOBAL RESOURCES LTD|253369|523.48||G2 4AD
Department for Transport|British Transport Police|28/10/2011|SEASON TICKET LOAN|FORCE BALANCE SHEET (EXCL.FAR)|ATOC RAIL TRAVEL ACCOUNT|253370|5,176.00||SG1 2YN
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|HR RECRUITMENT BC BIRMINGHAM|Reed Employment|253371|759.56||SW20 OBA
Department for Transport|British Transport Police|28/10/2011|TEMPORARY STAFF|HR RECRUITMENT BC BIRMINGHAM|Reed Employment|253372|725.48||SW20 OBA
