DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|POSTCODE
Department for Transport|Department for Transport|07/11/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000016634|3786.66|#|EC4V 4BG
Department for Transport|Department for Transport|07/11/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000016634|3786.66|#|EC4V 4BG
Department for Transport|Department for Transport|07/11/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000016634|3545.7|#|EC4V 4BG
Department for Transport|Department for Transport|07/11/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000016634|3029.33|#|EC4V 4BG
Department for Transport|Department for Transport|07/11/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000016634|2616.24|#|EC4V 4BG
Department for Transport|Department for Transport|07/11/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000016634|3786.66|#|EC4V 4BG
Department for Transport|Department for Transport|07/11/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000016634|3545.7|#|EC4V 4BG
Department for Transport|Department for Transport|07/11/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000016634|757.33|#|EC4V 4BG
Department for Transport|Department for Transport|07/11/2013|Building Service Cha|Business Transformation|AMEY COMMUNITY LTD|2000016656|225358.01|#|OX4 4DQ
Department for Transport|Department for Transport|07/11/2013|Data Supply - TD|Transport Direct and Travel information|BASEMAP LIMITED|2000016651|2848.99|#|GU2 7YG
Department for Transport|Department for Transport|07/11/2013|Investigation Servic|Managing Director Motoring Services|Procordia Ltd|2000016655|1968.49|#|TN39 4SR
Department for Transport|Department for Transport|07/11/2013|Investigation Servic|Managing Director Motoring Services|Procordia Ltd|2000016655|682.5|#|TN39 4SR
Department for Transport|Department for Transport|07/11/2013|Investigation Servic|Managing Director Motoring Services|Procordia Ltd|2000016655|2223|#|TN39 4SR
Department for Transport|Department for Transport|07/11/2013|IT Consultancy|Rail Commercial Contracts|ATOS IT SERVICES UK LTD|2000016633|14071.36|#|WV10 6UH
Department for Transport|Department for Transport|07/11/2013|IT Ser Running Costs|Roads|EVOLVE BUSINESS CONSULTANCY LTD|2000016637|1728|#|GU10 1DW
Department for Transport|Department for Transport|07/11/2013|Legal Consultancy|Business Transformation|BLAKE LAPTHORN|2000016649|16|#|SO53 3LG
Department for Transport|Department for Transport|07/11/2013|Legal Consultancy|Business Transformation|BLAKE LAPTHORN|2000016649|6|#|SO53 3LG
Department for Transport|Department for Transport|07/11/2013|Office Fur & Equip|Maritime|CAPITA SYMONDS LTD|2000016635|1560|#|DL1 9HN
Department for Transport|Department for Transport|07/11/2013|Prog&ProjMgmt Consul|DASH|PARSONS BRINCKERHOFF LTD|2000016641|87453.32|#|NE4 7YQ
Department for Transport|Department for Transport|07/11/2013|Storage & Distributi|Roads|NEAL DISPLAY LTD|2000016640|1475.29|#|SG13 7BJ
Department for Transport|Department for Transport|07/11/2013|Support Services|Permanent Secretary|DRIVER & VEHICLE LICENSING AGENCY|2000016657|3249.8|#|SA6 7JL
Department for Transport|Department for Transport|07/11/2013|Support Services|Marine Accident Investigation Branch|TEST HOUSE (CAMBRIDGE) LTD|2000016644|4036|#|CB21 6AL
Department for Transport|Department for Transport|07/11/2013|Transport  Consult|Business Transformation|BLAKE LAPTHORN|2000016649|3600|#|SO53 3LG
Department for Transport|Department for Transport|07/11/2013|Transport  Consult|Business Transformation|BLAKE LAPTHORN|2000016649|11632.8|#|SO53 3LG
Department for Transport|Department for Transport|07/11/2013|Water|Rail Accident Investigation Branch|SEVERN TRENT WATER LTD|2000016643|980.88|#|CV3 6SD
Department for Transport|Department for Transport|08/11/2013|Agency Staff Costs|Local|SPRING TECHNOLOGY LTD  ALSO T/A|2000016731|762.48|#|B37 7YE
Department for Transport|Department for Transport|08/11/2013|Agency Staff Costs|Highspeed 2|BADENOCH & CLARK|2000016720|1755.66|#|EC4V 4BG
Department for Transport|Department for Transport|08/11/2013|Agency Staff Costs|Refran Prog Off|MICHAEL PAGE INTERNATIONAL|2000016728|3333|#|SL1 3SA
Department for Transport|Department for Transport|08/11/2013|Building Service Cha|Business Transformation|AMEY COMMUNITY LTD|2000016748|225358.01|#|OX4 4DQ
Department for Transport|Department for Transport|08/11/2013|Building Service Cha|Business Transformation|AMEY COMMUNITY LTD|2000016748|202178.36|#|OX4 4DQ
Department for Transport|Department for Transport|08/11/2013|Car Hire and Leasing|Motoring Services|LEX AUTOLEASE LTD|2000016718|433.94|#|BL9 8RT
Department for Transport|Department for Transport|08/11/2013|Computer equipment|Analysis/Science|SPECIALIST COMPUTER CENTRES PLC|2000016730|1459.34|#|B11 2LE
Department for Transport|Department for Transport|08/11/2013|Data Supply - TD|Local|DEREK HALDEN CONSULTANCY LTD|2000016732|5880|#|EH49 6AQ
Department for Transport|Department for Transport|08/11/2013|Debt Collection|Group Finance|INFOTECH ENTERPRISES EUROPE LTD|1500000017|-35943.25|#|WC1V 6RL
Department for Transport|Department for Transport|08/11/2013|Financial Consultanc|Business Transformation|PRGX UK LIMITED|2000016737|8176.8|#|LU1 3LU
Department for Transport|Department for Transport|08/11/2013|Further Educ Cost|Transport Security - Security Compliance Division |IIR LTD|2000016736|1162|#|CO3 3LP
Department for Transport|Department for Transport|08/11/2013|Legal Consultancy|Rail Commercial Contracts|Eversheds LLP|2000016738|4297.8|#|EC2V 7WS
Department for Transport|Department for Transport|08/11/2013|Newspapers|Business Transformation|JONES YARRELL LEADENHALL|2000016722|576.47|#|E3 3JH
Department for Transport|Department for Transport|08/11/2013|Other Advertising|Local|PENNA COMMUNICATIONS|2000016734|996.55|#|EC4M 7RD
Department for Transport|Department for Transport|08/11/2013|Other Advertising|Local|PENNA COMMUNICATIONS|2000016734|4178.43|#|EC4M 7RD
Department for Transport|Department for Transport|08/11/2013|Other Advertising|Local|PENNA COMMUNICATIONS|2000016734|9584.02|#|EC4M 7RD
Department for Transport|Department for Transport|08/11/2013|Prog&ProjMgmt Consul|DASH|Rail Settlement Plan|2000016725|147454.8|#|EC1A 4HD
Department for Transport|Department for Transport|08/11/2013|Publications & Book|Aviation Security |SOFTWARE LOGISTICS LTD|2000016729|1410|#|HP13 6EQ
Department for Transport|Department for Transport|08/11/2013|Publications & Book|Aviation Security |SOFTWARE LOGISTICS LTD|2000016729|1410|#|HP13 6EQ
Department for Transport|Department for Transport|08/11/2013|Rent - L&B (non-PFI)|Business Transformation|DWP SHARED SERVICES|2000016749|19108.44|#|CF14 3UW
Department for Transport|Department for Transport|08/11/2013|Rent - L&B (non-PFI)|Business Transformation|HOME OFFICE SHARED SERVICE CENTRE|2000016751|195699|Rent at 2 Marsham Street, London|NP20 9BB
Department for Transport|Department for Transport|08/11/2013|Support Services|Permanent Secretary|DRIVER & VEHICLE LICENSING AGENCY|2000016752|4169.46|#|SA6 7JL
Department for Transport|Department for Transport|08/11/2013|Support Services|General Counsel's Office|Thompsons Solicitors|2000016745|53055|#|HA1 3AP
Department for Transport|Department for Transport|08/11/2013|Telephone charges|Business Transformation|COMMUNITIES AND LOCAL GOVERNMENT|2000016750|16023.8|#|HP2 4XN
Department for Transport|Department for Transport|08/11/2013|Training|General Counsel's Office|Altior Consulting&Training Limited|2000016744|2925|#|CF10 1ES
Department for Transport|Department for Transport|08/11/2013|Transport  Consult|Local|ALPINE INTERIM|2000016733|1199.99|#|EC4A 2AB
Department for Transport|Department for Transport|08/11/2013|Transport  Consult|Rail and Road Projects|JACOBS UK LTD|2000016721|180019.8|#|G2 7HX
Department for Transport|Department for Transport|08/11/2013|Transport  Consult|Aviation|JUBB Consulting Engineers Ltd|2000016746|15072|#|BS1 4NH
Department for Transport|Department for Transport|08/11/2013|Transport  Consult|Refran Prog Off|PARSONS BRINCKERHOFF LTD|2000016724|43335.42|#|NE4 7YQ
Department for Transport|Department for Transport|11/11/2013|Agency Staff Costs|Corporate Governance|PARITY RESOURCES LTD|2000016841|8035.92|#|SW19 3RU
Department for Transport|Department for Transport|11/11/2013|Agency Staff Costs|Corporate Governance|PARITY RESOURCES LTD|2000016841|15268.25|#|SW19 3RU
Department for Transport|Department for Transport|11/11/2013|Agency Staff Costs|Business Transformation|LA INTERNATIONAL COMPUTER|2000016832|5352.96|#|ST1 5UB
Department for Transport|Department for Transport|11/11/2013|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000016840|3210|#|SL1 3SA
Department for Transport|Department for Transport|11/11/2013|Agency Staff Costs|Local|SPRING TECHNOLOGY LTD  ALSO T/A|2000016845|934.4|#|B37 7YE
Department for Transport|Department for Transport|11/11/2013|Agency Staff Costs|Rail Commercial Contracts|METHODS CONSULTING LTD|2000016833|9259.66|#|WC2H 8AD
Department for Transport|Department for Transport|11/11/2013|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000016840|4608|#|SL1 3SA
Department for Transport|Department for Transport|11/11/2013|Agency Staff Costs|Refran Prog Off|MICHAEL PAGE INTERNATIONAL|2000016840|660|#|SL1 3SA
Department for Transport|Department for Transport|11/11/2013|Agents Fees|Business Transformation|xxxxxx|2000016851|966|#|xxxxxx
Department for Transport|Department for Transport|11/11/2013|Conferences / Semina|Greener Transport & International|DFT ONE TIME VENDOR|1700000090|-2740.2|Recharge @ One Great George Street|SW1P 4DR
Department for Transport|Department for Transport|11/11/2013|Curr Grt Overseas|Aviation|ICAO (TEL SAP HELPDESK)|2000016865|2845.89|Manual Payment 4,575.00 US$|H3C 5H7
Department for Transport|Department for Transport|11/11/2013|Curr Grt Overseas|Aviation|ICAO (TEL SAP HELPDESK)|2000016865|46537.14|Manual Payment 415,551.00 DKK|H3C 5H7
Department for Transport|Department for Transport|11/11/2013|Data Supply - TD|Transport Direct and Travel information|ATOS IT SERVICES UK LTD|2000016830|4821.6|#|WV10 6UH
Department for Transport|Department for Transport|11/11/2013|Financial Consultanc|Refran Prog Off|GRANT THORNTON UK LLP|2000016843|63954.08|#|NN4 7YE
Department for Transport|Department for Transport|11/11/2013|IT Ser Running Costs|Transport Direct and Travel information|ATOS IT SERVICES UK LTD|2000016842|10418.4|#|WV10 6UH
Department for Transport|Department for Transport|11/11/2013|IT Ser Running Costs|Transport Direct and Travel information|ATOS IT SERVICES UK LTD|2000016830|133044|#|WV10 6UH
Department for Transport|Department for Transport|11/11/2013|IT Ser Running Costs|Transport Direct and Travel information|ATOS IT SERVICES UK LTD|2000016830|9073.2|#|WV10 6UH
Department for Transport|Department for Transport|11/11/2013|IT Ser Running Costs|Transport Direct and Travel information|ATOS IT SERVICES UK LTD|2000016830|2289.6|#|WV10 6UH
Department for Transport|Department for Transport|11/11/2013|Legal Consultancy|General Counsel's Office|Paul Lasok QC|2000016857|6110.83|#|WC1R 5NR
Department for Transport|Department for Transport|11/11/2013|Printing|Marine Accident Investigation Branch|WILLIAMS LEA LIMITED|2000016855|6897|#|NR3 1PD
Department for Transport|Department for Transport|11/11/2013|Printing|DASH|WILLIAMS LEA LIMITED|2000016855|3757.1|#|NR3 1PD
Department for Transport|Department for Transport|11/11/2013|Publicity|Highspeed 2|ABBOTT MEAD VICKERS BBDO LTD|2000016827|45284.08|#|NW1 5QE
Department for Transport|Department for Transport|11/11/2013|Small Software|Business Transformation|ODIN TECHNOLOGY LTD|2000016856|1008|#|RG2 0TD
Department for Transport|Department for Transport|11/11/2013|Support Services|Aviation|INFRATIL KENT AIRPORT LTD|2000016847|24501|#|CT12 5BP
Department for Transport|Department for Transport|11/11/2013|Support Services|Group HR|DRIVER & VEHICLE LICENSING AGENCY|2000016863|537338|#|SA6 7JL
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|2160|Azzurri - Additional Engineering Resource|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|17070|Azurri - Training|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|35876.42|Additional Headsets|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|26400|MCD Enterprise Licences x200|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|1020|DECT Survey|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|3917.98|Additional conference unit remote mice|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|1200|PS time empowered visit|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|11769.6|MAIB Southampton|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|12026.96|Conference Equipmen|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|3364.19|DECT Equipment|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000016852|1200|Additional Training Days|WS9 0RB
Department for Transport|Department for Transport|11/11/2013|Telephone Line Rent|Business Transformation|VODAFONE LTD|2000016838|13554.2|Vodafone - Acc No. UK13009716 Nov 201|RG14 5FF
Department for Transport|Department for Transport|11/11/2013|Traffic Survey & Cou|Roads|LEEDS CITY COUNCIL|2000016839|24750|#|LS2 8JR
Department for Transport|Department for Transport|11/11/2013|Training|Aviation|xxxxxx|2000016853|606|#|xxxxxx
Department for Transport|Department for Transport|11/11/2013|Training|Corporate Governance|XAFINITY CONSULTING LIMITED|2000016846|2160|#|RG1 1NN
Department for Transport|Department for Transport|11/11/2013|Training|Group HR|SCT CONSULTANTS LTD|2000016854|4000|#|W8 5RL
Department for Transport|Department for Transport|11/11/2013|Transport  Consult|Rail|TRANSPORT RESEARCH LABORATORY|2000016835|47179.75|#|RG40 3GA
Department for Transport|Department for Transport|11/11/2013|Transport  Consult|Aviation|NATS (EN ROUTE) PLC|2000016850|10204.21|#|PO15 7FI
Department for Transport|Department for Transport|11/11/2013|Travel Expenses UK|Marine Accident Investigation Branch|CLYDE TRAVEL|2000016831|1028.4|Clyde    30/10/2013 London /Berlin|G51 1HJ
Department for Transport|Department for Transport|12/11/2013|Agency Staff Costs|Commercial & Technical Services|BADENOCH & CLARK|2000016926|4510.56|#|EC4V 4BG
Department for Transport|Department for Transport|12/11/2013|Agency Staff Costs|Commercial & Technical Services|BADENOCH & CLARK|2000016926|5638.2|#|EC4V 4BG
Department for Transport|Department for Transport|12/11/2013|Agency Staff Costs|Commercial & Technical Services|BADENOCH & CLARK|2000016926|5638.2|#|EC4V 4BG
Department for Transport|Department for Transport|12/11/2013|Agency Staff Costs|Commercial & Technical Services|BADENOCH & CLARK|2000016926|5638.2|#|EC4V 4BG
Department for Transport|Department for Transport|12/11/2013|Agency Staff Costs|MPL Director's Office|EXPERIS LTD|2000016928|3851.7|#|EC1R 3DR
Department for Transport|Department for Transport|12/11/2013|Agency Staff Costs|Rail Commercial Contracts|EXPERIS LTD|2000016928|1607.1|#|EC1R 3DR
Department for Transport|Department for Transport|12/11/2013|Agency Staff Costs|Managing Director Motoring Services|SPRING TECHNOLOGY LTD  ALSO T/A|2000016941|3182.4|#|B37 7YE
Department for Transport|Department for Transport|12/11/2013|Agency Staff Costs|Roads|EXPERIS LTD|2000016928|6562.33|#|EC1R 3DR
Department for Transport|Department for Transport|12/11/2013|Agency Staff Costs|Managing Director Motoring Services|BADENOCH & CLARK|2000016926|3705|#|EC4V 4BG
