DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|DISABLED LIVING CENTRE|2000007443|30730|Mobility Centres Payments Q2 2014-15|BS16 2QQ|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|EAST ANGLIAN DRIVEABILITY|2000007444|87483|Mobility Centres Payments Q2 2014-15|IP24 3RL|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|FORUM OF MOBILITY CENTRES|2000007455|25373|Mobility Centres Payments Q2 2014-15|IP24 3RL|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|HERTFORDSHIRE ACTION ON DISABILITY|2000007454|42030|Mobility Centres Payments Q2 2014-15|AL7 4DD|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|KENT COMMUNITY HEALTH NHS TRUST|2000007429|71774|Mobility Centres Payments Q2 2014-15|CT1 3NG|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|N. West Driving Assessment Service|2000007427|63239|Mobility Centres Payments Q2 2014-15|WA11 9SJ|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|NORTHUMBERLAND TYNE & WEAR NHS TRUS|2000007445|50305|Mobility Centres Payments Q2 2014-15|NE3 3XT|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|QUEEN ELIZABETHS FOUNDATION|2000007446|104355|Mobility Centres Payments Q2 2014-15|SM5 4NR|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|REGIONAL DRIVING ASSESSMENT CENTRE|2000007447|151373|Mobility Centres Payments Q2 2014-15|B8 1AU|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|WESSEX DRIVEABILITY|2000007448|56489|Mobility Centres Payments Q2 2014-15|SO17 2LJ|
Department for Transport|Department for Transport|07/07/2014|CurrGrtPriSec-P&NPIS|Local|WILLIAM MERRITT DISABLED LIVING|2000007449|38989|Mobility Centres Payments Q2 2014-15|LS12 3QE|
Department for Transport|Department for Transport|07/07/2014|Financial Consultanc|Rail Franchising|Pricewaterhouse Coopers LLP|2000007438|193204.8|#|SE1 2RD|
Department for Transport|Department for Transport|07/07/2014|Home Phone Charges|Rail Accident Investigation Branch|MAIN-TEL|2000007434|571.52|#|TS17 0AQ|
Department for Transport|Department for Transport|07/07/2014|Investigation Servic|Motoring Services|Procordia Ltd|2000007463|2210.38|#|TN39 4SR|
Department for Transport|Department for Transport|07/07/2014|Investigation Servic|Motoring Services|Procordia Ltd|2000007463|565.5|#|TN39 4SR|
Department for Transport|Department for Transport|07/07/2014|IT Ser Running Costs|Group Communication|CENTERPRISE INTERNATIONAL LIMITED|2000007457|573.41|#|RG24 8GQ|
Department for Transport|Department for Transport|07/07/2014|IT Ser Running Costs|Group Communication|ROAD SAFETY ANALYSIS LIMITED|2000007456|2400|#|OX17 1JA|
Department for Transport|Department for Transport|07/07/2014|L&B Excl Dwellings|Maritime|FAITHFUL & GOULD LTD|2000007467|12193.91|#|CF24 0AD|
Department for Transport|Department for Transport|07/07/2014|Marketing|Analysis & Strategy|OVE ARUP & PARTNERS|2000007437|142888.14|#|NE1 3PL|
Department for Transport|Department for Transport|07/07/2014|Non Stock Machine Co|Motoring Services|XMA LIMITED GOSC|2000007459|595.94|#|NG11 7EP|
Department for Transport|Department for Transport|07/07/2014|Recruitment Fees|Policy, Legislation and Funding|SAXTON BAMPFLYDE HEVER|2000007430|7425|#|SW1H 9JA|
Department for Transport|Department for Transport|07/07/2014|Research|Analysis & Strategy|SAMI Consulting Ltd|2000007464|8772|#|RG14 1DY|
Department for Transport|Department for Transport|07/07/2014|Research|Local|WSP UK Limited T/A WSP Civils|2000007440|11694.8|#|GL20 8SJ|
Department for Transport|Department for Transport|07/07/2014|Research|Local|WSP UK Limited T/A WSP Civils|2000007440|15730.7|#|GL20 8SJ|
Department for Transport|Department for Transport|07/07/2014|Support Services|Aviation|NORWICH AIRPORT LTD|2000007436|30378|#|NR6 6JA|
Department for Transport|Department for Transport|07/07/2014|Support Services|Group Human Resource|DRIVER & VEHICLE LICENSING AGENCY|2000007428|790786|#|SA6 7JL|
Department for Transport|Department for Transport|07/07/2014|Transport  Consult|Motoring, Freight & London|ANALYTICAL SERVICES|2000007460|3000|#|CR3 5DW|
Department for Transport|Department for Transport|07/07/2014|Transport  Consult|Major Projects & Growth|MOTT MACDONALD|2000007435|89420.11|#|CR9 2UL|
Department for Transport|Department for Transport|07/07/2014|Transport  Consult|Major Projects & Growth|MOTT MACDONALD|2000007435|65255.4|#|CR9 2UL|
Department for Transport|Department for Transport|07/07/2014|Transport  Consult|Major Projects & Growth|MOTT MACDONALD|2000007435|80265.54|#|CR9 2UL|
Department for Transport|Department for Transport|07/07/2014|Transport  Consult|Rail Commercial & Programme Office|ATKINS LTD (TRANSPORT PLANNING)|2000007432|3922.2|#|WR5 1TX|
Department for Transport|Department for Transport|08/07/2014|Agency Staff Costs|Motoring Services|BROOK STREET (UK) LIMITED|2000007528|624.78|#|AL1 4JB|
Department for Transport|Department for Transport|08/07/2014|Agency Staff Costs|Major Projects & Growth|CAPITA RESOURCING LTD|2000007532|7132.5|#|DL1 9HN|
Department for Transport|Department for Transport|08/07/2014|Agency Staff Costs|Major Projects & Growth|MICHAEL PAGE INTERNATIONAL|2000007531|3812.58|#|SL1 3SA|
Department for Transport|Department for Transport|08/07/2014|Agency Staff Costs|Major Projects & Growth|MICHAEL PAGE INTERNATIONAL|2000007531|-3540|#|SL1 3SA|
Department for Transport|Department for Transport|08/07/2014|Agency Staff Costs|Major Projects & Growth|SPRING TECHNOLOGY LTD  ALSO T/A|2000007535|1320|#|B37 7YE|
Department for Transport|Department for Transport|08/07/2014|Agency Staff Costs|Motoring Services|SPRING TECHNOLOGY LTD  ALSO T/A|2000007535|3182.4|#|B37 7YE|
Department for Transport|Department for Transport|08/07/2014|Agency Staff Costs|Strategic Roads & Smart Ticketing|CAPITA RESOURCING LTD|2000007532|6244.85|#|DL1 9HN|
Department for Transport|Department for Transport|08/07/2014|Agency Staff Costs|Transport Security Strategy|CAPITA RESOURCING LTD|2000007532|8359.3|#|DL1 9HN|
Department for Transport|Department for Transport|08/07/2014|Agents Fees|Group Finance|RAILWAYS PENSION MANAGEMENT LT|2000007534|614983.58|#|DL3 6EH|
Department for Transport|Department for Transport|08/07/2014|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000007520|355000|ROSECOTT/PEARCEN|CF10 5BT|
Department for Transport|Department for Transport|08/07/2014|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000007518|1308.2|BURYFARM/PEARCEN|CF10 5BT|
Department for Transport|Department for Transport|08/07/2014|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000007519|405500|38BURFORD/PEARCE|CF10 5BT|
Department for Transport|Department for Transport|08/07/2014|Car Hire and Leasing|Motoring Services|Saltco Ltd T/A Kelly Executive|2000007543|2383.5|#|SE15 4RF|
Department for Transport|Department for Transport|08/07/2014|ERNIC|Group Procurement & Estate|DFT ONE TIME VENDOR|2000007521|3362.98|BRBR:CLASS1ANIC|SW1P 4DR|
Department for Transport|Department for Transport|08/07/2014|Financial Consultanc|Rail Franchising|ERNST & YOUNG LLP|2000007524|110663.2|#|SE1 2AF|
Department for Transport|Department for Transport|08/07/2014|HR Consultancy|Group Human Resource|BENEFEX LIMITED|2000007536|63297.3|#|SO15 2JU|
Department for Transport|Department for Transport|08/07/2014|Machinery Rental|Motoring Services|DANWOOD GROUP LTD|2000007523|1276.11|#|LN6 3DG|
Department for Transport|Department for Transport|08/07/2014|Mobile Phone charges|Centrally held prog-NATs|VODAFONE LTD|2000007529|5648.56|Vodafone - GCDA - June 2014|RG14 5FF|
Department for Transport|Department for Transport|08/07/2014|Mobile Phone charges|Group Finance|T-MOBILE (UK) LTD|2000007527|672.56|T-Mobile - June 2014 43361515|AL10 9BW|
Department for Transport|Department for Transport|08/07/2014|Mobile Phone charges|Group Finance|VODAFONE LTD|2000007529|8058|charges 14/6/14|RG14 5FF|
Department for Transport|Department for Transport|08/07/2014|Publications for Res|Group Finance|WordWright Editorial Services|2000007545|784|#|B67 5RE|
Department for Transport|Department for Transport|08/07/2014|Purchasing Card Char|RTL DG's Office|BARCLAYS BANK PLC|2000007522|961.74|Barclays - DfT RAIL - June 2014|NN4 7SG|
Department for Transport|Department for Transport|08/07/2014|Purchasing Card Char|Centrally held prog-NATs|BARCLAYS BANK PLC|2000007522|26129.38|Barclays - DfT ISE - June 2014|NN4 7SG|
Department for Transport|Department for Transport|08/07/2014|Purchasing Card Char|Centrally held prog-NATs|BARCLAYS BANK PLC|2000007522|26419|Barclays - DfT ISE - June 2014|NN4 7SG|
Department for Transport|Department for Transport|08/07/2014|Purchasing Card Char|Group Finance|BARCLAYS BANK PLC|2000007522|41767.27|Barclays - DfT R&S - June 2014|NN4 7SG|
Department for Transport|Department for Transport|08/07/2014|Purchasing Card Char|Group Finance|BARCLAYS BANK PLC|2000007522|3587.07|Barclays - DfT R&S - June 2014|NN4 7SG|
Department for Transport|Department for Transport|08/07/2014|Support Services|Aviation|TAG FARNBOROUGH AIRPORT LTD|2000007526|30377.99|#|GU14 6XA|
Department for Transport|Department for Transport|08/07/2014|Support Services|Group Finance|DD ACCRAILWAY PENS TRUSTEE|2000007533|1159.36|#|DL3 6XR|
Department for Transport|Department for Transport|08/07/2014|Telephone Line Rent|Group Finance|VODAFONE LTD|2000007529|13554.2|Vodafone Various July 2014 Rental|RG14 5FF|
Department for Transport|Department for Transport|08/07/2014|Training|Group Human Resource|DEVELOPMENT PROCESSES GROUP PLC|2000007537|7895|#|M28 7BQ|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Group Finance|Badenoch & Clark c/o Lauren Rogers|2000007594|3347.7|#|B37 7YE|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Group Finance|Badenoch & Clark c/o Lauren Rogers|2000007594|3347.7|#|B37 7YE|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Group Finance|Badenoch & Clark c/o Lauren Rogers|2000007594|2678.16|#|B37 7YE|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Motoring Services|BROOK STREET (UK) LIMITED|2000007606|690.88|#|AL1 4JB|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA RESOURCING LTD|2000007615|18720|#|DL1 9HN|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Rail Commercial & Programme Office|MORGAN HUNT UK LTD|2000007600|3527.5|#|EC4M 7EG|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Rail Commercial & Programme Office|MORGAN HUNT UK LTD|2000007600|4703.33|#|EC4M 7EG|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Group Finance|CAPITA BUSINESS SERVICES LTD|2000007591|2355.36|#|DL1 9HN|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Policy, Legislation and Funding|ADVANTAGE RESOURCING UK LTD|2000007619|5400|#|RG21 4FF|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Policy, Legislation and Funding|ADVANTAGE RESOURCING UK LTD|2000007619|1080|#|RG21 4FF|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Policy, Legislation and Funding|ADVANTAGE RESOURCING UK LTD|2000007619|2160|#|RG21 4FF|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Policy, Legislation and Funding|ADVANTAGE RESOURCING UK LTD|2000007619|4320|#|RG21 4FF|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000007594|2965.43|#|B37 7YE|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000007594|4448.15|#|B37 7YE|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000007594|4942.38|#|B37 7YE|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000007594|3459.67|#|B37 7YE|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Policy, Legislation and Funding|CAPITA RESOURCING LTD|2000007615|28560|#|DL1 9HN|
Department for Transport|Department for Transport|09/07/2014|Agency Staff Costs|Rail Commercial & Programme Office|MICHAEL PAGE INTERNATIONAL|2000007614|579.12|#|SL1 3SA|
Department for Transport|Department for Transport|09/07/2014|Agents Fees|Strategic Roads & Smart Ticketing|NORTHGATE INFORMATION SOLUTIONS|2000007588|179100|#|HP2 4NW|
Department for Transport|Department for Transport|09/07/2014|Car Tax & Insurance|Motoring Services|Clifford Thames (Holdings) Limited|2000007624|671.93|#|CM2 5TH|
Department for Transport|Department for Transport|09/07/2014|Car Tax & Insurance|Motoring Services|Inchcape Retail Ltd|2000007623|521.87|#|NG8 9LN|
Department for Transport|Department for Transport|09/07/2014|Cars Maintenance|Motoring Services|ATS Euromaster Ltd|2000007592|3264.79|#|EN11 1HH|
Department for Transport|Department for Transport|09/07/2014|Cars Maintenance|Motoring Services|Ford Retail Ltd|2000007622|724.63|#|BS3 2TN|
Department for Transport|Department for Transport|09/07/2014|Gas|Group Procurement & Estate|CORONA ENERGY RETAIL 4 LTD|2000007595|1461.9|Corona - 22.5 to 1.6.14 GMH|WD17 1JW|
Department for Transport|Department for Transport|09/07/2014|Hospitality|Group Procurement & Estate|AMEY COMMUNITY LIMITED|2000007593|3911.48|Hospitality charges May 2014|OX4 4DQ|
Department for Transport|Department for Transport|09/07/2014|Legal Consultancy|Group Procurement & Estate|DFT ONE TIME VENDOR|2000007630|1955.38|CMS Cameron McKenna LLP|SW1P 4DR|
Department for Transport|Department for Transport|09/07/2014|Legal Consultancy|Transport Security Strategy|PHELPS DUNBAR LLP|2000007589|27545.72|#|70130|
Department for Transport|Department for Transport|09/07/2014|Cap Grt Pri Sec-Cos.|Network Rail Loans|Network Rail Infstrcture (Treasury)|2000007558|450000000|Network Rail Loan|N1 9AG|
Department for Transport|Department for Transport|09/07/2014|Machinery Rental|Rail Accident Investigation Branch|Konica Minolta Bus. Solutions (UK)|100010218|578.48|#|SS14 3AR|
Department for Transport|Department for Transport|09/07/2014|Machinery Rental|Rail Accident Investigation Branch|Konica Minolta Bus. Solutions (UK)|100010218|-578.48|#|SS14 3AR|
Department for Transport|Department for Transport|09/07/2014|Other Professional F|Group Finance|Arvato Ltd|2000007629|224955|#|HU10 6FE|
Department for Transport|Department for Transport|09/07/2014|Recruitment Fees|Rail Accident Investigation Branch|TMP UK LTD|2000007590|2176.8|#|W1T 7RQ|
Department for Transport|Department for Transport|09/07/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000007608|13026|MSRS Freight Grant|xxxxxx|
Department for Transport|Department for Transport|09/07/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000007609|52719.44|MSRS Freight Grant|xxxxxx|
Department for Transport|Department for Transport|09/07/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000007610|743729.97|MSRS Freight Grant|xxxxxx|
Department for Transport|Department for Transport|09/07/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000007611|213398|MSRS Freight Grant|xxxxxx|
Department for Transport|Department for Transport|09/07/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000007612|71979|MSRS Freight Grant|xxxxxx|
Department for Transport|Department for Transport|09/07/2014|Support Services|Aviation|EXETER & DEVON AIRPORT LIMITED|2000007597|30378|#|EX5 2BD|
Department for Transport|Department for Transport|09/07/2014|Support Services|Aviation|MET OFFICE|2000007599|116576.1|#|EX1 3PB|
Department for Transport|Department for Transport|09/07/2014|Support Services|Aviation|NEWCASTLE INTERNATIONAL AIRPORT LTD|2000007601|30378|#|NE13 8BZ|
Department for Transport|Department for Transport|09/07/2014|Telecom Equipment|Motoring Services|BT IT Services Ltd|2000007616|74098.56|#|OX4 2RW|
Department for Transport|Department for Transport|09/07/2014|Training|Aviation|xxxxxx|2000007617|604|#|xxxxxx|
Department for Transport|Department for Transport|10/07/2014|Agency Staff Costs|Air Accident Investigation Branch|HAYS PERSONNEL SERVICE LTD|2000007657|739.68|#|KT3 4JQ|
Department for Transport|Department for Transport|10/07/2014|Agency Staff Costs|Air Accident Investigation Branch|HAYS PERSONNEL SERVICE LTD|2000007657|739.68|#|KT3 4JQ|
Department for Transport|Department for Transport|10/07/2014|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000007661|4036.38|#|BN11 2BW|
Department for Transport|Department for Transport|10/07/2014|Agency Staff Costs|Group Finance|ALLEN LANE FINANCIAL RECRUITMENT|2000007661|3632.75|#|BN11 2BW|
