DEPARTMENTALFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE|2
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Local|BROOK STREET (UK) LIMITED|2000006797|710.64|#|AL1 4JB|
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Local|BROOK STREET (UK) LIMITED|2000006797|636.25|#|AL1 4JB|
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Motoring Services|CAPITA BUSINESS SERVICES LTD|2000006782|4385.33|#|DL1 9HN|
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Group Finance|Insight MSC Limited|2000006826|87012.77|#|WC1H 9LT|
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000006782|71619.12|#|DL1 9HN|
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000006782|5815.07|#|DL1 9HN|
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Environment & International Transport Analysis|CAPITA BUSINESS SERVICES LTD|2000006782|3532.74|#|DL1 9HN|
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Integrated Delivery|CAPITA BUSINESS SERVICES LTD|2000006782|4459.26|#|DL1 9HN|
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Group Finance|CAPITA BUSINESS SERVICES LTD|2000006782|1093.5|#|DL1 9HN|
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Group Finance|Experis Ltd|2000006788|3850.32|#|EC2M 2RB|
Department for Transport|Department for Transport|07/07/2015|Agency Staff Costs|Rail Franchising|MICHAEL PAGE INTERNATIONAL|2000006808|648|#|SL1 3SA|
Department for Transport|Department for Transport|07/07/2015|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000006822|27001|xxxxxxxx|CF10 5BT|
Department for Transport|Department for Transport|07/07/2015|Cap Grt Pri Sec-Cos.|Network Rail Sponsorship|Network Rail Infstrcture (Treasury)|2000006775|145000000|#|NW1 2DN|
Department for Transport|Department for Transport|07/07/2015|Computer equipment|Motoring Services|SOFTWARE BOX LTD|2000006793|3249.36|#|YO61 1ET|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|CORNWALL MOBILITY CENTRE LTD|2000006798|58160|Mobility Centres 2015-16 Q2|TR1 3LJ|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|DERBY HOSPITALS|2000006799|55627|Mobility Centres 2015-16 Q2|DE1 2QY|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|DISABLED LIVING CENTRE|2000006800|35680|Mobility Centres 2015-16 Q2|BS16 2QQ|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|EAST ANGLIAN DRIVEABILITY|2000006802|89440|Mobility Centres 2015-16 Q2|IP24 3RL|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|FORUM OF MOBILITY CENTRES|2000006812|25000|Mobility Centres 2015-16 Q2|IP24 3RL|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|HERTFORDSHIRE ACTION ON DISABILITY|2000006810|37760|Mobility Centres 2015-16 Q2|AL7 4DD|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|KENT COMMUNITY HEALTH NHS TRUST|2000006780|69840|Mobility Centres 2015-16 Q2|CT1 3NG|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|N. West Driving Assessment Service|2000006778|60480|Mobility Centres 2015-16 Q2|WA11 9SJ|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|NORTHUMBERLAND TYNE & WEAR NHS TRUS|2000006803|43040|Mobility Centres 2015-16 Q2|NE3 3XT|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|QUEEN ELIZABETHS FOUNDATION|2000006804|84987|Mobility Centres 2015-16 Q2|SM5 4NR|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|REGIONAL DRIVING ASSESSMENT CENTRE|2000006805|144000|Mobility Centres 2015-16 Q2|B8 1AU|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|WESSEX DRIVEABILITY|2000006806|54720|Mobility Centres 2015-16 Q2|SO17 2LJ|
Department for Transport|Department for Transport|07/07/2015|CurrGrtPriSec-P&NPIS|Local|WILLIAM MERRITT DISABLED LIVING|2000006807|63200|Mobility Centres 2015-16 Q2|LS12 3QE|
Department for Transport|Department for Transport|07/07/2015|HR Consultancy|Group Human Resource|ATOS IT Services UK Ltd|2000006785|589.06|#|WV10 6UH|
Department for Transport|Department for Transport|07/07/2015|Investigation Servic|Rail Accident Investigation Branch|ITS Testing Services UK Ltd|2000006789|18630|#|M1 2PW|
Department for Transport|Department for Transport|07/07/2015|IT Consultancy|Group Services, Change and Capability|Analystic Limited|2000006809|11424|#|SE1 1EN|
Department for Transport|Department for Transport|07/07/2015|IT Ser Running Costs|General Counsel's Office|Actica Consulting Limited|2000006813|1020|#|GU1 4AF|
Department for Transport|Department for Transport|07/07/2015|IT Ser Running Costs|Energy, Technology and International|TRIAD GROUP PLC|2000006795|13162.5|#|GU7 1XE|
Department for Transport|Department for Transport|07/07/2015|IT Ser Running Costs|Energy, Technology and International|TRIAD GROUP PLC|2000006795|6000|#|GU7 1XE|
Department for Transport|Department for Transport|07/07/2015|Legal Consultancy|Major Projects & Growth|DLA PIPER UK LLP|2000006787|23860.08|#|M2 3DL|
Department for Transport|Department for Transport|07/07/2015|Legal Consultancy|Major Projects & Growth|DLA PIPER UK LLP|2000006787|7594.56|#|M2 3DL|
Department for Transport|Department for Transport|07/07/2015|Legal Consultancy|Policy, Legislation and Funding|xxxxxx|2000006817|11808|#|xxxxxx|
Department for Transport|Department for Transport|07/07/2015|Legal Consultancy|Policy, Legislation and Funding|xxxxxx|2000006818|7200|#|xxxxxx|
Department for Transport|Department for Transport|07/07/2015|Legal Consultancy|Policy, Legislation and Funding|xxxxxx|2000006796|262260.6|#|SE1 9BB|
Department for Transport|Department for Transport|07/07/2015|Prog&ProjMgmt Consul|Motoring Services|Grange Car Wash|2000006824|1620|#|SE1 3AD|
Department for Transport|Department for Transport|07/07/2015|Recruitment|Group Services, Change and Capability|PENNA PLC|2000006792|8937.5|#|EC4M 7RD|
Department for Transport|Department for Transport|07/07/2015|Recruitment|Group Services, Change and Capability|PENNA PLC|2000006792|-2750|#|EC4M 7RD|
Department for Transport|Department for Transport|07/07/2015|Research|Motoring, Freight & London|Market & Opinion Research|2000006781|53205.47|#|SE1 1FY|
Department for Transport|Department for Transport|07/07/2015|Secondments|Motoring, Freight & London|SUFFOLK COUNTY COUNCIL (INVOICES)|2000006815|6388.45|#|IP1 2BX|
Department for Transport|Department for Transport|07/07/2015|Secondments|Motoring, Freight & London|LOW CARBON VEHICLE PARTNERSHIP|2000006814|6055.62|#|SW1H 9JJ|
Department for Transport|Department for Transport|07/07/2015|Support Services|Aviation|TAG FARNBOROUGH AIRPORT LTD|2000006794|30863.99|#|GU14 6XA|
Department for Transport|Department for Transport|07/07/2015|Support Services|Transport Security Co-ordination and Response|Government Legal Department|2000006776|24.6|#|WC2B 4TS|
Department for Transport|Department for Transport|07/07/2015|Support Services|Transport Security Co-ordination and Response|Government Legal Department|2000006776|10.6|#|WC2B 4TS|
Department for Transport|Department for Transport|07/07/2015|Support Services|Aviation|FCO FOREIGN & COMMONWEALTH OFFICE|2000006779|9006.41|#|MK10 1PX|
Department for Transport|Department for Transport|07/07/2015|Support Services|Policy, Legislation and Funding|HOUSE OF COMMONS|2000006777|5085.85|#|SW1A 0AA|
Department for Transport|Department for Transport|07/07/2015|Training|Motoring, Freight & London|Best Western Premier Leyland Hotel|2000006783|6044.16|#|PR25 4JX|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Major Projects & Growth|PARSONS BRINCKERHOFF LTD|2000006791|3295.08|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Major Projects & Growth|PARSONS BRINCKERHOFF LTD|2000006791|5601.64|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Major Projects & Growth|PARSONS BRINCKERHOFF LTD|2000006791|2636.06|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|ATKINS LTD (TRANSPORT PLANNING)|2000006784|15729.6|#|WR5 1TX|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|ATKINS LTD (TRANSPORT PLANNING)|2000006784|13179.6|#|WR5 1TX|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Policy, Legislation and Funding|xxxxxx|2000006825|2280|#|xxxxxx|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000006791|2123.32|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000006791|26368.68|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000006791|7285.02|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000006791|24413.18|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000006791|18330.98|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000006791|15865.44|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000006791|9517.33|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000006791|7020.01|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000006791|2521.53|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Rail Commercial & Programme Office|PARSONS BRINCKERHOFF LTD|2000006791|1648.22|#|NE4 7YQ|
Department for Transport|Department for Transport|07/07/2015|Transport  Consult|Aviation|xxxxxx|2000006821|2100|#|xxxxxx|
Department for Transport|Department for Transport|07/07/2015|Travel Expenses UK|Air Accident Investigation Branch|REDFERN TRAVEL LTD|2000006816|10278.32|Redfern June 2015|BD1 3AZ|
Department for Transport|Department for Transport|07/07/2015|Treasury Solicitors|Transport Security Co-ordination and Response|Government Legal Department|2000006776|4795.11|#|WC2B 4TS|
Department for Transport|Department for Transport|07/07/2015|Treasury Solicitors|Transport Security Co-ordination and Response|Government Legal Department|2000006776|4491.84|#|WC2B 4TS|
Department for Transport|Department for Transport|08/07/2015|Agency Staff Costs|Group Human Resource|CAPITA BUSINESS SERVICES LTD|2000006860|1375.97|#|DL1 9HN|
Department for Transport|Department for Transport|08/07/2015|Agency Staff Costs|Motoring Services|CAPITA BUSINESS SERVICES LTD|2000006860|4926.16|#|DL1 9HN|
Department for Transport|Department for Transport|08/07/2015|Agency Staff Costs|Group Finance|CAPITA BUSINESS SERVICES LTD|2000006860|1985.34|#|DL1 9HN|
Department for Transport|Department for Transport|08/07/2015|Agency Staff Costs|Group Finance|NETWORKERS INTERNATIONAL (UK) PLC|2000006872|861|#|BR1 1HP|
Department for Transport|Department for Transport|08/07/2015|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000006862|3249.6|#|B37 7YE|
Department for Transport|Department for Transport|08/07/2015|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000006862|4448.15|#|B37 7YE|
Department for Transport|Department for Transport|08/07/2015|Agency Staff Costs|HS2 Finance and Commercial|CAPITA BUSINESS SERVICES LTD|2000006860|30492.47|#|DL1 9HN|
Department for Transport|Department for Transport|08/07/2015|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000006881|1724464.78|#|CF10 5BT|
Department for Transport|Department for Transport|08/07/2015|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000006881|360000|xxxxxx|CF10 5BT|
Department for Transport|Department for Transport|08/07/2015|Car Tax & Insurance|Motoring Services|Jule Motors|2000006878|453.3|#|WV9 5DA|
Department for Transport|Department for Transport|08/07/2015|Cars Fuel|Motoring Services|ALLSTAR BUSINESS SOLUTIONS LIMITED|2000006861|9946.66|#|SN5 6PS|
Department for Transport|Department for Transport|08/07/2015|Investigation Servic|Motoring Services|CH&I Associates Ltd|2000006880|1642.68|#|SK11 8AA|
Department for Transport|Department for Transport|08/07/2015|Investigation Servic|Motoring Services|CH&I Associates Ltd|2000006880|2910.96|#|SK11 8AA|
Department for Transport|Department for Transport|08/07/2015|IT Ser Running Costs|Group Communications|RACKSPACE LTD|2000006869|954.69|#|UB3 4AZ|
Department for Transport|Department for Transport|08/07/2015|Prog&ProjMgmt Consul|Motoring Services|Kier Construction Ltd|2000006883|5875.72|#|ME20 6XS|
Department for Transport|Department for Transport|08/07/2015|Prog&ProjMgmt Consul|Project Sponsorship|PARSONS BRINCKERHOFF LTD|2000006868|8656.5|#|NE4 7YQ|
Department for Transport|Department for Transport|08/07/2015|Prog&ProjMgmt Consul|Project Sponsorship|PARSONS BRINCKERHOFF LTD|2000006868|1505.47|#|NE4 7YQ|
Department for Transport|Department for Transport|08/07/2015|Prog&ProjMgmt Consul|Project Sponsorship|PARSONS BRINCKERHOFF LTD|2000006868|20018.03|#|NE4 7YQ|
Department for Transport|Department for Transport|08/07/2015|Prog&ProjMgmt Consul|Project Sponsorship|PARSONS BRINCKERHOFF LTD|2000006868|158806.68|#|NE4 7YQ|
Department for Transport|Department for Transport|08/07/2015|Publications for Res|Maritime|CREATIVE CHOICE CIC|2000006874|849|#|SW1H 0DJ|
Department for Transport|Department for Transport|08/07/2015|Research|Analysis & Strategy|SAMI Consulting Ltd|2000006882|1560|#|RG14 1DY|
Department for Transport|Department for Transport|08/07/2015|Research|Local|HaskoningDHV UK Limited|2000006884|32000|#|PE3 8DW|
Department for Transport|Department for Transport|08/07/2015|Research|Local|INTEGRATED TRANSPORT PLANNING LTD|2000006864|7927.5|#|MK9 3BP|
Department for Transport|Department for Transport|08/07/2015|Support Services|Aviation|EXETER & DEVON AIRPORT LIMITED|2000006863|30864|#|EX5 2BD|
Department for Transport|Department for Transport|08/07/2015|Support Services|Aviation|MET OFFICE|2000006866|84151.06|#|EX1 3PB|
Department for Transport|Department for Transport|08/07/2015|Support Services|Aviation|NEWCASTLE INTERNATIONAL AIRPORT LTD|2000006867|30864|#|NE13 8BZ|
Department for Transport|Department for Transport|08/07/2015|Training|Motoring Services|Global Knowledge Network|100010470|-2100|#|RG41 2GY|
Department for Transport|Department for Transport|08/07/2015|Training|Motoring Services|Global Knowledge Network|100010470|2100|#|RG41 2GY|
Department for Transport|Department for Transport|08/07/2015|Transport  Consult|Aviation|JACOBS UK LTD|2000006865|35238.79|#|G2 7HX|
Department for Transport|Department for Transport|08/07/2015|Transport  Consult|Aviation|xxxxxx|2000006886|1750|#|xxxxxx|
Department for Transport|Department for Transport|08/07/2015|Treasury Solicitors|General Counsel's Office|Government Legal Department|2000006858|39278.28|#|WC2B 4TS|
Department for Transport|Department for Transport|08/07/2015|Treasury Solicitors|General Counsel's Office|Government Legal Department|2000006858|-13942.68|#|WC2B 4TS|
Department for Transport|Department for Transport|09/07/2015|Agency Staff Costs|Analysis & Strategy|CAPITA BUSINESS SERVICES LTD|2000006920|3329.64|#|DL1 9HN|
Department for Transport|Department for Transport|09/07/2015|Agency Staff Costs|Analysis & Strategy|CAPITA BUSINESS SERVICES LTD|2000006920|2517.72|#|DL1 9HN|
Department for Transport|Department for Transport|09/07/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000006920|8932.31|#|DL1 9HN|
Department for Transport|Department for Transport|09/07/2015|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000006920|4913.29|#|DL1 9HN|
Department for Transport|Department for Transport|09/07/2015|Agency Staff Costs|Major Projects & Growth|CAPITA BUSINESS SERVICES LTD|2000006920|3961.14|#|DL1 9HN|
