DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE
Department for Transport|Department for Transport|04/12/2013|IT Ser Running Costs|Transport Security - Security Compliance Division |CACI INFORMATION SOLUTIONS LTD|2000019013|7801.92|#|W14 8TS
Department for Transport|Department for Transport|04/12/2013|IT Ser Running Costs|Transport Security - Security Compliance Division |CACI INFORMATION SOLUTIONS LTD|2000019013|17207.18|#|W14 8TS
Department for Transport|Department for Transport|04/12/2013|Legal Consultancy|Centrally held prog|ALLEN & OVERY|2000019029|30687.9|#|E1 6AO
Department for Transport|Department for Transport|04/12/2013|Management Consultan|Aviation Security |xxxxxx|2000019037|575|#|xxxxxx
Department for Transport|Department for Transport|04/12/2013|Media & Press|DASH|K INTERNATIONAL PLC|2000019020|480|#|MK5 8PL
Department for Transport|Department for Transport|04/12/2013|Medical Advisory Ser|Group HR|HEALTH MANAGEMENT LTD|2000019017|2282.5|#|BN8 5NN
Department for Transport|Department for Transport|04/12/2013|Pip - Ptoc|Rail Commercial Contracts|FIRST KEOLIS TRANSPENNINE|2000019032|-432617.71|1409 Wk3 PIP P1408 - Transpennine Express (First K|M1 6LT
Department for Transport|Department for Transport|04/12/2013|Postage|Business Transformation|ROYAL MAIL|2000019023|1535.35|#|PE4 5PG
Department for Transport|Department for Transport|04/12/2013|Publications for Res|Aviation|CREATIVE CHOICE CIC|2000019040|980|#|SW1H 0DJ
Department for Transport|Department for Transport|04/12/2013|Research|Greener Transport & International|ECONOMIC & SOCIAL RESEARCH CNCL|2000019003|100000|#|SN2 1UJ
Department for Transport|Department for Transport|04/12/2013|Research|Greener Transport & International|OFFICE FOR NATIONAL STATISTICS|2000019004|17500|#|NP10 8XG
Department for Transport|Department for Transport|04/12/2013|Research|Local|TRANSPORT RESEARCH LABORATORY|2000019026|4000|#|RG40 3GA
Department for Transport|Department for Transport|04/12/2013|Software Lic Cap|Transport Security|CACI INFORMATION SOLUTIONS LTD|2000019013|600|#|W14 8TS
Department for Transport|Department for Transport|04/12/2013|Sprs Indexation Pay-|Rail Commercial Contracts|LONDON MIDLAND RAILWAY|2000019034|254441|1409 Wk3 Basic Franchise Payment - Indexation (mod|B2 4JB
Department for Transport|Department for Transport|04/12/2013|Sprs Indexation Pay-|Rail Commercial Contracts|NORTHERN RAIL LTD|2000019033|197737|1409 Wk3 Franchise Payment - HLOS - Indexation - N|YO1 6HT
Department for Transport|Department for Transport|04/12/2013|Sprs Indexation Pay-|Rail Commercial Contracts|NORTHERN RAIL LTD|2000019033|2929660.68|1409 Wk3 Franchise Payment Indexation - Model v12|YO1 6HT
Department for Transport|Department for Transport|04/12/2013|Sprs Indexation Pay-|Rail Commercial Contracts|FIRST KEOLIS TRANSPENNINE|2000019032|185137.09|1409 Wk3 Franchise Payment indexation - Model v11|M1 6LT
Department for Transport|Department for Transport|04/12/2013|Support Services|Roads|VEHICLE CERTIFICATION AGENCY|2000019027|3000|#|BS5 6XX
Department for Transport|Department for Transport|04/12/2013|Support Services|General Counsel's Office|xxxxxx|2000019046|40000|#|xxxxxx
Department for Transport|Department for Transport|04/12/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000019039|28080|Azzurri -200 User Licences 2.11 to 22.11.13|WS9 0RB
Department for Transport|Department for Transport|04/12/2013|Telecom Equipment|Business Transformation|AZZURRI COMMUNICATIONS LTD|2000019039|2400|Azzurri -1 day engineering costs out of hours|WS9 0RB
Department for Transport|Department for Transport|04/12/2013|Traffic Survey & Cou|Roads|JACOBS UK LTD|2000019019|21644|#|G2 7HX
Department for Transport|Department for Transport|04/12/2013|Traffic Survey & Cou|Roads|JACOBS UK LTD|2000019019|31563|#|G2 7HX
Department for Transport|Department for Transport|04/12/2013|Traffic Survey & Cou|Roads|JACOBS UK LTD|2000019019|18127|#|G2 7HX
Department for Transport|Department for Transport|04/12/2013|Traffic Survey & Cou|Roads|JACOBS UK LTD|2000019019|24413|#|G2 7HX
Department for Transport|Department for Transport|04/12/2013|Traffic Survey & Cou|Roads|JACOBS UK LTD|2000019019|27678|#|G2 7HX
Department for Transport|Department for Transport|04/12/2013|Traffic Survey & Cou|Roads|JACOBS UK LTD|2000019019|29247|#|G2 7HX
Department for Transport|Department for Transport|04/12/2013|Traffic Survey & Cou|Roads|JACOBS UK LTD|2000019019|20013|#|G2 7HX
Department for Transport|Department for Transport|04/12/2013|Traffic Survey & Cou|Roads|JACOBS UK LTD|2000019019|18959|#|G2 7HX
Department for Transport|Department for Transport|04/12/2013|Training|Rail and Road Projects|Thresholds|2000019031|1500|#|BS5 9AY
Department for Transport|Department for Transport|04/12/2013|Training|Analysis/Science|Thresholds|2000019025|1500|#|BS5 9AY
Department for Transport|Department for Transport|04/12/2013|Translation Services|Roads|K INTERNATIONAL PLC|2000019020|445.4|#|MK5 8PL
Department for Transport|Department for Transport|04/12/2013|Transport  Consult|Group HR|PRICEWATERHOUSECOOPERS LLP|2000019022|13625|#|E14 9SQ
Department for Transport|Department for Transport|04/12/2013|Travel Expenses UK|Marine Accident Investigation Branch|Rainbow Cars|2000019044|783.36|#|SP10 2HP
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Centrally held prog|LA INTERNATIONAL COMPUTER|2000019150|4198.32|#|ST1 5UB
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Group Finance|BADENOCH & CLARK|2000019145|3347.7|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Rail Commercial Contracts|BADENOCH & CLARK|2000019145|1721.22|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Rail Commercial Contracts|BADENOCH & CLARK|2000019145|1721.22|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Rail Commercial Contracts|BADENOCH & CLARK|2000019145|1032.73|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Rail Commercial Contracts|BADENOCH & CLARK|2000019145|1721.22|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Rail Commercial Contracts|BADENOCH & CLARK|2000019145|2409.72|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Rail Commercial Contracts|BADENOCH & CLARK|2000019145|2409.72|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Rail Commercial Contracts|BADENOCH & CLARK|2000019145|1927.78|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|General Counsel's Office|BADENOCH & CLARK|2000019145|3098.16|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|General Counsel's Office|BADENOCH & CLARK|2000019145|3098.16|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|General Counsel's Office|BADENOCH & CLARK|2000019145|3098.16|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|General Counsel's Office|BADENOCH & CLARK|2000019145|3098.16|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Highspeed 2|BADENOCH & CLARK|2000019145|3660|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Highspeed 2|BADENOCH & CLARK|2000019145|3660|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|CAPITA RESOURCING LTD|2000019169|19749.04|#|DL1 9HN
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|5991.24|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|5991.24|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|3270.3|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|3270.3|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|3270.3|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|3270.3|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|3378|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|3270.3|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|3378|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|2026.8|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|3270.3|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|3270.3|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Agency Staff Costs|Refran Prog Off|BADENOCH & CLARK|2000019145|3040.2|#|EC4V 4BG
Department for Transport|Department for Transport|05/12/2013|Cap Grt Pri Sec-Cos.|Greener Transport & International|ASHWOODS AUTOMOTIVE LTD|2000019185|41160|LCVPPP 22nd Payment 12 Vehicles|EX4 8DS
Department for Transport|Department for Transport|05/12/2013|Cap Grt Pri Sec-Cos.|Greener Transport & International|ASHWOODS AUTOMOTIVE LTD|2000019185|61740|LCVPPP 22nd Payment 12 Vehicles|EX4 8DS
Department for Transport|Department for Transport|05/12/2013|Cap Grt Pri Sec-Cos.|Greener Transport & International|Pod Point|2000019190|82972.78|POD Point Oct 2013 #82k|E1 1EE
Department for Transport|Department for Transport|05/12/2013|CurrGrt Las in AEF/A|Local|STEER DAVIES & GLEAVE LTD|2000019184|4000000|Steer Davies (SDG) Final P{ayment 2013/14|SE1 9PD
Department for Transport|Department for Transport|05/12/2013|CurrGrtOth to NDPBs|Group Finance|HSBC BANK PLC, LONDON|2000019176|37125000|LCR Finco Payment 9 Dec 2013 - XS0094804126|E14 5HQ
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Commercial & Technical Services|RAIL SAFETY & STANDARDS BOARD|2000019170|3335000|Q3 RSSB -Resource Grant|NW1 2DX
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Commercial & Technical Services|RAIL SAFETY & STANDARDS BOARD|2000019170|2250000|Q3 RSSB -Resource Grant|NW1 2DX
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Commercial & Technical Services|RAIL SAFETY & STANDARDS BOARD|2000019170|238750|Q3 RSSB - Devel  Grant|NW1 2DX
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|CORNWALL MOBILITY CENTRE LTD|2000019160|60158|Mobility Centres Payments Q4 2013-14|TR1 3LJ
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|DERBY HOSPITALS|2000019161|51518|Mobility Centres Payments Q4 2013-14|DE1 2QY
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|DISABLED LIVING CENTRE|2000019162|57812|Mobility Centres Payments Q4 2013-14|BS16 2QQ
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|EAST ANGLIAN DRIVEABILITY|2000019163|82045|Mobility Centres Payments Q4 2013-14|IP24 3RL
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|FORUM OF MOBILITY CENTRES|2000019172|25373|Mobility Centres Payments Q4 2013-14|IP24 3RL
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|HERTFORDSHIRE ACTION ON DISABILITY|2000019171|35948|Mobility Centres Payments Q4 2013-14|AL7 4DD
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|KENT COMMUNITY HEALTH NHS TRUST|2000019197|65663|Mobility Centres Payments Q4 2013-14|CT1 3NG
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|N. West Driving Assessment Service|2000019196|62264|Mobility Centres Payments Q4 2013-14|WA11 9SJ
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|NORTHUMBERLAND TYNE & WEAR NHS TRUS|2000019164|45860|Mobility Centres Payments Q4 2013-14|NE3 3XT
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|QUEEN ELIZABETHS FOUNDATION|2000019165|82132|Mobility Centres Payments Q4 2013-14|SM5 4NR
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|REGIONAL DRIVING ASSESSMENT CENTRE|2000019166|112834|Mobility Centres Payments Q4 2013-14|B8 1AU
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|WESSEX DRIVEABILITY|2000019167|47957|Mobility Centres Payments Q4 2013-14|SO17 2LJ
Department for Transport|Department for Transport|05/12/2013|CurrGrtPriSec-P&NPIS|Local|WILLIAM MERRITT DISABLED LIVING|2000019168|45421|Mobility Centres Payments Q4 2013-14|LS12 3QE
Department for Transport|Department for Transport|05/12/2013|Data Supply - TD|Transport Direct and Travel information|LANDMARK INFORMATION GROUP LTD|2000019151|10593.6|#|EX2 7HY
Department for Transport|Department for Transport|05/12/2013|Data Supply - TD|Transport Direct and Travel information|LANDMARK INFORMATION GROUP LTD|2000019151|2850|#|EX2 7HY
Department for Transport|Department for Transport|05/12/2013|EU Cap Grt NDPBs|Greener Transport & International|DEPARTMENT FOR|2000019186|676273.27|UK 93021 TENS Coleraine to Derry Final - #676k|BT1 9JW
Department for Transport|Department for Transport|05/12/2013|EU Cap Grt NDPBs|Greener Transport & International|DEPARTMENT FOR|2000019186|3987501.94|UK 13018 TENS Ballyrickard #3.967m|BT1 9JW
Department for Transport|Department for Transport|05/12/2013|Hotel&Accom Costs|Marine Accident Investigation Branch|REDFERN TRAVEL LTD|2000019180|802|Redfern Travel Statement Nov 2013|BD1 3AZ
Department for Transport|Department for Transport|05/12/2013|Investigation Servic|Managing Director Motoring Services|Procordia Ltd|2000019192|2953.73|#|TN39 4SR
Department for Transport|Department for Transport|05/12/2013|IT Equip Cap Cost|Commercial & Technical Services|KONICA MINOLTA BUS. SOLUTIONS  (UK)|2000019142|2110.7|#|SS14 3AR
Department for Transport|Department for Transport|05/12/2013|IT Equip Cap Cost|Commercial & Technical Services|KONICA MINOLTA BUS. SOLUTIONS  (UK)|2000019142|2110.7|#|SS14 3AR
Department for Transport|Department for Transport|05/12/2013|IT Equip Cap Cost|Commercial & Technical Services|KONICA MINOLTA BUS. SOLUTIONS  (UK)|2000019142|2110.7|#|SS14 3AR
Department for Transport|Department for Transport|05/12/2013|Management Consultan|Rail and Road Projects|PRICEWATERHOUSECOOPERS LLP|2000019157|165465.96|#|E14 9SQ
Department for Transport|Department for Transport|05/12/2013|Management Consultan|Rail and Road Projects|PRICEWATERHOUSECOOPERS LLP|2000019157|289818.34|#|E14 9SQ
Department for Transport|Department for Transport|05/12/2013|Property Consultancy|Business Transformation|DRIVERS JONAS DELOITTE|2000019144|7602|#|MK9 1FD
Department for Transport|Department for Transport|05/12/2013|Publications for Res|DASH|THE STATIONERY OFFICE LTD|2000019159|1480.68|#|NR3 1PD
Department for Transport|Department for Transport|05/12/2013|Publications for Res|DASH|THE STATIONERY OFFICE LTD|2000019159|2296.04|#|NR3 1PD
Department for Transport|Department for Transport|05/12/2013|Publications for Res|DASH|THE STATIONERY OFFICE LTD|2000019159|1644.35|#|NR3 1PD
Department for Transport|Department for Transport|05/12/2013|Purchasing Card Char|Group Finance|BARCLAYS BANK PLC|2000019146|6471.89|Barclays (DG Group) 1st Nov 2013|NN4 7SG
Department for Transport|Department for Transport|05/12/2013|Services prov by OGD|Roads|VEHICLE CERTIFICATION AGENCY|2000019158|47000|#|BS5 6XX
Department for Transport|Department for Transport|05/12/2013|Services prov by OGD|Roads|VEHICLE CERTIFICATION AGENCY|2000019158|14145.78|#|BS5 6XX
Department for Transport|Department for Transport|05/12/2013|Small Software|Analysis/Science|INSIGHT DIRECT (UK) LTD|2000019143|1729.2|#|UB8 1PH
Department for Transport|Department for Transport|05/12/2013|Small Software|Business Transformation|PILLAR SOLUTIONS LTD|2000019156|7784.4|#|TN9 1DR
Department for Transport|Department for Transport|05/12/2013|Small Software|Transport Security - Security Compliance Division |SOFTCAT LTD|2000019181|5359.26|#|SL7 1TB
Department for Transport|Department for Transport|05/12/2013|Support Services|Aviation|CAA INTERNATIONAL LTD|2000019147|804.01|#|RH6 0YR
Department for Transport|Department for Transport|05/12/2013|Telecom Equipment|Rail Accident Investigation Branch|MAIN-TEL|2000019152|618|#|TS17 0AQ
Department for Transport|Department for Transport|05/12/2013|Telephone Line Rent|Rail Accident Investigation Branch|MAIN-TEL|2000019152|618|#|TS17 0AQ
Department for Transport|Department for Transport|05/12/2013|Traffic Survey & Cou|Roads|JACOBS UK LTD|2000019149|36359|#|G2 7HX
Department for Transport|Department for Transport|05/12/2013|Traffic Survey & Cou|Roads|JACOBS UK LTD|2000019149|24527|#|G2 7HX
Department for Transport|Department for Transport|05/12/2013|Traffic Survey & Cou|Roads|PARSONS BRINCKERHOFF LTD|2000019155|33661|#|NE4 7YQ
Department for Transport|Department for Transport|05/12/2013|Traffic Survey & Cou|Roads|PARSONS BRINCKERHOFF LTD|2000019155|26202|#|NE4 7YQ
Department for Transport|Department for Transport|05/12/2013|Traffic Survey & Cou|Roads|PARSONS BRINCKERHOFF LTD|2000019155|34508|#|NE4 7YQ
